may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,0,3,7,6,8,11,7,13,7,6,6,1,5,0,3,1,4,1,0,2,1,1,0,2
02,4,3,4,3,3,9,8,7,8,10,3,4,1,0,1,0,2,2,1,0,0,1,0,4
03,2,3,5,8,13,8,7,10,2,5,8,2,2,2,2,3,0,1,1,0,0,2,1,0
04,2,6,5,1,5,9,8,8,11,8,1,2,3,1,1,0,1,2,0,3,1,1,2,4
05,3,1,3,7,5,7,7,10,10,10,3,5,3,3,0,3,1,1,1,2,1,3,3,3
06,5,3,4,6,8,5,7,12,8,3,4,3,2,4,3,1,0,1,1,0,0,1,2,1
07,2,0,6,7,9,7,6,17,9,9,4,3,2,2,0,1,2,2,1,2,3,5,1,4
08,0,3,5,7,7,14,12,9,10,14,3,3,3,3,1,3,1,1,0,0,1,4,2,1
09,3,4,3,5,10,9,15,13,14,9,4,5,3,4,2,1,3,3,2,2,2,0,4,5
10,2,7,7,7,8,7,2,12,11,5,7,4,2,2,3,2,0,1,3,0,1,2,3,5
11,2,3,4,0,4,2,1,3,8,5,4,4,6,5,1,0,1,0,0,0,3,1,2,1
12,4,3,3,4,8,7,5,8,6,5,3,3,8,5,2,2,2,1,0,0,3,3,2,4
13,2,4,4,5,8,8,7,7,12,10,6,4,5,3,2,2,0,2,0,2,2,1,8,4
14,4,2,3,5,11,10,7,7,6,4,3,2,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,6,2,1,0,3,1,0,1,4,5,6
16,3,3,5,3,5,6,8,8,7,0,6,3,3,5,0,0,2,2,0,1,0,1,1,2
17,4,2,1,10,3,8,2,2,10,5,0,1,1,1,0,1,1,2,0,2,3,2,3,2
18,5,4,4,3,3,7,8,2,2,3,2,3,2,1,1,1,1,1,0,3,2,0,0,3
19,5,1,1,1,4,2,13,12,5,5,6,4,2,3,1,2,2,0,0,0,1,1,5,2
20,2,2,2,4,3,6,4,13,13,6,1,2,3,2,0,4,1,1,0,1,0,2,2,3
21,3,7,2,5,6,8,4,5,5,4,7,3,2,3,2,0,1,2,2,1,2,3,4,2
22,2,3,4,6,9,4,7,7,7,4,4,8,4,0,4,1,1,1,1,1,1,1,2,3
23,2,4,2,4,5,5,8,6,7,3,4,1,3,0,3,2,2,1,1,0,0,3,6,3
24,3,2,2,7,5,7,5,3,5,9,5,5,2,4,2,1,4,0,3,2,1,1,4,8
25,6,5,4,5,4,11,10,8,7,0,1,1,0,0,2,3,3,1,0,0,0,2,5,2
26,6,7,3,6,6,4,7,2,10,8,6,4,1,4,1,3,0,0,0,1,2,2,3,1
27,4,2,2,4,6,6,-1,-1,-1,-1,-1,4,2,2,3,0,2,1,2,3,1,2,1,3
28,2,2,5,5,2,0,7,6,4,5,2,2,5,5,0,1,1,1,4,3,3,2,1,4
29,4,2,1,3,1,2,2,5,4,7,3,3,0,0,2,2,1,0,2,1,2,1,3,2
30,3,1,2,3,2,7,9,4,13,3,7,3,3,2,0,0,0,1,1,1,2,2,1,3
31,2,3,6,3,6,12,11,15,17,14,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
