may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,82,80,61,94,131,162,182,212,222,221,191,197,226,222,271,236,228,194,173,136,138,112,91,69
02,61,59,69,82,83,147,174,190,193,193,217,190,210,248,275,263,255,186,182,154,166,139,78,76
03,79,67,47,65,89,86,106,136,134,109,128,139,175,193,239,206,161,166,183,149,135,121,90,92
04,54,62,65,91,96,94,120,144,138,140,170,207,221,234,248,241,255,223,211,200,141,143,107,85
05,51,72,60,85,105,155,157,164,186,178,182,225,271,254,200,242,273,266,237,193,145,140,121,81
06,74,62,78,84,121,143,144,171,175,169,181,203,249,248,254,252,258,261,218,193,167,144,121,92
07,73,57,88,102,79,114,141,144,159,163,179,144,213,245,238,239,278,248,213,184,144,98,54,44
08,42,32,23,53,44,71,81,88,100,119,120,159,161,218,227,197,190,167,134,129,90,71,100,77
09,50,61,66,77,71,123,139,144,126,139,157,146,180,182,174,228,219,215,182,176,154,131,107,78
10,75,67,48,80,84,106,149,117,66,83,100,118,149,215,210,235,229,245,221,186,159,153,96,84
11,63,58,73,51,67,103,106,96,89,121,122,169,156,186,198,197,170,138,127,143,140,93,72,45
12,33,48,69,70,51,71,80,66,49,76,81,110,102,138,135,143,122,131,116,123,123,106,80,71
13,50,32,55,44,65,83,80,97,94,88,95,124,112,115,133,161,136,144,122,109,121,116,-1,-1,-1
14,-1,-1,-1,41,50,73,82,84,83,68,86,94,154,157,157,137,152,173,139,156,153,121,93,71
15,59,42,40,40,37,66,88,98,110,129,136,113,131,171,187,182,184,201,187,138,125,117,77,-1,-1
16,64,89,57,68,77,76,104,96,119,101,125,136,136,164,201,164,180,198,216,164,132,118,85,76
17,48,34,34,52,60,62,76,72,103,116,116,130,119,122,139,173,147,136,114,118,114,98,81,73
18,66,56,61,96,92,104,180,208,215,198,165,228,234,257,251,244,234,203,-1,123,112,88,56,51
19,47,51,85,67,98,114,154,120,181,166,178,142,155,184,199,185,241,227,120,-1,142,188,183,129
20,124,57,141,137,200,204,220,247,226,243,271,298,296,326,342,-1,-1,-1,-1,-1,157,109,94,57
21,41,64,56,133,144,165,196,173,212,212,227,211,224,241,212,237,253,258,169,146,125,88,79,86
22,103,110,100,139,164,179,216,230,244,257,291,271,320,312,336,278,262,242,204,182,172,130,147,105
23,110,-1,-1,-1,199,252,219,211,223,278,284,295,306,300,304,263,263,246,-1,-1,-1,211,183,113
24,112,121,91,-1,-1,200,193,220,259,257,272,270,261,282,320,274,250,284,154,145,138,118,96,96
25,74,62,87,79,92,125,158,174,178,199,180,194,281,298,285,287,238,228,183,143,155,176,153,137
26,109,142,150,158,182,209,182,192,199,207,255,223,255,295,285,269,350,326,317,255,240,234,190,142
27,120,142,153,186,219,247,287,286,278,283,299,296,300,327,246,279,301,320,256,186,177,166,137,145
28,94,105,93,150,165,227,278,304,290,294,299,317,323,342,309,255,249,266,227,206,170,158,129,86
29,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,234,214,162,160,152,122,90
30,82,103,115,138,187,237,270,291,296,327,349,364,347,331,-1,-1,264,254,274,236,-1,166,155,164
31,-1,-1,118,194,-1,-1,240,-1,306,291,304,350,347,319,329,315,266,208,175,181,179,160,135,-1,-1
