may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,26,36,31,30,38,44,66,57,77,49,47,37,31,16,18,10,8,9,8,13,12,15,21,27
02,38,30,30,34,45,49,52,60,59,40,39,28,35,14,12,12,1,6,5,12,15,16,20,31
03,33,32,32,45,48,50,71,70,57,59,55,27,26,26,18,13,13,1,6,6,14,20,12,26
04,23,25,24,33,33,69,68,61,86,45,46,31,27,13,20,12,10,5,4,8,12,13,21,17
05,19,22,27,32,42,46,58,69,65,59,45,30,36,25,16,19,8,4,4,12,19,18,18,17
06,31,29,35,49,52,50,60,67,74,60,60,38,25,24,28,14,6,4,8,8,8,11,21,23
07,22,17,25,36,49,61,60,77,76,55,44,34,22,9,12,6,6,8,9,10,12,23,17,23
08,19,31,32,31,53,59,86,73,71,79,43,22,32,22,12,12,9,8,8,8,16,16,21,31
09,25,39,45,51,45,65,82,81,81,66,52,30,37,26,11,15,9,5,14,15,16,23,24,20
10,30,33,58,47,43,44,70,96,70,63,47,23,16,16,19,12,6,7,7,10,10,17,20,23
11,29,28,30,25,33,57,51,46,60,44,44,41,21,20,11,13,11,8,5,4,6,16,20,21
12,28,31,32,37,41,51,40,63,68,52,28,26,21,17,16,11,4,8,4,10,11,9,18,19
13,21,24,31,38,36,42,58,71,56,55,33,31,19,17,17,17,4,7,7,12,14,12,22,20
14,20,30,28,42,48,62,67,52,44,28,27,7,8,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,20,30,22,11,28,11,3,10,14,19,22,29
16,24,22,37,37,42,41,59,57,60,55,41,25,14,15,9,10,9,12,4,13,6,9,11,30
17,24,22,19,29,25,25,45,33,39,22,20,20,19,11,7,12,11,10,6,9,13,11,16,23
18,32,32,24,33,17,32,47,50,35,25,28,29,20,14,13,16,7,5,11,5,8,18,18,24
19,45,29,34,28,24,42,57,75,49,44,41,26,33,10,6,14,6,4,4,9,9,13,18,20
20,19,24,31,35,28,48,42,54,51,35,25,24,21,14,20,14,4,11,6,4,8,18,25,34
21,24,27,28,45,48,51,56,51,28,23,38,30,20,15,22,12,12,4,9,9,8,14,28,23
22,24,24,36,31,37,50,49,50,39,34,29,34,20,17,21,8,12,7,5,8,7,16,20,30
23,32,32,26,38,56,40,59,42,49,38,32,17,20,13,14,16,9,6,8,7,14,9,30,27
24,34,31,25,30,34,49,43,43,49,30,32,34,25,20,16,13,5,8,4,12,9,15,20,25
25,32,16,21,28,28,40,39,51,48,32,17,15,-1,-1,12,14,7,3,11,3,9,13,19,25
26,30,27,32,33,29,26,37,46,57,39,34,22,21,30,16,8,13,3,3,14,11,12,22,19
27,19,18,27,29,42,49,-1,-1,-1,-1,20,29,19,11,14,8,8,11,6,12,12,20,20,28
28,17,34,30,37,33,32,34,44,32,19,21,29,10,14,14,11,9,7,12,10,11,18,19,20
29,24,26,35,30,39,31,46,38,30,32,24,20,9,14,3,6,11,8,10,9,11,14,20,25
30,23,35,28,49,40,59,41,53,52,38,32,24,16,17,8,11,12,6,7,8,10,14,21,32
31,37,42,40,37,37,65,83,67,63,46,33,25,31,16,19,16,9,10,14,11,12,-1,-1,-1,-1
