may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,125,135,194,255,310,335,363,332,347,351,354,334,325,401,351,340,326,332,306,271,213,144,129,141
02,132,137,199,254,309,289,272,264,340,344,355,333,338,349,341,357,381,347,329,303,229,139,99,98
03,131,164,185,257,333,309,351,338,323,337,348,359,54,362,350,337,373,329,302,236,176,127,96,74
04,109,127,205,266,300,310,349,331,290,320,346,372,350,363,371,371,359,303,272,267,214,156,105,102
05,106,173,217,252,290,296,313,290,322,321,353,356,320,320,335,351,347,342,333,283,211,159,110,99
06,130,142,202,269,319,314,323,311,321,333,345,385,339,337,339,354,369,363,370,293,232,149,104,115
07,121,156,192,249,316,301,352,336,308,336,370,360,347,359,349,342,364,369,334,275,206,179,205,192
08,202,169,198,280,306,316,333,304,307,368,321,321,341,312,196,284,364,370,309,277,209,157,114,117
09,139,185,205,256,313,297,325,308,319,289,341,324,236,173,303,340,328,300,286,250,194,138,107,94
10,154,153,205,236,286,214,334,329,318,328,319,347,341,319,346,317,327,295,218,208,192,115,101,73
11,101,109,149,226,282,306,344,341,343,317,356,367,340,343,368,361,336,328,313,260,190,143,88,84
12,113,119,187,214,283,321,331,313,320,340,348,370,327,407,335,333,345,347,303,250,211,140,133,149
13,202,180,158,299,316,305,342,297,309,334,205,294,315,281,343,345,331,348,328,288,231,153,107,91
14,112,137,188,240,319,316,338,335,328,339,325,355,341,347,342,359,368,363,296,268,218,150,102,102
15,114,159,181,232,284,321,329,321,297,320,345,371,355,343,247,387,355,356,314,271,203,144,94,103
16,86,136,214,229,246,274,327,296,307,326,352,362,335,346,344,321,298,320,269,232,151,140,103,105
17,102,138,176,236,297,300,328,316,317,333,334,348,349,327,354,310,314,282,289,220,158,119,109,96
18,102,108,141,227,259,297,327,331,323,322,355,348,346,352,376,341,332,296,294,254,181,144,115,112
19,112,138,201,248,316,323,341,339,353,351,358,352,372,378,351,330,341,358,301,265,166,123,110,110
20,103,177,196,227,310,316,341,331,336,345,359,324,334,368,344,327,351,306,291,245,172,129,96,103
21,119,132,188,252,310,284,337,335,313,327,349,336,346,316,336,318,322,332,327,271,183,152,101,102
22,130,154,212,246,289,305,339,318,297,319,293,312,284,339,292,342,314,313,315,259,229,115,122,96
23,157,157,208,268,318,317,341,319,321,344,354,333,248,300,254,291,256,259,280,261,178,159,167,240
24,193,168,193,246,318,309,341,327,349,377,358,351,361,322,317,37,158,313,300,259,223,197,126,162
25,214,212,244,251,279,277,288,306,288,291,358,372,317,358,335,274,329,115,174,223,154,131,114,38
26,8,146,220,272,243,242,316,356,341,332,335,349,344,320,323,345,319,307,272,188,179,121,101,101
27,117,150,197,248,306,318,328,338,328,341,371,369,378,355,372,315,282,238,295,236,175,145,137,101
28,123,147,210,272,313,314,332,314,331,191,352,330,369,358,356,335,343,185,292,95,128,169,150,167
29,194,179,182,159,302,326,320,305,177,304,299,330,287,347,337,355,302,349,303,284,222,179,194,163
30,113,188,207,265,317,373,367,342,357,315,344,342,335,356,308,334,296,240,207,227,166,105,114,111
31,37,130,234,303,311,319,348,333,360,354,333,357,353,321,357,325,349,322,290,273,182,156,125,109
