sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,6,8,8,8,6,12,6,5,6,8,5,5,7,5,6,9,3,3,1,2,5,2,7,12
02,10,9,8,2,7,6,7,6,9,10,11,11,6,11,7,9,5,4,1,8,1,9,10,8
03,9,8,8,7,8,7,8,3,5,5,9,9,6,14,12,5,5,4,4,6,9,4,6,6
04,15,11,12,9,8,10,11,11,9,12,7,5,10,7,5,8,4,3,3,4,4,6,10,4
05,5,7,15,10,15,8,9,14,13,5,8,13,10,10,5,5,7,4,2,3,4,5,5,14
06,10,9,10,10,11,8,12,10,5,7,9,12,13,7,4,7,4,4,5,5,3,4,10,12
07,9,8,16,9,10,4,6,9,5,12,8,10,6,11,4,4,4,4,5,1,4,10,7,5
08,5,11,12,5,9,8,11,4,3,7,5,12,4,8,2,3,2,1,6,1,6,3,2,6
09,7,6,4,13,4,12,9,12,18,8,10,12,13,9,5,4,5,3,6,2,5,6,7,5
10,12,11,8,11,5,9,4,4,6,4,8,10,8,6,5,4,7,1,6,2,3,5,4,7
11,11,9,7,12,2,2,5,3,7,4,7,4,1,5,6,5,8,3,4,4,3,3,3,10
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
