sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,86,88,93,89,130,164,228,255,269,290,311,275,270,274,280,267,275,247,230,207,210,179,199,121
02,92,100,84,82,118,172,220,266,279,264,269,267,269,249,226,229,249,229,249,191,173,150,121,122
03,82,66,78,94,129,155,206,234,241,245,265,249,243,253,256,243,252,226,218,200,187,187,184,109
04,86,90,91,94,121,171,217,263,277,303,285,273,263,252,271,281,237,233,254,200,191,178,140,101
05,88,71,84,94,109,181,220,237,264,294,276,291,234,220,244,234,249,213,239,220,213,165,146,113
06,89,88,87,95,112,189,210,250,274,302,287,293,236,200,201,247,222,206,231,194,184,181,144,86
07,90,97,87,95,106,168,204,228,255,290,259,275,272,260,264,253,241,208,204,210,188,192,136,108
08,74,71,81,79,129,192,224,240,240,264,288,281,276,275,256,242,237,211,225,201,181,178,126,103
09,97,72,68,81,123,197,207,256,245,258,258,267,245,234,244,213,230,210,228,196,194,167,172,96
10,88,84,83,77,112,163,201,230,250,266,282,279,230,261,232,229,232,197,239,195,200,174,125,95
11,87,70,84,114,110,179,207,239,241,280,271,289,264,249,241,220,233,226,231,213,209,174,201,111
12,103,93,105,94,144,168,197,265,265,287,285,281,259,256,251,234,231,232,219,221,209,212,166,112
13,104,78,103,122,132,168,201,218,272,269,283,307,269,243,247,235,225,231,257,260,217,172,184,112
14,107,86,77,90,131,178,208,211,262,279,278,269,273,221,227,241,248,231,244,211,206,201,192,109
15,89,94,82,105,126,180,220,243,272,272,284,287,233,247,233,235,222,205,231,221,208,183,198,134
16,103,76,95,101,130,171,219,241,256,293,277,283,251,246,266,242,230,244,248,208,178,176,174,102
17,83,90,76,97,114,186,212,233,281,284,265,267,276,272,298,234,240,227,237,227,187,166,124,123
18,104,80,90,101,114,185,216,235,235,276,305,264,270,240,247,239,236,255,229,204,189,177,148,113
19,85,80,87,83,124,158,218,247,254,243,255,262,238,219,263,233,263,236,239,236,194,178,138,168
20,77,70,82,104,117,173,216,248,256,245,251,297,256,233,202,211,193,234,222,217,205,158,141,109
21,84,81,81,94,123,163,219,227,234,238,268,262,223,268,237,274,251,226,250,237,196,180,134,95
22,176,69,75,91,92,139,199,237,247,243,269,255,261,239,219,211,227,236,239,203,204,207,181,98
23,101,83,87,99,98,162,210,234,270,286,303,282,289,235,232,244,250,254,258,235,230,191,140,163
24,182,82,101,111,122,152,220,211,241,294,105,244,238,225,228,253,263,295,252,222,226,184,134,125
25,89,71,75,96,102,138,218,236,236,277,259,263,254,248,237,238,248,257,248,243,213,197,132,114
26,139,75,82,87,110,163,226,244,259,240,261,269,227,240,230,244,266,274,268,221,230,190,185,162
27,163,162,200,190,197,311,227,247,240,273,241,263,244,216,245,230,238,289,266,261,225,209,189,97
28,96,68,84,83,126,156,231,236,248,253,242,189,243,241,176,45,251,277,248,223,226,214,170,111
29,76,83,78,101,114,170,209,232,246,259,285,263,109,25,14,17,131,261,264,259,219,184,164,101
30,72,73,73,103,113,177,218,223,277,267,277,293,262,257,244,235,257,270,285,255,233,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
