jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,19,19,19,27,28,41,43,59,49,44,54,60,-1,-1,-1,-1,-1,-1,-1,-1,86,94,92,""
02,96,85,110,110,45,32,44,52,56,51,46,56,49,73,57,69,221,220,229,-1,-1,108,101,85,""
03,101,98,119,122,138,184,269,293,352,369,355,333,270,295,290,287,-1,151,324,352,318,242,156,126,""
04,126,105,132,146,208,266,322,357,373,342,290,272,246,169,48,71,53,70,66,57,47,36,23,15,""
05,16,23,22,29,28,36,41,50,61,66,58,58,65,66,70,55,61,64,50,41,49,32,20,29,""
06,18,18,21,21,30,32,49,52,58,67,54,49,12,11,26,64,66,76,58,48,37,33,19,18,""
07,17,19,21,29,23,35,40,29,51,37,40,42,44,49,42,45,46,56,50,62,27,26,24,14,""
08,17,18,17,26,37,40,46,57,51,52,54,46,46,37,11,10,6,14,52,27,31,15,20,18,""
09,14,14,21,25,19,28,43,46,49,41,52,49,12,14,8,7,9,5,6,23,5,3,8,4,""
10,3,13,22,24,26,32,43,41,26,41,33,48,37,42,33,55,60,47,43,56,31,32,20,13,""
11,18,18,15,21,25,46,39,40,28,41,47,45,37,83,37,97,152,146,177,91,17,9,13,40,""
12,35,75,59,37,27,27,34,56,46,54,42,38,24,59,59,45,62,71,47,52,27,20,15,12,""
13,19,15,19,17,16,28,36,31,36,47,37,38,38,59,38,54,60,42,58,47,28,21,16,12,""
14,12,17,20,21,22,28,26,48,44,37,40,48,48,49,47,41,48,44,55,40,25,14,16,12,""
15,10,18,11,15,20,20,25,25,40,28,31,36,26,60,44,44,112,196,174,129,106,85,78,65,""
16,65,84,83,103,112,143,184,156,219,210,216,44,41,33,37,92,276,-1,544,217,149,99,103,83,""
17,85,91,91,108,138,165,184,231,228,226,194,205,214,184,189,-1,430,207,201,187,131,130,92,80,""
18,71,81,83,98,141,171,183,202,200,223,228,220,198,210,197,242,198,231,214,214,153,99,70,80,""
19,59,84,62,104,115,136,121,167,186,180,152,149,154,143,180,175,199,211,219,196,140,92,-1,138,""
20,64,93,92,98,135,135,167,205,195,198,177,156,200,211,227,211,227,220,208,194,148,108,-1,126,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,183,203,204,226,203,178,175,128,90,64,62,""
22,70,68,83,102,116,124,153,173,198,197,213,174,198,119,36,176,193,161,172,159,136,109,78,76,""
23,55,77,90,104,134,149,173,218,221,213,181,178,175,200,214,185,201,242,177,165,127,92,76,63,""
24,79,62,90,107,121,155,158,188,217,210,201,218,200,175,216,180,217,192,190,170,143,104,76,55,""
25,63,71,98,126,133,167,193,216,242,238,250,243,253,279,248,220,225,232,195,166,153,96,90,66,""
26,67,56,76,93,113,136,155,159,211,31,39,41,56,37,62,45,49,76,207,159,133,94,82,59,""
27,49,77,89,135,151,183,181,202,259,260,237,235,235,238,235,220,233,237,193,181,153,129,68,68,""
28,67,66,84,118,124,161,189,209,237,220,204,211,209,214,197,216,164,129,130,93,102,93,101,62,""
29,63,59,74,109,128,155,169,186,207,211,241,237,238,180,208,190,193,184,208,149,138,100,70,67,""
30,57,58,77,65,67,87,131,138,154,135,153,157,95,26,34,29,88,136,84,104,115,74,39,33,""
31,46,49,53,70,107,119,129,152,148,158,122,130,136,155,184,163,175,196,190,194,166,107,88,-1,""
