jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,12,37,25,23,24,19,27,30,25,19,23,20,27,10,3,18,1,0,4,0,0,0,0,""
02,0,0,0,0,0,0,0,0,1,4,3,18,0,24,22,14,20,19,10,10,20,24,26,27,""
03,18,24,23,31,17,27,36,31,27,29,24,42,45,68,60,49,20,20,23,17,17,23,36,51,""
04,55,35,49,59,64,47,39,44,37,43,37,42,68,72,20,31,18,17,16,10,10,17,13,20,""
05,21,21,12,16,33,29,28,21,31,18,20,18,30,23,8,11,15,15,16,10,16,15,27,21,""
06,15,29,12,12,8,9,26,21,24,42,24,19,29,26,34,19,18,14,24,3,10,15,19,19,""
07,15,18,25,36,21,26,18,35,28,19,29,28,17,29,22,16,9,15,20,17,11,12,22,17,""
08,17,16,20,28,24,27,26,32,30,26,21,22,15,19,11,10,8,7,12,10,14,7,15,17,""
09,16,15,30,16,28,22,13,21,22,28,21,33,27,20,16,6,17,10,14,10,15,13,18,17,""
10,19,29,21,32,42,21,35,21,20,32,19,24,34,11,16,8,9,9,11,13,6,6,10,12,""
11,17,28,23,19,20,22,22,14,21,18,21,29,13,15,16,6,12,7,5,3,7,15,11,23,""
12,17,23,15,35,18,26,19,13,17,24,12,15,18,21,15,17,7,7,6,7,14,14,9,10,""
13,21,27,15,25,25,16,23,17,25,38,44,37,18,15,14,13,11,5,5,8,10,15,11,16,""
14,12,19,19,21,32,22,26,31,22,17,20,21,13,10,12,12,4,10,26,14,18,23,19,27,""
15,38,110,61,90,104,67,125,99,70,86,104,93,23,26,12,15,13,1,14,6,17,18,13,14,""
16,20,22,19,31,21,26,21,13,21,20,28,30,25,23,16,9,12,12,10,8,14,14,13,11,""
17,13,20,28,30,26,29,31,28,22,28,26,28,14,27,21,23,12,12,12,11,19,18,19,31,""
18,19,22,27,34,24,28,35,17,35,3,21,34,30,24,19,11,7,8,8,12,23,13,17,17,""
19,21,19,27,32,33,26,33,39,28,42,24,42,7,-1,-1,-1,-1,-1,-1,-1,-1,12,20,20,""
20,13,19,18,19,25,36,23,26,29,30,29,33,20,22,15,13,13,12,17,18,27,23,16,17,""
21,24,28,22,26,32,53,68,59,27,25,27,23,18,26,14,12,7,11,11,11,13,22,15,28,""
22,31,25,27,20,21,30,27,24,26,24,29,24,27,25,20,10,10,13,15,12,13,34,26,23,""
23,24,28,29,27,33,27,27,31,28,25,27,31,22,21,22,18,13,15,23,16,12,10,15,19,""
24,21,32,27,33,30,34,45,88,66,39,33,33,23,8,11,15,7,5,7,11,4,5,9,18,""
25,17,22,22,19,26,25,24,25,23,25,14,14,11,16,16,12,10,5,12,13,16,17,21,15,""
26,21,22,19,24,22,34,25,21,19,11,18,21,14,17,14,16,11,10,11,12,13,18,12,13,""
27,18,25,21,21,22,18,26,16,28,39,32,24,27,19,11,10,14,10,22,15,21,13,23,18,""
28,28,30,21,34,22,15,20,23,22,18,29,36,25,21,14,14,6,11,15,12,12,17,22,26,""
29,25,26,28,23,24,21,37,31,30,35,20,28,19,18,13,16,7,10,9,9,14,9,7,11,""
30,7,19,11,21,15,9,9,11,13,5,19,6,3,3,4,2,2,1,4,2,1,1,0,2,""
31,1,3,4,3,0,1,1,2,0,5,32,32,19,13,10,7,8,5,14,10,8,24,8,22,""
