jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,15,22,35,34,55,94,81,84,112,149,181,166,155,171,138,140,113,100,111,78,81,47,31,23,""
02,12,28,40,70,86,127,125,112,161,187,215,217,219,221,181,172,147,127,103,116,91,69,69,38,""
03,112,113,69,48,103,121,100,125,161,193,207,243,219,209,163,136,127,138,130,144,62,77,78,30,""
04,38,43,42,53,83,127,131,161,207,240,247,292,272,272,197,177,114,107,92,120,128,78,59,36,""
05,25,0,14,27,117,146,115,151,205,236,261,234,226,199,129,121,149,109,89,106,82,83,39,42,""
06,29,26,36,68,116,154,153,165,199,231,223,212,194,223,158,166,160,111,89,33,31,32,22,26,""
07,32,32,64,72,119,159,170,159,186,217,218,248,198,183,195,164,150,131,77,85,75,50,40,23,""
08,31,38,39,48,97,129,135,144,188,205,248,262,215,223,161,161,154,132,77,61,69,26,48,28,""
09,30,39,44,66,106,139,145,163,208,232,256,268,187,188,149,175,194,135,103,94,87,74,42,35,""
10,13,27,45,81,129,165,143,147,170,177,240,210,182,181,184,194,173,100,73,73,67,54,47,66,""
11,2,0,3,116,144,128,94,95,138,145,193,192,177,173,145,130,134,102,93,84,58,15,9,7,""
12,12,1,39,63,107,126,143,153,178,221,264,278,225,236,193,223,199,95,60,76,58,75,41,28,""
13,21,35,27,54,84,143,138,162,187,220,234,226,179,156,147,156,119,59,66,45,50,45,37,31,""
14,27,35,63,60,91,114,102,108,127,140,157,191,181,143,99,108,81,52,57,65,69,49,42,24,""
15,28,32,36,69,88,118,108,119,177,217,202,207,165,131,106,180,152,98,49,51,25,21,13,9,""
16,12,23,52,56,113,135,146,115,130,190,203,187,183,158,162,208,159,130,54,24,20,28,20,20,""
17,22,35,45,76,127,150,175,196,155,213,275,284,261,225,181,193,96,42,24,8,15,16,9,19,""
18,8,20,48,88,93,125,137,134,167,200,263,251,225,189,182,182,170,88,62,45,24,23,5,11,""
19,11,15,26,60,74,99,97,137,182,193,274,257,196,155,136,140,102,107,74,22,31,31,24,18,""
20,12,22,31,40,81,123,135,149,204,270,292,301,253,201,195,196,178,139,90,39,27,52,26,18,""
21,22,31,65,110,128,137,156,157,189,211,273,257,202,173,160,220,162,150,121,123,112,60,49,15,""
22,16,19,29,51,77,111,133,39,31,37,63,50,47,37,29,27,36,28,43,72,52,59,44,28,""
23,19,21,59,62,120,146,115,122,84,148,187,157,132,134,98,147,105,70,44,29,42,39,19,32,""
24,9,46,22,42,72,130,130,147,147,215,239,256,205,184,147,152,148,84,41,40,44,24,29,11,""
25,25,36,41,58,91,127,145,159,152,156,222,203,192,156,132,126,139,66,19,20,23,14,28,23,""
26,25,52,64,85,122,142,148,146,159,236,241,188,187,136,129,199,108,86,44,18,8,9,5,9,""
27,33,25,44,71,88,146,143,152,158,215,260,232,192,174,170,138,106,68,28,2,8,40,7,1,""
28,1,1,0,1,84,214,176,154,167,226,262,236,183,153,173,221,128,64,79,42,56,39,17,21,""
29,21,21,40,81,87,155,120,113,122,134,172,183,191,178,172,200,180,123,92,77,79,58,26,20,""
30,24,44,49,67,94,162,167,174,188,249,246,277,224,180,165,152,139,99,78,105,77,65,53,30,""
31,29,38,26,23,61,138,143,149,133,188,249,219,206,187,150,139,129,107,87,81,79,78,53,-1,""
