jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,1,3,4,6,7,3,5,2,4,3,4,5,1,2,1,2,0,4,2,1,3,1,1,""
02,1,3,3,4,2,4,2,1,0,0,3,3,2,2,4,1,1,0,1,1,0,0,1,0,""
03,2,2,1,3,8,2,0,2,3,4,5,5,4,6,4,4,4,0,1,5,4,2,0,0,""
04,2,2,5,3,4,12,9,5,3,10,11,10,11,4,4,2,1,0,0,1,1,2,2,2,""
05,5,0,2,0,2,1,1,0,1,0,0,3,1,0,0,0,1,1,1,0,0,0,1,0,""
06,0,0,3,0,0,0,0,0,0,0,0,1,0,3,2,1,0,1,1,5,2,3,1,0,""
07,1,6,2,3,6,1,1,0,0,0,1,2,1,1,0,1,1,4,3,2,3,1,2,0,""
08,1,2,5,2,5,9,4,6,3,4,4,4,4,0,3,0,0,0,1,0,0,0,0,1,""
09,4,2,4,4,7,3,2,3,2,6,0,3,2,0,0,0,0,1,1,0,1,0,0,0,""
10,2,3,3,2,4,0,0,1,0,0,2,1,2,1,2,0,1,2,2,1,1,1,1,3,""
11,0,1,1,0,1,0,2,1,0,3,2,2,3,0,0,0,0,0,4,0,0,0,0,0,""
12,0,0,0,1,4,4,4,1,1,3,1,2,2,3,0,0,0,0,0,3,0,3,2,5,""
13,2,2,1,1,1,4,1,1,2,5,0,0,1,0,1,1,1,2,2,0,1,2,0,0,""
14,1,5,1,5,3,2,1,3,4,3,0,3,2,0,1,3,0,2,0,0,0,1,0,4,""
15,2,0,4,2,2,3,1,4,1,0,1,0,3,0,1,0,3,0,2,1,1,3,3,1,""
16,1,1,2,2,3,1,1,1,2,1,1,5,3,3,1,2,2,0,1,1,1,0,0,1,""
17,0,0,1,2,0,2,0,1,3,2,3,2,2,2,0,2,1,0,1,3,0,0,2,3,""
18,1,3,1,1,5,5,2,2,5,3,1,2,2,3,0,1,2,1,0,1,1,3,2,3,""
19,5,1,8,4,3,2,4,3,1,6,2,6,1,0,0,2,1,2,0,0,3,1,0,1,""
20,0,4,1,1,4,1,8,0,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,""
21,1,0,0,0,1,0,1,0,0,2,2,1,3,3,2,2,2,0,0,1,0,3,0,1,""
22,2,4,0,2,1,3,2,6,1,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,2,0,1,2,0,1,""
25,1,0,1,2,4,3,1,1,2,2,2,0,4,5,2,1,0,1,0,1,2,0,0,0,""
26,1,1,2,0,5,3,2,1,1,0,3,1,2,2,1,1,2,0,1,0,0,0,0,0,""
27,0,0,0,0,1,2,0,0,0,1,2,2,6,0,0,1,1,2,1,2,0,3,0,0,""
28,1,0,1,1,0,0,0,2,4,1,1,3,2,1,0,1,0,2,1,1,0,0,0,0,""
29,0,1,1,2,0,5,0,3,1,2,2,10,19,7,4,9,1,0,1,4,0,3,2,1,""
30,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,""
31,0,0,1,1,1,4,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,-1,""
