jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,19,33,35,71,-1,125,128,159,233,266,333,325,300,300,303,318,231,205,215,179,123,78,55,49,""
02,27,41,52,66,116,147,109,189,211,216,299,289,308,323,300,223,251,162,167,204,135,121,91,50,""
03,26,34,59,69,78,138,195,217,243,270,367,393,404,420,402,279,214,243,237,231,200,132,71,64,""
04,36,33,35,52,94,148,143,238,256,370,402,442,424,405,305,229,212,190,188,185,147,117,65,47,""
05,116,96,-1,-1,102,137,165,196,209,268,259,269,305,272,248,253,244,230,238,270,178,123,108,49,""
06,37,44,41,52,105,142,197,222,195,294,359,359,311,287,292,230,207,207,209,177,172,103,66,50,""
07,25,39,44,62,102,160,195,206,266,308,382,385,381,367,298,292,236,205,182,187,143,114,98,66,""
08,38,29,36,61,85,146,199,196,230,295,349,347,331,310,267,287,228,171,129,134,129,116,70,43,""
09,31,25,34,55,74,115,176,222,253,270,359,278,219,261,243,231,196,170,148,147,127,114,65,35,""
10,24,27,32,42,71,108,175,264,242,307,417,418,403,407,419,266,199,139,156,139,87,59,38,28,""
11,-1,-1,-1,-1,-1,-1,232,195,182,254,340,362,320,371,295,281,253,218,148,287,242,107,79,28,""
12,37,52,46,218,127,141,170,225,170,211,283,381,404,399,342,326,327,208,131,145,117,129,65,44,""
13,39,35,46,66,114,109,142,163,243,359,450,431,376,344,269,247,169,170,190,170,173,130,79,44,""
14,38,28,34,52,103,175,220,234,294,383,327,325,218,271,286,255,208,153,127,137,154,88,66,34,""
15,30,29,41,55,84,99,133,103,144,139,359,404,358,369,309,270,249,187,192,197,144,124,91,63,""
16,39,37,31,46,82,139,220,202,255,340,416,429,410,357,324,248,197,194,192,182,145,115,65,46,""
17,34,35,46,54,110,153,139,154,223,254,355,358,371,286,320,241,268,285,268,217,227,173,82,61,""
18,42,35,34,43,85,188,243,224,258,324,438,448,393,332,365,306,268,241,184,183,168,130,76,47,""
19,25,23,42,57,91,145,167,198,219,312,384,387,282,285,297,215,180,206,199,187,157,95,65,68,""
20,37,30,37,62,85,144,175,229,232,318,419,468,409,362,319,241,199,189,148,184,166,130,111,39,""
21,45,39,51,78,101,127,101,242,281,340,406,453,472,410,247,228,185,138,151,201,101,83,71,52,""
22,29,29,43,72,138,131,117,99,185,227,247,240,187,218,230,237,198,154,128,140,109,113,81,31,""
23,33,25,47,62,73,100,131,161,142,200,160,284,250,172,187,199,160,123,102,97,90,75,42,32,""
24,27,26,23,30,66,82,105,110,80,165,214,254,202,264,219,204,212,136,99,77,74,51,60,40,""
25,23,17,22,26,53,81,100,124,141,164,188,142,233,169,130,208,186,122,103,102,97,82,64,54,""
26,24,266,90,52,70,88,142,221,210,217,250,209,198,133,211,284,242,238,146,126,114,89,67,36,""
27,22,27,23,46,71,84,110,137,178,232,228,204,179,185,213,239,181,196,191,182,117,297,2,32,""
28,0,1,-1,-1,-1,-1,-1,148,150,245,295,249,229,195,196,197,196,152,197,152,117,99,56,47,""
29,31,13,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,76,-1,104,147,156,187,164,241,327,330,298,281,273,196,220,177,128,134,131,103,74,41,""
31,41,27,31,44,73,131,179,171,228,293,337,322,314,293,277,165,196,114,101,128,133,104,73,-1,""
