jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,15,24,22,31,29,26,17,26,17,13,21,22,15,16,8,11,7,7,12,10,11,18,10,9,""
02,29,12,25,27,34,28,25,23,31,26,15,22,54,16,20,16,13,9,16,19,9,13,11,22,""
03,18,22,19,30,37,31,37,25,23,17,31,50,28,19,31,34,25,16,14,18,23,27,25,24,""
04,41,52,68,52,62,52,47,38,29,41,48,51,32,34,32,22,14,12,15,12,18,14,24,13,""
05,11,21,20,30,28,24,32,20,18,19,20,30,26,18,12,4,12,4,17,14,16,8,14,16,""
06,20,33,26,26,29,21,19,18,25,23,14,19,24,13,18,13,7,4,13,11,12,15,13,13,""
07,16,18,21,20,27,26,20,29,21,18,20,12,18,26,14,3,7,9,8,9,21,13,17,11,""
08,18,24,24,41,26,37,25,20,18,25,31,27,19,24,10,8,13,10,11,16,13,9,14,12,""
09,21,14,30,24,25,26,16,25,23,21,11,31,20,15,13,14,10,4,12,8,10,12,12,14,""
10,12,9,24,20,27,33,29,26,13,19,31,35,26,29,25,20,8,11,14,12,23,19,17,34,""
11,42,42,28,18,44,20,31,35,59,11,41,28,42,19,17,7,10,9,12,18,8,12,27,19,""
12,15,18,25,36,27,22,17,16,11,26,21,13,22,19,14,12,11,12,13,13,12,14,19,29,""
13,19,26,31,21,29,17,21,11,9,19,21,25,36,24,17,19,6,9,8,18,14,8,10,17,""
14,21,32,47,31,31,19,18,15,16,24,23,25,24,20,13,14,12,13,5,13,9,9,11,12,""
15,13,20,26,17,24,23,21,21,14,23,29,36,33,22,12,13,18,2,12,14,20,13,17,13,""
16,20,24,22,32,39,28,20,31,24,17,22,28,24,24,49,10,20,9,23,28,64,13,35,18,""
17,14,59,46,26,33,21,16,21,19,38,64,21,28,24,20,18,12,11,9,14,8,12,15,11,""
18,11,21,30,27,33,29,25,13,32,26,19,26,28,16,23,19,12,9,8,13,25,16,22,13,""
19,18,21,30,33,34,20,23,26,14,26,44,22,21,22,15,13,10,13,12,13,16,15,15,57,""
20,18,25,28,41,32,26,29,24,14,20,27,42,25,25,17,9,10,11,17,11,11,16,9,17,""
21,24,20,22,25,23,22,27,18,19,14,28,28,22,18,12,12,5,9,8,8,20,12,11,13,""
22,19,23,20,28,20,29,22,11,17,22,27,29,28,23,19,11,10,10,18,18,16,16,12,9,""
23,12,25,32,34,28,27,20,22,24,18,24,14,18,31,14,11,12,5,19,9,18,11,7,10,""
24,18,32,29,29,30,25,29,19,19,20,23,21,22,22,14,8,7,13,6,7,8,14,18,12,""
25,18,22,20,24,25,26,16,16,23,20,19,15,19,16,6,8,11,7,16,15,13,12,19,18,""
26,17,19,21,15,19,24,22,16,16,21,21,28,11,20,13,17,5,14,20,13,8,13,10,10,""
27,16,21,16,26,20,21,27,11,22,18,19,20,19,15,8,6,13,6,4,10,10,17,10,12,""
28,14,20,19,22,22,13,31,20,34,18,18,16,15,21,6,17,32,11,17,20,55,15,10,21,""
29,15,23,68,22,25,19,24,22,22,13,20,34,21,25,13,11,12,9,9,9,11,9,13,16,""
30,20,18,21,20,32,28,18,12,14,22,23,22,13,20,19,12,7,9,10,11,14,8,15,17,""
31,15,28,19,26,27,13,22,26,27,29,29,19,17,25,12,14,12,10,28,16,18,18,16,16,""
