jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,45,6,8,7,5,2,7,0,2,3,2,10,96,305,164,183,159,179,127,110,105,76,""
03,67,117,120,27,108,145,166,205,212,225,242,254,257,276,231,226,231,219,237,213,202,128,59,71,""
04,76,79,104,147,188,231,275,298,327,333,331,363,312,336,282,281,225,192,119,0,38,61,25,22,""
05,62,74,73,109,110,126,135,162,232,268,272,272,272,284,237,208,190,184,197,175,107,86,44,56,""
06,68,87,116,148,163,153,236,299,316,245,292,229,297,304,257,261,195,172,181,146,99,83,72,57,""
07,66,78,107,159,161,182,209,243,290,269,290,238,242,258,238,211,199,172,124,158,135,112,59,54,""
08,56,67,87,128,133,149,190,231,255,284,255,247,215,264,259,246,212,199,200,175,107,63,59,69,""
09,50,93,111,131,133,138,197,239,303,290,299,235,273,262,217,217,214,195,176,173,118,73,50,39,""
10,94,105,112,128,162,170,210,246,259,285,223,175,198,228,186,93,0,0,0,0,0,0,0,0,""
11,0,0,0,1,152,171,226,271,316,287,298,284,297,244,230,177,166,182,184,150,103,68,42,150,""
12,130,173,132,113,109,159,205,268,287,298,283,169,154,118,162,217,203,143,185,116,71,37,42,35,""
13,42,84,131,184,177,161,210,287,274,274,179,137,116,186,247,158,116,202,165,111,90,56,50,33,""
14,42,122,79,77,109,79,108,136,161,239,272,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,52,""
15,61,92,86,90,142,148,179,225,240,236,212,173,188,181,196,195,193,124,124,156,145,78,49,56,""
16,61,79,97,114,90,100,101,143,187,255,234,206,188,236,247,203,159,129,121,115,74,55,43,53,""
17,52,64,86,105,94,127,121,140,219,191,215,236,178,186,216,185,136,133,105,134,91,54,39,35,""
18,53,58,82,102,109,127,151,212,258,241,220,231,204,194,223,169,180,186,301,285,122,61,46,19,""
19,50,55,70,95,119,149,174,132,140,157,142,163,185,179,193,88,23,19,47,29,99,23,9,6,""
20,19,14,12,12,14,22,22,34,41,23,32,36,52,49,39,24,59,144,172,148,113,60,49,34,""
21,34,80,96,52,18,10,20,32,21,33,27,25,29,48,41,23,83,148,160,159,89,64,50,58,""
22,46,66,98,118,114,17,15,26,24,21,35,19,21,34,31,22,31,106,150,138,95,81,60,53,""
23,33,59,60,38,58,13,22,21,22,29,17,17,27,17,31,26,26,24,60,65,64,51,41,42,""
24,47,60,78,90,111,80,178,168,214,184,119,212,200,189,155,176,109,15,29,21,15,13,110,406,""
25,144,24,24,69,93,82,130,155,160,210,190,98,27,37,24,21,116,106,49,256,340,210,140,122,""
26,105,68,48,50,66,46,38,36,49,42,54,42,9,0,0,0,0,0,0,0,0,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,241,233,203,122,202,181,184,157,115,70,56,53,""
28,54,52,68,55,22,20,18,22,25,31,27,23,24,25,31,26,24,26,14,15,15,8,9,12,""
29,12,9,19,17,15,9,18,21,27,26,39,25,37,29,35,31,17,15,22,18,13,57,24,0,""
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
