jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,19,26,21,29,52,80,87,114,140,175,208,238,247,263,293,240,206,136,96,99,104,62,56,37,""
02,58,17,33,38,59,81,92,87,163,149,200,225,242,305,343,305,196,193,101,94,110,68,91,53,""
03,-1,-1,-1,-1,-1,71,102,129,157,167,164,202,278,326,378,341,198,144,100,105,109,78,75,46,""
04,27,13,20,36,62,88,112,126,146,164,202,226,277,322,399,305,251,205,161,164,160,124,104,67,""
05,38,17,16,31,69,94,91,124,150,168,167,203,249,280,-1,-1,-1,146,118,134,146,115,104,52,""
06,25,50,22,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
07,0,0,2,-1,-1,31,65,51,85,107,111,134,186,217,308,317,231,134,106,76,95,90,69,39,""
08,16,15,14,20,35,64,45,90,103,104,105,157,237,281,361,279,277,105,113,-1,-1,84,66,-1,""
09,-1,-1,30,15,43,53,59,78,104,126,134,175,224,274,304,309,221,143,90,124,115,100,67,34,""
10,20,20,17,28,37,44,65,74,92,112,121,141,187,294,314,238,138,90,60,72,78,75,66,30,""
11,21,6,6,18,33,45,66,73,85,108,117,159,194,233,295,274,209,59,72,77,105,77,64,33,""
12,14,11,12,9,55,81,74,88,114,120,105,167,210,306,328,235,159,89,58,68,79,70,69,40,""
13,18,14,12,27,41,61,91,118,116,103,105,164,248,283,281,230,167,107,76,80,85,72,63,43,""
14,21,20,15,29,34,60,92,110,137,144,141,174,260,348,348,276,196,141,89,100,-1,-1,-1,-1,""
15,-1,17,21,24,31,49,76,97,104,87,123,167,185,233,272,236,148,83,63,53,78,66,52,35,""
16,26,16,18,23,41,55,99,116,100,163,180,182,246,266,317,267,171,123,54,68,94,93,75,47,""
17,33,12,14,21,39,64,108,90,116,124,135,198,246,260,-1,190,137,91,68,61,68,81,42,33,""
18,25,13,14,16,28,55,69,86,93,105,91,141,169,232,205,175,117,68,58,47,53,51,28,20,""
19,9,17,17,25,34,53,61,99,96,114,130,148,188,223,232,230,161,84,84,60,91,63,45,43,""
20,24,20,13,28,43,52,75,73,100,105,148,142,174,210,278,275,198,136,94,79,83,67,54,29,""
21,19,15,25,26,41,74,106,100,112,151,160,177,206,286,-1,-1,236,111,75,49,66,80,70,42,""
22,23,22,22,29,46,60,84,110,129,136,149,179,232,291,274,219,132,73,60,49,38,57,36,21,""
23,28,21,18,14,33,56,96,89,115,128,187,177,233,267,256,224,174,98,70,46,45,43,59,-1,""
24,-1,-1,-1,30,48,82,71,113,133,116,143,151,191,215,244,245,232,117,64,76,57,78,59,32,""
25,22,13,13,26,67,71,140,160,182,214,247,226,243,259,257,249,191,187,97,99,57,69,45,45,""
26,89,33,-1,-1,-1,-1,-1,-1,-1,159,149,187,208,188,212,177,175,-1,-1,-1,-1,-1,58,35,""
27,18,15,18,29,53,85,109,114,134,175,173,168,201,217,270,-1,-1,-1,-1,57,77,69,67,42,""
28,33,16,32,28,57,94,125,124,158,165,198,179,171,212,243,285,216,158,105,85,80,86,62,44,""
29,34,26,30,34,57,90,115,157,137,203,220,208,260,255,268,205,197,134,82,73,80,50,42,47,""
30,86,112,30,24,53,88,116,132,161,170,168,189,207,206,229,239,190,132,93,59,75,55,41,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
