jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,31,40,45,47,34,37,48,42,42,49,51,35,43,42,29,3,47,53,51,43,49,37,54,37,""
02,45,37,43,37,48,34,45,37,38,41,34,35,33,42,28,41,31,32,43,36,34,38,44,45,""
03,44,27,44,45,35,42,38,25,30,26,26,13,33,30,13,38,35,44,38,28,48,44,48,36,""
04,41,18,4,10,43,42,26,36,30,42,25,25,29,34,41,37,39,33,45,32,36,24,51,38,""
05,40,41,24,23,28,39,36,33,38,40,44,41,27,30,33,36,24,31,36,34,51,46,43,33,""
06,36,46,31,35,46,41,35,45,31,37,26,33,31,34,34,26,38,36,45,34,17,29,46,37,""
07,43,44,43,57,33,23,33,25,17,23,20,24,18,22,22,19,18,23,15,16,22,19,20,10,""
08,18,24,16,16,19,24,20,23,23,15,21,25,13,20,25,20,22,16,21,33,29,14,18,10,""
09,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,41,14,45,46,40,52,39,49,63,50,33,45,38,42,46,45,35,28,51,33,36,44,47,""
11,38,21,29,43,43,42,45,45,47,34,34,37,35,40,34,28,48,33,31,38,38,36,34,36,""
12,42,46,44,20,37,45,56,50,43,40,36,39,35,41,50,36,49,40,56,55,45,43,53,44,""
13,46,49,37,42,49,43,37,39,43,32,37,48,48,37,39,53,35,37,36,43,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,30,18,24,28,13,22,30,35,36,""
15,27,32,28,33,36,31,26,29,24,32,27,38,34,35,40,45,41,43,46,52,38,52,48,40,""
16,42,42,38,43,30,48,34,34,44,22,38,31,23,34,37,39,41,44,35,48,40,52,60,43,""
17,56,55,50,31,46,48,53,45,46,46,49,56,44,52,42,52,66,61,51,40,43,52,50,53,""
18,63,33,27,23,17,11,19,24,10,13,10,22,14,17,15,23,16,16,15,13,17,23,19,12,""
19,21,17,9,20,12,19,12,16,20,22,22,22,14,16,12,15,13,14,26,14,18,13,19,11,""
20,25,18,17,8,20,14,14,19,14,22,14,19,14,15,18,16,16,19,19,24,18,16,46,36,""
21,48,36,54,37,38,44,44,48,48,46,45,48,43,60,43,33,21,49,60,34,50,39,44,49,""
22,38,43,50,32,46,49,38,52,45,52,44,40,36,33,57,47,36,11,49,58,40,46,42,50,""
23,41,36,43,51,56,57,48,56,48,41,52,59,44,44,42,46,41,42,36,44,34,48,52,49,""
24,52,64,42,39,43,47,37,32,30,28,36,21,38,30,39,29,28,28,19,11,16,16,22,24,""
25,25,18,20,25,18,6,21,23,21,29,26,13,17,18,15,23,25,24,13,14,21,23,27,20,""
26,21,32,29,33,42,48,46,31,36,28,30,21,19,14,24,21,33,16,27,21,29,31,27,36,""
27,43,21,-1,40,40,35,55,46,49,43,27,31,34,23,36,26,24,30,37,25,22,26,38,53,""
28,49,35,41,19,40,49,57,52,56,58,54,56,49,61,42,51,41,40,27,37,41,49,67,56,""
29,43,43,46,57,48,40,44,34,21,16,23,22,24,31,43,41,55,32,40,51,56,45,49,46,""
30,44,42,27,42,38,55,60,42,52,53,61,47,53,49,39,32,28,19,23,31,40,47,38,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
