jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,26,42,30,29,28,61,76,66,60,42,24,31,16,16,15,16,20,9,5,0,0,0,0,0,""
02,0,0,0,0,0,0,0,0,0,9,1,12,11,10,13,20,31,3,22,30,14,22,18,30,""
03,21,9,4,27,29,48,46,44,26,16,11,5,12,7,9,14,11,6,14,16,28,22,31,16,""
04,10,7,8,5,0,39,73,68,43,32,3,1,6,10,15,27,12,13,12,19,28,30,31,37,""
05,30,24,40,39,45,58,98,106,17,0,0,0,0,0,3,17,14,12,12,7,6,18,34,39,""
06,34,30,39,25,35,81,98,66,20,9,3,11,10,5,12,25,16,18,22,9,17,18,28,37,""
07,33,26,13,23,21,12,58,67,35,5,0,0,0,3,15,18,15,14,7,17,16,29,34,32,""
08,34,22,10,34,28,7,73,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,""
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,29,30,27,""
22,33,30,27,45,38,39,38,34,25,20,1,14,9,16,9,21,14,10,8,21,18,32,23,30,""
23,18,24,34,50,41,52,33,38,34,20,14,8,9,18,17,16,15,23,23,18,29,28,32,43,""
24,38,35,36,36,40,47,58,59,43,30,29,12,12,17,15,18,16,7,18,18,27,25,24,35,""
25,48,48,43,42,51,74,85,53,31,30,23,12,18,8,10,3,10,-1,6,10,23,18,32,31,""
26,36,33,39,38,38,49,61,47,39,26,13,12,13,9,16,18,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,28,20,33,8,26,38,36,""
28,43,43,36,46,63,65,64,52,39,28,17,13,13,11,10,0,13,15,11,10,14,13,7,8,""
29,5,3,12,4,3,14,52,58,31,39,15,10,4,9,10,9,12,10,7,9,19,35,0,31,""
30,25,25,30,33,32,43,33,57,25,8,10,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
