jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,2,16,15,8,9,13,10,7,9,7,10,7,12,11,14,9,8,2,7,2,3,3,5,""
02,5,3,6,11,11,13,13,16,15,12,16,15,24,22,19,10,8,30,5,3,2,3,4,3,""
03,7,10,15,16,19,23,11,25,54,13,21,15,19,11,16,19,9,4,4,2,4,5,3,9,""
04,1,7,14,10,16,13,14,9,5,9,26,22,16,18,21,13,5,6,4,1,5,3,2,9,""
05,4,13,10,19,12,13,19,8,8,19,36,30,25,31,49,23,11,3,4,7,4,3,7,7,""
06,9,3,10,14,18,17,17,10,4,19,21,23,33,23,25,13,13,7,10,5,2,7,6,7,""
07,13,11,21,29,21,29,25,9,21,23,38,33,34,28,24,16,16,24,6,3,3,5,3,6,""
08,5,14,18,22,26,24,10,20,14,26,36,33,28,19,24,16,15,9,3,5,3,0,2,6,""
09,4,10,10,13,25,19,17,11,9,13,16,33,22,28,19,23,11,5,1,1,5,2,3,3,""
10,10,4,10,21,14,14,14,11,10,17,37,24,21,29,26,20,9,8,3,5,4,4,1,1,""
11,8,8,19,19,18,18,11,6,10,16,29,26,25,23,23,19,24,11,3,5,3,3,7,6,""
12,4,12,19,23,18,13,18,9,7,14,33,25,25,0,9,0,0,0,0,2,2,1,4,6,""
13,5,11,11,19,16,15,14,12,18,22,27,23,30,30,24,11,8,6,5,2,5,3,5,6,""
14,9,9,17,22,19,17,22,11,9,13,29,23,22,23,19,20,14,8,5,3,3,4,2,5,""
15,9,12,16,11,17,13,10,6,8,11,20,15,12,24,18,18,7,8,5,2,7,1,5,4,""
16,7,10,8,16,18,13,10,6,8,9,17,21,25,14,16,13,8,4,3,3,7,6,4,4,""
17,5,8,10,15,19,14,13,7,4,19,18,29,20,23,20,10,11,6,6,4,1,4,3,3,""
18,5,4,12,11,12,18,13,7,5,18,35,18,22,19,20,15,14,9,2,3,2,0,7,5,""
19,6,9,12,14,17,15,11,10,12,21,12,21,14,17,5,13,6,8,23,5,0,11,4,4,""
20,8,12,18,14,18,28,16,36,0,0,21,19,8,4,27,15,20,9,12,5,7,5,6,14,""
21,10,15,21,24,18,16,43,13,11,13,32,38,23,14,15,15,8,6,5,5,3,6,5,7,""
22,11,24,11,25,22,26,20,17,11,18,13,13,18,13,13,13,13,6,5,6,5,2,4,6,""
23,6,15,19,22,22,22,14,20,15,14,20,19,28,17,17,16,15,7,6,7,2,2,2,5,""
24,9,10,20,16,23,20,20,12,16,18,19,23,22,15,11,23,17,7,4,2,5,4,7,10,""
25,9,12,19,17,34,26,27,21,9,10,12,19,11,18,7,13,11,5,3,3,2,5,7,8,""
26,11,10,18,24,13,21,20,15,20,15,18,21,12,14,16,16,15,11,4,2,3,3,4,15,""
27,10,28,33,16,13,25,17,26,13,18,10,19,19,12,18,11,8,5,8,2,6,9,4,9,""
28,5,39,21,22,22,17,26,18,15,20,35,22,15,19,24,10,8,4,5,6,2,6,4,5,""
29,6,14,10,17,18,24,31,20,16,12,18,18,14,10,19,9,5,21,6,7,7,3,9,10,""
30,11,18,-1,17,21,24,17,39,26,22,22,20,31,18,20,12,16,7,3,3,2,10,10,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
