jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,37,-1,96,51,77,60,74,80,84,83,59,51,46,46,-1,83,29,15,19,19,18,20,40,41,""
02,48,51,48,-1,149,69,63,86,75,64,51,40,40,49,46,43,-1,51,21,24,27,30,34,35,""
03,36,41,50,66,51,-1,103,54,60,48,46,41,51,56,47,35,27,22,-1,44,21,24,29,36,""
04,27,40,45,48,74,65,95,-1,90,29,34,32,29,47,52,43,38,23,23,27,-1,60,33,23,""
05,37,42,42,54,50,46,20,19,14,-1,19,3,9,14,15,27,21,10,8,15,18,18,-1,48,""
06,23,25,36,45,51,55,71,40,24,12,17,-1,62,26,51,26,19,11,6,11,15,19,11,21,""
07,-1,48,37,41,39,57,60,37,31,30,17,12,13,-1,102,57,49,24,17,25,13,4,6,8,""
08,12,22,-1,62,43,28,17,26,39,36,24,53,58,-1,-1,-1,-1,25,23,25,32,32,37,-1,""
09,-1,-1,-1,-1,-1,-1,21,122,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,96,-1,44,-1,51,62,76,61,59,38,18,16,23,24,40,40,43,""
11,62,64,61,99,111,117,127,131,127,132,92,73,35,30,43,32,52,21,24,30,11,12,1,10,""
12,3,13,1,6,10,16,46,42,68,59,45,30,45,35,36,19,17,10,12,12,18,22,22,29,""
13,17,36,31,32,35,38,36,33,32,24,40,31,54,59,48,31,44,33,33,26,38,49,54,61,""
14,58,89,96,113,101,117,145,121,122,119,93,68,91,102,88,60,37,25,22,27,37,42,43,67,""
15,64,81,82,109,120,119,137,134,156,113,94,98,79,105,114,73,52,28,34,22,39,41,51,49,""
16,72,55,84,83,109,110,119,131,118,99,97,75,101,93,108,60,43,30,28,35,37,56,52,56,""
17,68,70,85,101,98,115,78,50,56,54,32,35,72,93,101,61,39,28,43,39,41,40,51,58,""
18,62,93,76,95,84,96,34,22,20,22,22,18,21,31,84,65,62,21,22,36,27,44,52,74,""
19,55,62,79,72,84,96,49,51,52,41,29,27,24,11,12,28,16,14,13,5,9,17,11,17,""
20,8,8,5,14,16,19,28,41,42,26,24,59,58,73,68,42,38,35,33,33,36,39,66,62,""
21,53,69,75,88,98,96,87,55,36,32,18,14,34,59,62,72,55,37,36,32,42,41,46,66,""
22,73,70,65,86,98,111,102,101,112,83,87,63,64,57,73,61,38,27,27,29,38,40,48,50,""
23,60,58,71,80,84,76,94,95,108,85,61,68,62,83,64,49,38,30,28,22,37,51,44,53,""
24,50,57,73,76,74,101,79,59,43,50,71,64,61,74,80,60,46,28,23,4,13,17,15,25,""
25,27,32,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,8,19,17,20,25,""
26,29,34,25,36,38,30,36,46,31,19,23,11,16,28,75,73,54,34,18,21,22,42,41,54,""
27,54,69,77,77,76,84,28,10,14,15,11,15,7,43,59,52,42,29,18,9,8,12,7,13,""
28,21,21,16,19,33,29,20,19,25,13,12,11,8,10,11,10,6,6,4,8,3,6,4,3,""
29,3,12,21,16,16,6,17,13,27,20,11,14,19,11,17,17,9,10,9,4,3,8,11,18,""
30,23,17,24,28,27,14,16,14,12,14,49,71,68,70,66,65,37,27,34,31,29,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
