jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,23,23,23,25,32,28,39,33,30,28,25,17,15,-1,-1,-1,-1,-1,-1,12,16,23,14,11
02,16,18,23,25,42,32,46,33,28,25,16,-1,-1,-1,-1,-1,-1,-1,23,32,20,20,17,27
03,26,16,24,29,26,24,31,30,31,19,-1,-1,-1,-1,-1,-1,-1,-1,23,25,18,19,25,26
04,12,18,23,25,23,21,23,25,-1,-1,-1,-1,16,15,-1,-1,-1,-1,-1,-1,-1,19,17,20
05,22,18,27,26,39,29,30,30,27,27,17,17,10,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06,-1,-1,26,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
07,28,28,34,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
08,21,29,24,23,32,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
09,22,14,20,25,23,18,26,25,31,23,21,11,14,20,10,14,15,17,18,10,17,25,19,-1,-1
10,20,18,33,24,26,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,9,13,7,14,16,14,12,19
11,18,25,16,17,23,21,19,22,30,25,14,14,13,11,7,14,10,-1,12,12,25,12,8,7
12,19,14,21,16,19,18,24,26,30,14,13,5,9,7,9,11,10,14,-1,-1,-1,-1,-1,12
13,18,13,15,17,21,17,23,19,26,24,18,12,10,10,12,12,13,11,8,14,23,14,18,21
14,27,23,23,16,20,19,27,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24
15,20,21,28,30,27,24,20,27,24,15,20,9,10,15,20,9,14,9,10,30,33,20,17,25
16,15,19,20,24,14,16,17,17,14,18,12,16,14,21,16,15,12,16,14,21,61,23,20,10
17,21,20,19,33,27,17,22,28,16,31,15,44,17,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,20,20,24,24,17,23,20,20,19,14,12,16,15,18,13,17,13,11,12,15,17,14,14,16
19,15,20,25,18,20,24,13,28,19,20,14,24,14,14,15,9,17,13,9,12,8,16,16,18
20,16,12,25,21,19,14,21,17,24,11,9,14,15,15,13,10,16,9,16,18,25,16,18,17
21,29,29,24,23,22,17,20,30,15,21,23,14,20,17,-1,-1,-1,-1,27,31,21,15,15,16
22,26,49,28,22,29,16,23,46,33,19,16,24,11,16,10,8,9,15,14,-1,-1,-1,13,27
23,15,25,33,24,24,17,17,53,21,26,12,9,25,9,39,10,6,10,16,15,18,15,11,20
24,25,31,33,24,33,28,18,22,21,25,22,20,-1,-1,17,15,9,17,12,13,15,16,13,38
25,25,27,25,30,38,16,29,24,45,38,47,7,14,14,22,13,19,11,12,16,14,11,25,16
26,26,31,29,18,15,18,17,16,20,23,52,11,11,21,6,11,28,15,9,12,19,25,13,27
27,29,36,31,30,48,32,36,21,23,16,-1,-1,-1,22,12,14,17,15,-1,-1,-1,23,14,23
28,34,32,30,27,31,24,20,23,18,22,19,10,12,15,10,7,13,10,30,26,19,18,26,30
29,39,40,38,25,42,33,26,26,22,-1,-1,18,13,18,17,17,13,15,5,14,15,21,20,33
30,40,39,36,37,41,28,23,24,19,39,21,14,35,8,21,12,17,12,16,25,19,35,24,45
31,48,35,40,53,34,32,23,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
