jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,23,13,23,26,26,26,35,40,45,155,157,171,166,167,134,168,147,152,135,122,67,21,15,21,""
02,22,23,17,36,30,37,30,54,48,142,165,161,169,183,160,141,160,147,127,125,86,25,15,16,""
03,32,36,27,37,39,41,48,60,71,74,88,98,101,116,93,78,72,113,99,83,51,68,98,136,""
04,127,104,90,72,65,87,223,270,238,250,270,265,243,231,201,113,64,83,31,41,41,40,24,20,""
05,20,25,30,25,28,30,124,166,173,188,224,195,174,183,149,112,16,32,38,32,31,20,27,23,""
06,14,13,24,23,28,38,120,170,176,168,185,169,163,158,144,101,27,36,33,29,26,30,25,30,""
07,21,13,27,40,34,35,114,125,150,168,173,180,138,150,133,99,39,42,30,30,31,21,21,24,""
08,22,22,24,23,32,27,100,123,137,136,131,121,120,119,121,132,93,50,27,29,20,16,25,18,""
09,22,14,22,19,21,21,28,21,72,165,156,170,143,130,141,30,36,29,31,22,63,64,41,26,""
10,22,15,33,61,50,70,121,105,126,165,119,147,136,117,94,63,27,30,32,29,27,14,35,14,""
11,18,13,12,14,23,29,101,121,109,149,166,132,139,115,106,53,33,47,32,24,26,23,26,20,""
12,14,12,22,22,28,33,102,145,137,150,162,157,156,155,115,85,101,113,174,116,114,106,81,75,""
13,41,45,32,43,52,53,103,81,148,150,151,157,159,115,125,78,17,32,27,27,33,17,9,7,""
14,9,10,6,8,14,22,59,76,92,101,97,108,95,84,73,59,43,46,41,42,136,78,42,30,""
15,25,23,31,36,13,15,25,29,72,100,92,100,85,73,74,55,28,80,149,49,190,59,45,47,""
16,22,26,22,27,32,36,54,88,87,120,123,108,94,102,87,82,106,82,23,14,13,26,12,8,""
17,11,14,13,11,7,28,31,96,105,114,103,125,94,115,90,61,90,65,75,69,58,55,96,71,""
18,32,8,17,14,12,21,58,104,130,134,138,141,111,89,96,68,94,106,78,44,57,54,54,49,""
19,27,13,8,14,19,19,72,73,91,103,113,111,88,76,77,90,114,58,112,112,94,84,95,79,""
20,41,23,19,34,37,44,71,80,105,90,101,97,89,82,72,56,71,80,70,98,101,92,67,103,""
21,75,18,18,22,32,49,81,140,143,135,141,157,98,93,90,49,47,51,56,104,106,32,57,61,""
22,33,17,17,24,32,36,51,122,158,167,165,162,125,107,133,119,103,108,117,74,80,52,86,72,""
23,36,28,24,23,31,32,26,32,136,152,169,162,146,170,145,124,131,123,85,99,80,103,77,34,""
24,14,18,11,27,25,38,79,104,109,152,157,151,138,130,115,54,30,38,34,45,39,29,35,34,""
25,15,28,17,33,20,34,116,140,167,154,177,158,150,154,125,50,122,98,146,40,30,34,31,21,""
26,16,18,26,33,50,46,143,134,141,124,122,97,111,96,98,97,109,129,133,120,86,29,27,14,""
27,16,17,14,15,29,30,90,118,115,132,102,100,89,98,98,90,36,48,30,38,33,31,23,15,""
28,25,17,16,22,21,21,19,101,115,118,101,96,102,62,19,24,35,24,29,28,25,25,18,12,""
29,14,14,15,16,22,26,37,43,103,123,106,111,107,79,89,88,127,65,69,62,68,60,149,47,""
30,17,10,34,52,48,44,63,87,105,112,120,108,83,68,88,67,93,48,31,29,26,22,13,11,""
31,13,10,13,11,18,17,52,85,99,126,95,100,95,70,77,52,49,40,39,66,64,99,44,-1,""
[E]nVah{{`zI}le,"z'gl}"
