Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,26,41,53,57,59,65,53,53,54,70,59,80,92,55,66,75,35,39,29,20,26,21,25,31,""
2,42,40,48,51,55,54,54,57,37,55,62,85,91,80,62,55,48,42,30,30,25,34,29,39,""
3,44,59,48,55,63,70,68,58,60,66,100,103,108,106,109,113,86,66,67,54,63,46,49,100,""
4,126,147,163,148,121,124,130,89,72,98,189,170,142,102,100,58,49,30,31,17,35,31,28,25,""
5,46,33,60,47,56,78,58,41,60,51,58,62,46,45,56,43,27,60,20,20,22,21,20,34,""
6,32,28,44,59,52,56,52,60,50,52,61,62,53,63,64,35,23,21,19,15,19,22,22,24,""
7,28,28,44,45,52,60,56,46,51,49,52,64,54,54,50,35,30,14,22,21,12,19,30,23,""
8,27,35,38,49,34,40,47,46,52,65,52,46,38,55,39,40,31,15,19,19,27,20,29,20,""
9,19,30,37,55,50,41,41,41,37,48,54,49,68,46,34,27,20,18,12,16,15,19,21,22,""
10,26,42,42,53,45,40,38,39,47,45,42,46,56,54,40,27,28,19,16,17,16,24,28,28,""
11,26,36,41,47,43,33,39,43,40,47,49,58,44,42,40,27,25,22,18,16,16,22,28,24,""
12,29,20,31,49,38,48,37,54,35,79,66,52,64,56,43,36,24,17,20,20,13,15,26,25,""
13,18,37,46,48,53,50,41,37,41,40,45,45,46,45,40,24,28,15,9,25,19,26,20,26,""
14,25,23,26,33,44,41,43,42,48,38,53,54,58,52,31,18,14,10,18,14,19,21,26,28,""
15,25,41,44,65,46,61,56,50,40,35,50,54,48,42,48,38,27,20,15,15,16,22,21,25,""
16,15,33,41,44,60,42,54,49,43,41,47,64,50,49,45,33,22,14,21,15,14,15,25,32,""
17,30,31,55,57,52,39,57,38,46,32,46,55,54,58,63,26,27,22,11,10,17,24,18,26,""
18,29,27,25,47,51,41,36,40,43,43,46,54,48,40,51,43,13,15,15,16,13,15,18,26,""
19,21,36,40,38,45,53,40,32,54,48,64,64,35,56,43,28,32,10,19,11,23,25,21,23,""
20,23,30,35,34,47,55,58,49,37,53,41,32,60,49,44,33,23,17,19,13,17,30,25,25,""
21,18,31,43,42,49,48,46,55,55,50,50,41,53,40,36,46,17,17,20,20,9,14,11,23,""
22,18,17,25,39,30,37,34,31,31,29,36,64,42,59,51,25,26,18,19,16,18,20,19,26,""
23,34,32,43,58,59,56,54,51,56,39,55,59,69,36,47,26,21,17,19,15,16,14,17,12,""
24,22,16,20,33,37,37,41,42,25,20,26,29,36,32,27,30,17,12,13,10,4,11,13,12,""
25,22,16,20,24,33,23,24,38,28,21,35,17,31,22,20,18,8,12,18,10,11,9,15,17,""
26,16,12,36,26,34,31,44,30,35,18,34,32,15,26,22,23,19,14,7,9,7,8,16,20,""
27,16,23,24,26,22,27,46,38,40,30,30,31,25,31,25,23,11,8,13,8,7,15,17,16,""
28,10,16,20,34,41,35,31,41,41,34,36,25,53,30,25,17,23,14,9,9,6,16,23,15,""
29,28,17,22,36,27,35,32,25,42,38,35,30,26,18,17,16,5,17,12,13,8,18,22,9,""
30,20,25,27,27,42,30,29,26,33,34,42,33,39,24,22,18,17,19,7,10,15,17,20,22,""
31,20,18,30,35,34,36,34,38,37,38,40,48,32,30,21,18,14,11,11,11,20,23,18,20,""
