jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,35,41,39,63,63,57,53,45,44,40,31,26,25,21,21,20,14,20,18,28,33,34,31,39,""
02,65,59,63,77,72,63,72,59,26,29,26,24,42,34,24,33,24,17,16,16,25,37,34,36,""
03,47,62,58,83,69,74,69,40,51,47,49,57,62,79,73,54,51,36,31,33,52,60,57,77,""
04,109,117,114,141,173,163,167,94,61,48,48,65,66,56,54,32,31,24,29,29,37,26,29,29,""
05,44,60,54,62,64,64,72,74,51,53,47,46,56,51,40,32,16,24,29,26,35,48,43,46,""
06,48,55,61,54,60,69,56,47,40,37,31,39,44,35,30,24,20,20,19,24,27,24,35,35,""
07,57,55,54,69,59,60,70,39,43,35,37,36,28,37,40,36,28,17,18,25,34,44,31,31,""
08,51,55,64,61,80,77,62,52,50,47,25,32,35,30,53,30,40,38,31,30,36,50,43,43,""
09,42,63,65,60,65,58,55,42,70,56,40,43,31,49,27,31,22,29,21,25,31,41,44,55,""
10,63,71,77,75,75,78,61,39,40,37,43,37,42,39,42,27,19,21,23,16,38,41,41,43,""
11,63,66,70,69,65,67,47,35,50,36,51,44,45,52,35,34,19,20,22,24,34,44,40,42,""
12,38,46,58,62,62,65,38,40,30,35,39,40,29,36,32,23,19,23,22,13,26,25,39,34,""
13,45,62,64,67,73,56,50,41,44,38,39,47,37,35,26,25,18,14,16,31,29,45,50,37,""
14,53,67,57,70,57,59,43,21,40,36,43,35,30,32,26,23,22,19,17,20,18,27,34,39,""
15,43,48,59,92,52,48,61,52,41,32,29,28,30,14,21,19,14,16,19,18,19,26,44,32,""
16,34,70,83,78,75,65,49,44,44,26,26,33,45,35,34,27,19,18,25,25,26,33,30,42,""
17,53,46,62,63,70,53,41,40,44,35,37,30,28,33,24,20,21,22,18,33,33,39,38,47,""
18,58,69,59,56,74,64,54,41,42,42,35,35,40,44,33,22,22,17,29,23,30,25,23,36,""
19,52,49,73,56,44,47,44,36,37,38,34,36,36,25,22,23,19,19,15,18,20,33,30,36,""
20,44,68,51,73,65,55,39,40,38,39,42,35,39,31,25,21,21,14,17,12,24,21,21,26,""
21,40,65,55,70,70,45,48,34,39,43,35,29,32,31,25,21,14,12,22,28,23,34,43,25,""
22,44,46,51,54,55,47,39,33,34,25,14,18,30,13,16,24,16,17,13,27,28,31,31,21,""
23,44,47,45,52,49,47,44,30,29,24,15,18,24,19,18,20,10,17,14,23,31,26,31,28,""
24,50,53,48,41,54,43,45,47,46,33,45,32,32,30,27,25,8,15,22,20,23,26,30,32,""
25,52,48,57,52,56,47,43,46,45,43,49,42,30,26,29,23,17,19,21,20,24,39,28,46,""
26,54,53,60,51,56,34,37,38,51,38,38,36,41,30,23,22,26,17,23,24,24,31,40,38,""
27,48,52,59,57,61,59,40,42,42,42,36,37,32,32,30,20,16,20,17,20,26,31,26,31,""
28,50,54,49,51,68,55,48,45,44,43,33,34,23,29,19,19,18,17,15,12,21,29,39,39,""
29,50,54,53,58,66,41,42,30,33,24,24,28,25,19,19,14,16,17,22,12,25,32,48,49,""
30,43,57,57,54,57,49,40,38,33,35,22,32,25,19,23,22,15,20,11,20,17,35,38,47,""
31,55,53,52,52,54,46,42,32,41,38,29,34,33,27,21,22,19,21,16,20,26,30,33,33,""
