jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,18,20,23,34,23,17,38,23,16,29,16,16,12,27,14,12,10,6,9,6,5,19,15,""
02,25,32,28,26,31,35,22,30,30,35,27,21,15,20,24,23,15,14,8,8,7,10,17,32,""
03,22,35,34,39,49,44,37,48,30,21,17,22,30,26,54,48,33,27,26,22,19,10,24,43,""
04,55,64,60,80,64,70,65,40,33,36,30,31,36,49,30,22,18,11,12,9,14,14,17,17,""
05,16,16,21,25,36,18,23,20,30,26,20,25,20,18,11,10,17,5,4,5,6,4,12,11,""
06,25,20,23,27,29,29,25,25,12,21,17,16,35,12,15,15,10,11,11,6,11,9,9,17,""
07,14,15,30,21,21,23,21,26,26,25,22,17,26,17,13,11,15,14,4,4,8,15,9,13,""
08,20,18,31,24,30,32,19,15,13,19,20,14,20,19,20,8,9,10,7,7,10,17,17,21,""
09,14,19,22,26,33,24,28,26,18,22,22,30,24,13,16,8,8,2,9,12,2,13,17,9,""
10,16,27,23,24,30,25,25,26,20,30,17,21,13,14,14,14,11,6,3,3,6,8,13,21,""
11,11,18,20,23,31,26,35,29,19,24,13,21,22,14,24,15,8,7,3,8,11,5,12,20,""
12,14,19,23,29,30,17,26,36,22,26,8,13,11,16,16,8,14,5,7,6,6,11,2,23,""
13,9,18,24,20,40,36,25,21,21,19,10,16,19,14,10,14,8,2,7,4,8,8,8,14,""
14,21,29,31,28,23,29,22,21,19,18,10,12,23,9,14,11,10,9,11,8,7,11,15,15,""
15,20,26,21,21,20,15,14,22,20,14,16,11,17,25,27,14,8,3,7,7,6,7,12,13,""
16,21,23,17,39,14,24,22,18,15,23,19,10,20,18,22,16,5,11,2,9,9,10,8,21,""
17,18,18,23,32,23,33,20,17,21,12,17,19,16,17,18,15,13,9,7,9,12,11,14,24,""
18,23,30,26,23,24,29,39,19,18,23,23,20,22,23,13,15,8,9,5,4,4,9,8,10,""
19,17,27,35,25,32,25,30,31,23,29,27,21,22,17,18,21,6,1,6,5,3,14,20,15,""
20,26,33,28,17,28,21,32,22,28,20,18,21,24,12,15,13,6,11,8,6,3,11,15,13,""
21,12,26,19,29,30,20,24,9,22,16,17,17,17,17,13,12,9,9,4,7,11,15,16,17,""
22,18,28,16,31,22,29,25,14,24,25,11,13,19,25,14,7,16,5,6,7,4,8,12,14,""
23,24,19,15,27,30,34,29,16,25,18,20,19,21,12,15,9,11,7,5,5,9,5,9,14,""
24,19,17,22,30,25,14,25,22,19,21,18,21,15,14,14,13,17,3,6,5,7,10,13,12,""
25,11,19,23,34,23,30,27,21,22,17,11,16,17,10,20,7,6,8,7,9,5,11,14,12,""
26,26,29,26,25,32,31,26,17,14,16,19,18,17,18,22,7,11,11,5,8,5,5,7,17,""
27,24,36,30,23,22,27,14,18,19,12,21,19,12,25,12,20,7,5,8,11,11,7,8,20,""
28,16,25,28,29,24,22,21,26,17,18,21,17,19,12,8,11,9,7,6,4,9,8,14,22,""
29,28,24,36,35,30,35,25,24,27,18,19,16,13,10,15,8,4,5,9,13,5,5,11,17,""
30,24,27,25,32,24,22,17,21,15,20,20,16,24,18,7,8,8,3,5,5,7,11,10,25,""
31,26,16,30,25,24,33,24,24,17,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
