jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,137,143,25,2,53,142,134,89,106,112,158,107,101,84,64,26,24,32,59,31,74,52,78,99,""
02,114,93,2,1,42,119,122,122,120,113,121,134,94,87,74,54,51,29,31,58,45,68,79,101,""
03,114,124,1,1,103,99,105,100,79,99,103,129,160,150,115,76,80,64,50,77,65,77,43,69,""
04,83,68,2,0,17,27,18,52,29,25,40,83,51,45,22,38,11,10,1,9,14,19,17,19,""
05,22,7,0,0,29,22,27,20,30,17,25,28,25,23,18,16,7,16,13,10,18,18,27,33,""
06,30,7,21,4,16,26,32,22,46,23,30,23,20,32,10,16,2,5,11,11,7,7,22,16,""
07,26,10,0,0,22,34,36,27,22,23,13,25,31,29,17,7,4,5,23,6,5,13,16,18,""
08,19,8,0,0,8,33,28,24,15,12,20,37,17,45,16,7,13,7,6,12,9,19,20,24,""
09,22,20,0,0,8,37,38,21,21,25,23,27,21,12,16,10,5,3,4,13,19,20,11,22,""
10,31,27,0,2,33,25,23,18,24,14,27,18,16,13,5,8,4,5,12,11,14,12,18,13,""
11,23,29,0,1,23,25,23,21,24,14,16,37,19,19,17,8,15,1,5,6,9,12,28,31,""
12,26,14,0,0,40,39,32,33,21,18,30,16,26,19,13,7,12,7,13,12,12,8,17,27,""
13,24,13,0,1,28,45,37,21,26,23,27,28,28,33,18,5,5,12,5,7,24,23,31,20,""
14,30,6,3,0,24,37,41,35,21,22,21,26,27,19,12,8,4,12,6,48,20,28,23,25,""
15,16,17,2,1,12,55,33,36,22,9,31,37,31,20,13,9,9,10,10,14,11,22,25,21,""
16,21,27,1,0,17,28,34,30,26,19,21,34,21,13,12,5,8,8,12,13,10,13,14,21,""
17,27,35,0,0,34,31,29,31,21,19,47,23,16,9,15,4,5,4,3,11,11,14,14,15,""
18,19,16,0,0,24,35,22,18,22,18,14,14,24,45,7,11,0,11,6,8,8,15,23,15,""
19,18,5,3,0,22,24,29,23,18,25,20,26,14,15,10,29,7,5,8,7,16,8,25,21,""
20,18,9,0,0,27,34,23,29,24,21,18,18,43,19,13,10,5,7,5,7,14,20,23,22,""
21,14,10,0,0,16,24,25,15,26,21,19,20,23,17,6,6,7,5,5,8,9,13,7,10,""
22,19,13,0,1,2,17,11,10,10,18,21,10,16,12,5,4,2,5,7,4,8,13,12,7,""
23,13,19,0,0,7,16,20,12,12,17,13,8,5,5,5,3,14,2,10,6,14,12,-1,-1,""
24,17,18,2,0,11,17,29,12,15,15,13,6,10,21,10,1,1,5,5,4,10,8,8,13,""
25,15,6,0,0,15,8,14,7,12,8,5,18,12,15,15,12,10,4,3,14,6,13,16,8,""
26,14,7,0,0,23,14,10,20,18,22,26,22,12,21,3,4,6,2,5,7,8,13,20,19,""
27,13,4,0,0,10,14,23,20,27,30,11,23,12,10,5,5,7,5,3,4,7,14,10,11,""
28,23,7,0,0,14,26,25,20,14,19,15,21,17,9,6,7,3,7,4,12,10,8,17,13,""
29,16,3,0,0,14,15,14,20,4,11,13,21,7,6,3,3,5,6,5,8,6,4,14,18,""
30,19,21,0,0,12,32,14,27,23,12,19,20,15,13,6,4,0,5,6,8,4,8,14,17,""
31,23,14,0,0,12,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
