nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,19,12,13,15,16,13,13,14,12,10,8,5,9,9,5,2,0,6,7,7,9,12,9,8,""
02,18,11,12,19,15,10,14,11,12,7,11,11,15,4,5,4,3,6,7,4,15,17,17,10,""
03,15,13,17,13,20,22,15,11,9,9,14,7,6,6,7,4,2,4,8,9,8,7,18,13,""
04,22,12,12,14,16,16,9,11,7,15,12,7,9,8,6,5,2,4,8,12,17,13,20,8,""
05,15,13,10,8,14,17,17,9,6,6,10,8,3,5,6,7,6,4,6,5,9,13,12,13,""
06,7,10,19,16,8,21,8,10,5,9,16,11,3,11,3,5,2,6,6,18,12,17,12,14,""
07,13,11,12,9,6,10,10,6,9,14,13,5,9,6,3,5,7,6,4,7,8,16,16,6,""
08,10,14,19,17,15,10,10,12,9,11,6,8,8,8,2,4,6,4,7,10,10,13,13,20,""
09,13,9,19,12,14,13,11,13,14,13,4,7,4,11,5,3,3,11,8,10,15,15,8,13,""
10,13,16,14,13,12,7,5,10,8,7,10,6,6,6,5,6,7,6,13,6,14,16,10,10,""
11,9,15,16,16,10,16,5,13,14,7,8,9,5,5,6,5,1,2,8,15,14,12,11,8,""
12,9,18,10,13,19,18,15,10,8,4,10,11,6,4,9,5,5,6,8,9,10,17,13,19,""
13,13,21,18,14,20,12,13,12,13,13,12,6,10,4,7,4,7,3,7,7,18,11,13,13,""
14,11,13,15,13,14,22,10,15,8,11,0,7,6,3,2,7,2,4,10,10,16,15,10,17,""
15,15,13,10,16,12,9,13,16,12,16,7,9,10,9,2,6,5,10,10,6,8,6,8,9,""
16,11,15,16,10,20,12,16,15,10,10,12,6,6,8,10,2,4,7,9,9,15,11,15,8,""
17,21,17,12,15,11,16,8,12,12,7,11,11,7,4,4,6,4,1,4,12,10,10,10,9,""
18,6,19,24,9,19,13,18,11,18,6,16,13,6,4,7,7,4,8,5,11,10,13,11,2,""
19,19,17,22,15,12,14,12,14,16,11,11,8,4,8,4,3,6,11,11,9,12,9,13,5,""
20,7,15,13,17,10,26,9,16,12,20,8,7,5,6,6,6,3,5,5,11,10,12,10,12,""
21,18,16,16,29,11,14,18,17,16,15,15,13,10,7,6,6,9,8,12,8,10,16,10,9,""
22,11,11,9,14,18,21,16,16,19,14,16,4,9,12,1,5,6,6,8,8,9,12,8,16,""
23,13,20,22,14,16,16,15,13,17,8,11,11,11,3,7,3,7,9,9,13,12,8,17,9,""
24,20,13,23,18,21,21,17,13,9,9,12,10,6,7,5,5,6,12,7,18,15,8,10,10,""
25,11,12,10,18,21,12,11,13,9,14,10,8,10,4,7,8,10,8,12,13,13,8,12,17,""
26,23,21,18,15,17,10,18,15,13,12,12,8,7,9,4,7,6,10,5,8,13,13,21,16,""
27,15,13,21,14,14,22,18,13,7,11,10,10,5,10,4,7,4,12,7,7,13,12,17,16,""
28,16,20,21,18,11,13,14,19,13,10,15,9,10,5,5,5,2,11,3,12,10,13,18,24,""
29,16,18,23,14,14,12,20,15,14,10,11,9,7,3,4,6,6,7,9,9,20,25,12,16,""
30,11,21,8,15,15,19,14,12,13,12,12,8,6,5,7,4,11,3,6,14,13,22,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
