nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,31,60,60,93,124,170,168,145,169,230,256,249,244,227,207,221,181,148,111,81,87,63,48,26,""
02,25,40,63,89,144,167,157,162,187,229,250,200,222,212,215,208,165,132,118,108,88,76,61,45,""
03,28,45,60,86,93,143,148,151,184,223,271,272,212,200,217,242,141,147,114,112,90,71,54,27,""
04,33,27,65,94,147,165,196,162,205,251,253,251,194,200,177,195,148,132,100,93,87,60,57,45,""
05,25,48,57,96,133,192,168,171,209,247,239,257,233,215,193,191,137,141,113,106,86,61,47,41,""
06,20,42,53,96,135,164,168,164,183,237,266,239,218,163,196,190,145,108,94,92,81,57,49,50,""
07,31,28,48,105,114,136,136,132,169,228,214,211,211,215,214,164,148,150,140,94,97,44,42,33,""
08,34,32,53,90,119,167,179,126,130,212,256,241,254,233,178,188,181,144,108,95,103,92,67,39,""
09,40,47,81,99,126,132,160,142,186,260,242,259,243,219,160,192,180,164,113,97,83,49,50,47,""
10,32,32,58,75,110,124,165,131,154,243,254,233,217,245,199,203,172,113,90,81,79,57,59,32,""
11,19,32,40,74,131,152,130,143,150,204,233,230,175,210,184,183,128,123,95,83,79,67,54,36,""
12,21,22,45,65,121,137,144,129,142,160,203,199,201,182,180,126,78,90,62,79,93,73,48,40,""
13,14,22,45,67,87,149,159,143,140,216,222,256,221,223,183,211,156,144,120,89,98,54,54,27,""
14,34,34,50,66,115,121,138,129,163,225,274,224,206,166,198,172,157,114,97,64,77,57,45,42,""
15,29,24,40,74,92,141,157,124,160,200,207,177,206,164,143,172,156,127,110,100,89,51,53,28,""
16,30,36,46,73,100,131,136,115,169,219,242,236,189,197,197,234,180,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,8,69,114,109,112,125,148,183,222,255,188,197,208,195,188,131,118,111,84,60,41,33,""
18,24,23,55,82,106,146,132,107,165,185,247,237,185,201,197,181,180,110,108,94,64,61,36,41,""
19,30,27,48,59,106,136,103,121,121,169,236,223,220,217,238,180,213,137,121,102,103,38,48,43,""
20,24,22,29,50,74,104,129,119,128,230,267,251,240,253,252,226,192,129,113,87,74,52,50,27,""
21,44,35,63,66,104,134,109,112,138,182,227,269,246,238,268,240,164,153,105,82,60,57,42,38,""
22,31,31,51,61,109,145,172,145,162,207,201,181,235,214,220,205,151,140,118,109,98,78,51,37,""
23,24,41,42,68,107,112,142,115,131,202,267,196,201,230,204,192,171,104,70,95,71,62,33,39,""
24,26,23,49,68,105,134,145,134,163,170,235,219,211,227,184,186,174,107,94,74,63,64,40,46,""
25,32,29,39,66,106,131,123,121,142,176,213,204,217,241,222,238,177,154,145,116,80,71,47,46,""
26,22,29,42,49,96,116,128,146,151,162,189,175,199,217,226,163,138,125,118,79,71,56,45,27,""
27,13,31,42,67,111,141,137,145,141,178,202,189,177,204,181,164,129,126,82,84,81,55,36,31,""
28,14,21,41,76,77,110,134,142,204,214,219,198,206,232,201,208,130,121,84,84,76,33,34,33,""
29,18,25,41,65,103,153,153,143,160,186,209,225,214,243,202,205,162,151,113,105,80,85,43,17,""
30,28,30,85,70,101,122,97,130,160,167,186,215,191,193,169,177,134,96,116,86,90,70,54,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
