nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,22,14,21,16,22,18,7,15,15,16,12,16,7,12,7,8,11,10,11,11,14,25,16,""
02,13,12,23,11,17,28,23,20,15,28,18,-1,18,6,11,13,8,7,4,7,18,16,15,9,""
03,9,13,12,13,12,12,19,10,8,10,11,13,10,11,7,5,8,2,5,13,15,11,17,16,""
04,16,11,17,18,9,20,7,11,11,11,10,11,10,12,10,9,13,3,5,13,9,10,21,28,""
05,13,17,9,16,22,11,11,7,8,12,25,12,13,7,12,11,12,12,10,18,21,18,21,19,""
06,19,13,9,12,10,19,18,14,12,16,15,15,14,10,3,1,2,4,6,6,12,17,17,14,""
07,17,15,15,12,17,13,7,11,12,10,12,17,12,3,0,0,0,0,6,13,15,13,15,13,""
08,16,12,11,8,14,15,15,12,16,18,21,2,-1,-1,-1,8,7,7,10,10,10,21,13,13,""
09,17,16,11,14,15,15,13,9,9,18,12,21,9,7,16,9,11,12,11,7,8,19,17,18,""
10,15,17,18,11,24,20,14,12,13,15,11,15,19,13,9,10,12,25,5,9,11,18,16,16,""
11,11,16,11,16,16,13,10,10,8,14,15,11,15,10,4,10,5,9,7,11,22,12,20,17,""
12,16,6,11,9,15,17,22,21,15,18,25,24,14,9,13,11,6,7,13,12,14,11,13,11,""
13,21,11,17,16,12,16,19,20,15,12,11,15,13,11,20,13,10,8,10,13,15,11,21,17,""
14,20,15,11,17,15,14,16,11,9,8,20,14,21,9,9,14,11,11,11,9,11,16,10,17,""
15,12,12,15,16,11,13,12,19,6,10,17,13,18,15,11,13,13,10,7,11,12,12,21,15,""
16,21,9,9,14,12,19,12,19,13,14,20,7,15,16,8,11,10,2,11,9,16,13,19,16,""
17,12,9,8,18,24,15,24,18,11,13,11,9,15,8,13,8,8,7,7,11,17,17,17,14,""
18,13,9,15,16,15,22,15,14,10,11,9,18,5,15,10,12,13,6,11,10,10,12,19,18,""
19,18,17,10,8,34,28,16,12,24,15,20,20,13,13,15,3,10,10,9,10,6,13,14,11,""
20,11,10,7,14,19,21,12,17,19,10,20,21,14,11,15,6,7,11,10,14,20,17,19,8,""
21,13,8,19,23,14,8,22,17,14,16,18,23,16,17,10,6,6,4,9,5,6,14,14,14,""
22,7,8,5,7,5,17,10,5,15,16,19,25,22,11,11,10,5,5,11,9,10,11,6,21,""
23,10,13,20,6,6,7,25,18,16,8,13,8,14,18,8,7,5,-1,-1,-1,5,13,9,14,""
24,9,11,12,12,11,11,15,9,16,9,7,15,13,12,7,8,4,6,4,7,7,7,11,16,""
25,14,10,12,13,20,14,19,12,10,13,10,8,1,1,0,1,0,10,0,1,1,15,18,12,""
26,19,6,9,11,21,11,16,14,12,12,9,14,19,19,18,10,8,3,8,10,16,26,13,15,""
27,21,16,25,16,16,14,8,12,6,7,20,17,11,14,7,8,5,2,5,3,1,3,8,11,""
28,6,12,9,6,10,8,15,11,11,9,5,7,9,7,8,1,4,2,3,8,11,6,12,13,""
29,12,17,15,10,11,14,13,8,10,12,13,13,11,9,13,11,7,6,3,10,10,8,17,14,""
30,17,16,10,16,9,16,13,8,5,6,10,17,22,14,13,19,4,3,12,11,12,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]fjf,"pkhIndh`e'jfd"
