nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,009,011,014,018,013,018,014,013,020,007,013,016,009,014,016,014,008,010,010,007,015,008,010,013
02,007,003,009,014,018,015,012,013,016,020,010,013,008,007,012,007,008,009,011,013,012,013,011,008
03,011,006,009,017,013,014,010,015,017,017,018,011,018,009,013,009,008,010,010,014,010,014,010,008
04,008,013,012,011,013,025,019,013,014,013,019,017,016,000,010,006,011,011,006,014,010,009,013,010
05,005,014,009,024,023,017,014,015,009,008,010,010,010,012,002,011,006,009,015,009,006,013,008,006
06,006,013,019,012,020,021,014,009,011,005,014,006,010,010,015,011,013,009,011,009,017,014,003,010
07,013,011,012,012,009,018,013,015,008,014,012,012,010,007,007,006,009,017,014,006,009,009,012,015
08,017,010,010,011,020,012,009,013,014,014,010,006,014,010,009,014,004,005,007,008,010,008,008,009
09,006,012,009,014,012,008,000,007,010,009,010,010,012,011,011,013,009,011,004,015,014,006,006,006
10,008,008,011,013,013,010,009,008,012,008,012,006,012,012,004,004,003,006,009,005,013,008,004,008
11,006,011,011,013,014,010,009,008,012,004,010,011,012,009,010,004,006,007,012,010,008,011,007,007
12,003,012,004,013,012,017,013,007,003,009,009,009,011,005,008,005,011,009,006,011,007,006,003,009
13,008,012,014,013,011,014,008,010,012,013,013,019,013,011,015,003,014,005,008,011,012,010,009,008
14,006,007,011,014,006,005,013,013,007,011,009,009,006,012,005,005,006,009,011,005,008,006,007,014
15,007,008,016,015,020,010,012,016,010,013,011,021,006,011,007,011,008,012,013,012,014,014,009,008
16,009,013,022,012,021,010,023,004,008,016,014,012,011,006,009,007,010,007,007,012,006,003,004,006
17,010,009,015,012,014,009,009,012,012,010,012,013,018,013,014,008,013,011,008,000,007,009,007,009
18,006,011,010,016,011,022,010,009,014,006,010,011,009,014,010,008,007,011,005,005,006,006,008,008
19,005,013,016,014,020,014,021,015,018,014,008,011,013,014,013,008,010,008,007,012,005,013,006,011
20,010,011,009,021,017,019,017,015,013,016,012,010,010,014,010,004,005,006,008,010,008,016,012,008
21,009,010,011,012,023,012,019,012,009,010,019,009,007,011,008,008,007,010,006,017,009,015,007,006
22,012,008,007,022,021,022,014,015,016,010,012,013,008,010,011,008,012,011,007,009,005,008,005,012
23,007,014,010,016,015,019,010,014,014,006,013,010,005,011,005,007,005,009,011,011,010,007,006,003
24,011,008,008,000,000,017,009,000,018,011,010,012,012,019,009,005,007,006,006,011,006,011,009,006
25,008,011,010,014,007,008,012,006,006,013,013,010,008,002,008,009,009,009,007,010,014,008,006,007
26,004,005,007,018,015,019,017,015,013,010,019,016,014,016,007,011,003,005,011,010,009,010,008,007
27,011,011,014,022,015,010,014,014,016,015,016,011,009,010,011,008,004,009,015,010,009,009,007,017
28,010,012,000,022,000,000,016,019,009,014,009,022,009,014,004,008,012,007,006,014,015,013,004,005
29,012,012,004,013,022,018,009,014,011,014,008,011,011,012,009,009,013,010,009,003,007,013,008,012
30,011,014,011,021,011,013,016,015,019,009,020,013,016,013,011,004,007,007,011,010,008,007,003,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
