nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,52,52,64,68,57,70,51,43,59,82,47,39,44,56,61,33,31,41,45,39,36,30,42,32,""
02,32,42,50,62,55,70,57,64,75,71,44,46,52,47,55,50,118,69,40,38,170,213,42,62,""
03,40,48,84,79,78,102,111,78,54,63,57,58,62,59,60,57,77,49,32,33,30,37,40,43,""
04,38,39,40,41,53,46,58,55,60,70,65,0,58,50,50,54,50,64,106,62,69,40,58,60,""
05,56,60,53,57,62,58,67,53,58,59,60,50,45,44,51,48,31,72,41,51,0,35,37,50,""
06,37,34,32,40,39,54,65,56,57,68,51,56,48,61,36,50,64,40,38,58,60,58,53,66,""
07,68,60,78,69,54,77,63,60,51,34,50,34,49,40,48,43,50,53,68,58,63,52,60,62,""
08,66,64,68,48,61,59,47,57,61,66,64,63,56,45,50,44,43,46,46,54,53,49,51,47,""
09,66,58,50,66,77,58,39,58,68,63,58,57,63,56,49,39,42,47,33,70,61,54,46,51,""
10,52,53,52,67,55,66,59,65,52,45,56,51,62,50,38,52,48,45,47,63,47,61,59,50,""
11,67,56,62,73,74,91,78,39,45,53,60,45,45,55,53,42,29,42,64,42,52,50,61,67,""
12,65,59,64,59,55,58,54,42,64,62,50,69,53,45,48,52,53,68,70,62,62,49,62,69,""
13,71,64,77,60,54,71,55,52,51,50,53,63,64,47,50,45,48,126,118,48,55,54,50,63,""
14,39,45,36,50,100,369,44,10,69,68,209,42,36,46,40,59,37,54,47,45,60,48,59,66,""
15,66,54,39,69,61,48,50,39,26,37,31,30,20,23,21,24,24,28,45,43,65,38,50,58,""
16,45,54,66,57,57,68,77,55,50,63,43,49,47,57,47,60,44,47,46,50,51,56,57,41,""
17,49,44,46,48,63,53,45,47,65,42,57,45,48,52,48,46,48,58,42,55,77,38,36,54,""
18,54,49,66,56,60,81,60,66,33,26,47,39,40,45,38,108,28,35,42,35,33,27,34,40,""
19,84,91,100,91,71,103,59,74,73,82,72,67,53,52,39,93,57,116,73,40,39,113,75,147,""
20,54,46,34,49,60,73,73,60,63,66,60,73,67,75,54,105,45,39,37,40,32,33,35,43,""
21,46,44,60,72,69,86,80,92,55,86,70,60,66,68,67,54,50,53,61,53,66,63,64,76,""
22,74,76,70,81,76,115,87,92,61,61,74,76,55,77,54,34,32,59,61,61,71,49,77,60,""
23,75,84,77,86,75,79,85,97,56,73,54,59,60,72,62,53,62,60,47,65,72,62,66,66,""
24,68,87,70,93,78,89,87,90,60,78,70,54,66,60,58,54,53,55,69,75,47,71,73,56,""
25,71,92,79,95,94,93,102,91,75,57,79,88,63,20,37,56,60,51,46,54,58,66,60,65,""
26,83,66,72,69,78,86,82,61,72,64,71,63,65,63,39,61,51,63,64,80,0,74,58,64,""
27,70,80,60,74,63,68,84,81,72,61,51,48,0,56,55,47,57,58,53,51,58,61,73,73,""
28,63,82,79,72,78,77,76,69,69,86,52,74,65,53,67,49,47,40,47,63,61,47,67,76,""
29,68,80,68,62,90,80,90,71,57,57,63,60,61,66,69,58,48,32,38,35,38,37,47,39,""
30,53,47,42,64,53,45,51,40,28,40,37,42,52,52,58,34,42,52,23,22,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
