jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,7,3,4,2,1,6,8,2,5,5,6,5,5,2,8,8,4,7,5,8,4,5,3,3,""
02,2,2,2,1,3,16,32,40,18,20,44,35,37,55,52,53,56,77,72,56,37,30,28,22,""
03,9,11,7,15,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,13,23,14,""
04,16,16,25,17,6,16,9,11,45,10,10,9,7,9,11,13,9,26,22,13,16,22,20,15,""
05,8,7,9,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,""
06,0,0,0,0,28,13,12,9,15,13,18,14,19,16,23,34,34,34,19,30,20,30,18,19,""
07,54,48,40,23,25,25,24,25,45,34,25,30,62,36,29,33,25,21,26,26,17,26,24,10,""
08,38,53,44,44,33,43,88,64,39,28,30,35,51,51,73,68,74,79,88,66,74,55,16,19,""
09,10,4,17,10,14,13,18,21,52,82,68,105,179,99,111,125,197,144,156,109,158,313,245,97,""
10,8,73,69,99,59,106,190,141,364,260,54,55,60,73,53,141,137,67,85,76,90,94,0,0,""
11,0,0,0,0,0,0,0,0,0,36,62,76,77,46,126,78,89,110,118,107,128,146,195,99,""
12,88,60,55,23,31,64,189,239,215,121,134,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,25,143,192,101,176,155,135,106,107,216,168,232,154,212,252,193,211,159,""
14,100,136,93,57,69,43,134,134,208,185,68,117,67,40,68,100,68,125,56,50,135,141,149,110,""
15,96,130,84,73,68,104,269,248,225,193,190,214,289,163,223,201,128,223,238,126,174,269,227,110,""
16,147,139,329,89,136,119,185,151,123,113,154,144,154,129,249,269,248,224,279,260,270,382,312,144,""
17,74,203,99,128,124,69,95,135,177,168,71,197,198,233,234,178,124,114,159,219,205,202,201,108,""
18,110,106,108,69,94,101,255,271,252,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,210,196,154,""
19,122,110,90,86,78,167,272,259,267,147,143,152,160,149,169,244,203,247,192,177,200,239,133,132,""
20,143,114,110,120,108,114,272,290,277,138,128,188,155,183,262,290,269,358,434,331,324,321,279,174,""
21,135,105,111,111,138,141,260,335,286,177,109,127,176,163,105,168,111,119,93,123,62,136,139,155,""
22,101,100,117,93,73,90,176,186,106,90,129,190,220,220,229,176,230,268,323,193,238,318,284,246,""
23,229,376,339,237,151,168,223,200,238,256,227,252,264,244,329,227,284,242,234,298,240,334,292,166,""
24,130,171,152,110,106,158,113,161,337,357,182,165,174,240,271,275,319,318,412,338,364,382,332,111,""
25,126,119,80,63,48,102,354,286,347,87,123,119,217,184,148,105,106,163,171,151,204,173,179,95,""
26,70,61,98,185,168,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,""
31,26,40,46,40,110,410,104,74,69,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]hgm{l~'belbfj`,"bIndh`e'jfd"
