jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,21,41,38,54,48,45,44,49,36,35,42,72,55,50,40,40,21,27,24,22,20,13,25,""
02,25,34,31,36,43,60,47,55,39,41,32,44,37,52,57,45,47,29,22,16,19,21,27,22,""
03,25,32,36,37,49,55,62,56,48,45,39,37,47,52,42,37,38,40,25,22,21,20,23,23,""
04,39,39,39,48,49,66,59,70,73,45,50,39,37,35,39,34,26,29,20,47,13,18,38,43,""
05,46,46,51,62,62,82,89,71,58,59,42,44,61,62,52,35,37,36,26,24,28,23,34,54,""
06,33,48,48,39,67,55,70,65,39,20,19,18,30,29,40,30,36,42,32,64,27,27,21,29,""
07,40,45,65,50,49,55,59,57,38,21,26,20,31,30,26,15,28,21,12,12,16,20,17,18,""
08,89,27,27,87,71,52,48,52,55,47,36,29,37,35,43,27,34,25,15,22,22,23,28,36,""
09,44,40,36,27,36,22,27,28,42,31,35,31,25,35,33,26,32,21,21,10,20,28,34,36,""
10,25,31,41,34,55,43,57,54,55,40,33,26,29,31,40,31,24,30,22,19,24,35,25,34,""
11,46,37,58,54,53,40,52,33,40,27,19,27,26,36,33,39,27,28,15,13,23,24,31,29,""
12,26,34,45,48,48,54,69,46,50,34,21,55,45,33,57,36,35,34,22,23,24,20,36,37,""
13,46,40,42,54,53,65,72,78,35,53,106,30,31,35,34,32,26,30,30,23,19,19,26,31,""
14,43,41,40,55,56,50,64,50,51,39,21,33,33,36,38,29,23,19,20,19,15,19,25,28,""
15,33,40,45,50,43,61,48,42,38,32,21,20,19,30,27,33,17,29,22,25,28,23,23,37,""
16,37,37,61,57,47,58,44,52,49,41,33,31,31,32,36,33,32,27,30,29,21,46,34,38,""
17,56,42,44,49,58,64,50,43,40,45,34,25,32,34,33,40,36,24,23,27,28,15,31,32,""
18,37,27,40,42,43,45,40,41,47,19,34,22,21,30,27,19,19,21,20,19,14,19,31,29,""
19,30,33,28,42,45,44,29,35,24,17,12,12,18,22,30,22,20,16,9,11,10,14,15,8,""
20,27,11,24,32,33,23,28,49,145,84,15,16,14,19,24,24,20,14,12,10,21,14,24,25,""
21,33,42,43,50,46,59,54,34,34,25,22,20,24,19,17,19,15,14,13,12,15,16,22,18,""
22,26,27,36,49,48,36,33,31,27,18,16,27,21,37,30,28,31,22,29,25,23,19,23,20,""
23,36,32,54,63,52,59,43,35,41,20,30,23,21,26,23,19,28,22,27,21,17,15,24,27,""
24,28,42,55,66,60,58,47,26,23,30,18,23,18,26,29,29,33,21,30,21,12,32,23,31,""
25,39,43,63,54,68,75,38,33,27,29,22,14,34,26,31,32,19,26,17,19,13,21,36,36,""
26,27,45,81,74,84,70,61,38,35,25,39,26,27,26,25,32,28,28,11,20,21,20,20,39,""
27,39,58,74,86,83,66,60,54,60,40,30,34,31,25,43,28,28,25,21,11,24,26,18,56,""
28,57,63,80,98,74,76,64,50,44,49,35,19,24,36,20,16,44,28,32,26,19,25,30,49,""
29,40,56,87,110,83,84,64,54,38,17,41,34,24,23,30,32,23,12,28,14,19,20,17,31,""
30,40,59,69,73,72,69,50,37,29,41,29,27,31,18,27,20,34,15,14,14,20,24,24,29,""
31,45,47,56,78,71,66,43,36,34,31,29,27,30,31,28,31,24,25,14,15,8,18,25,36,""
