jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,4,11,13,10,19,11,8,10,7,9,17,18,17,19,25,13,5,7,4,3,8,10,4,""
02,10,8,4,10,13,15,12,6,15,7,14,18,20,17,18,15,13,12,10,11,8,11,8,7,""
03,9,11,11,10,16,14,12,8,9,12,15,30,28,36,25,25,26,26,29,29,22,27,9,18,""
04,12,17,23,26,32,30,29,30,24,33,25,24,22,31,29,36,27,33,18,21,18,13,22,17,""
05,21,19,24,27,32,33,30,33,28,24,34,27,35,31,29,34,25,23,15,16,10,16,11,20,""
06,6,19,29,28,23,25,18,32,26,17,21,18,28,23,29,27,22,22,13,15,9,12,13,23,""
07,16,22,20,31,32,25,24,18,20,24,13,18,21,22,25,22,16,13,14,16,10,20,18,13,""
08,19,19,27,30,29,23,27,25,26,20,20,22,22,20,25,35,27,13,14,13,11,17,16,14,""
09,17,18,21,24,31,32,26,25,28,30,28,21,19,25,31,27,27,20,14,13,15,9,18,14,""
10,15,16,24,25,28,30,27,30,37,22,23,28,26,31,24,33,25,19,19,21,9,9,11,15,""
11,21,23,19,20,31,24,22,37,25,18,15,16,19,27,18,20,19,23,14,22,9,8,12,16,""
12,14,20,19,19,22,32,24,29,21,39,22,26,32,24,31,31,28,21,14,13,20,20,15,18,""
13,8,22,18,26,22,18,31,26,22,17,18,25,18,21,25,26,20,21,7,27,10,13,18,12,""
14,6,19,18,17,25,23,16,21,28,15,15,26,29,30,32,29,17,24,21,22,13,18,19,11,""
15,14,16,18,24,28,33,26,21,16,25,23,33,30,23,29,25,22,17,15,19,9,10,11,15,""
16,9,23,22,31,23,34,24,27,26,38,32,38,41,37,32,42,20,35,32,29,33,35,19,30,""
17,28,28,35,45,44,41,40,47,35,35,27,21,38,33,30,39,27,25,27,25,24,23,22,32,""
18,29,37,23,38,44,42,40,35,26,33,40,25,30,37,36,27,16,29,34,19,17,19,20,25,""
19,21,16,23,29,30,33,22,22,27,20,19,31,26,25,15,27,32,21,19,19,19,16,29,30,""
20,27,30,23,45,45,33,42,46,45,38,39,22,34,31,38,44,25,25,20,19,21,23,30,30,""
21,23,31,41,28,33,38,37,36,33,30,24,18,23,19,32,41,31,20,16,27,18,25,26,25,""
22,25,22,28,45,32,30,45,39,38,32,31,23,30,30,37,34,24,24,18,22,17,20,18,20,""
23,21,35,28,45,38,38,40,44,29,35,25,25,31,33,22,29,27,20,22,13,25,17,25,25,""
24,24,32,35,35,37,37,41,31,21,33,26,23,23,29,21,27,32,23,16,18,23,15,25,23,""
25,25,22,26,32,29,34,22,35,34,33,40,26,25,25,23,31,22,16,16,24,16,11,21,26,""
26,19,29,31,37,39,48,21,28,37,26,32,29,30,39,30,24,24,20,18,18,22,18,10,16,""
27,15,14,31,22,30,28,22,23,27,26,27,15,25,38,34,31,31,21,21,15,19,13,22,49,""
28,41,34,36,35,38,41,40,42,32,22,31,31,28,26,37,28,33,22,24,19,30,20,22,25,""
29,25,31,27,50,59,52,42,30,35,39,19,31,33,29,28,37,30,29,29,26,22,21,21,22,""
30,21,38,44,46,30,34,37,27,32,33,37,19,28,34,30,25,18,22,20,8,26,26,14,23,""
31,26,25,27,38,34,34,32,35,25,26,24,32,26,33,19,30,18,15,14,30,13,17,13,-1,""
