oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,51,51,42,35,50,41,50,50,61,60,46,32,33,27,24,17,30,22,22,26,34,46,35,42
02,49,47,58,50,68,62,60,66,68,54,46,54,47,30,15,28,26,16,17,29,28,45,58,39
03,52,54,47,56,39,51,47,56,52,66,60,47,21,38,43,26,22,23,25,33,35,41,45,42
04,63,72,55,45,57,51,62,53,47,35,41,35,35,22,21,19,11,5,21,23,38,44,45,44
05,61,57,64,53,72,48,55,47,56,54,41,53,27,31,25,17,18,26,26,28,31,37,51,43
06,45,46,54,61,52,40,47,47,48,44,45,33,33,17,17,19,21,11,16,19,36,35,44,41
07,49,60,51,56,45,53,57,46,42,52,36,32,30,26,18,26,15,11,21,23,33,32,42,45
08,43,55,71,47,58,46,51,49,28,38,34,28,29,21,12,22,16,12,19,14,32,37,36,47
09,41,52,46,62,40,33,40,59,44,42,30,31,28,23,14,22,19,9,23,28,30,47,44,44
10,45,51,60,45,39,28,45,42,51,44,41,35,20,23,18,19,14,19,18,36,29,43,51,55
11,55,46,50,51,56,41,57,54,47,39,28,30,22,29,26,13,18,16,20,31,35,37,58,53
12,60,51,61,75,54,40,46,41,37,40,29,40,25,28,17,22,26,17,14,31,34,38,37,44
13,46,48,54,34,50,49,44,55,32,52,47,26,20,25,19,21,21,20,16,16,29,41,44,62
14,53,51,60,62,57,53,54,42,58,45,32,23,15,20,19,17,18,12,18,28,48,28,65,43
15,58,62,60,60,60,56,44,41,38,35,33,30,24,29,16,19,14,11,18,25,40,44,42,46
16,58,54,33,56,56,58,43,51,55,38,38,24,31,18,21,16,8,24,24,29,33,44,49,45
17,43,41,48,43,45,37,42,42,43,38,31,23,18,21,11,7,17,16,20,17,28,50,48,49
18,48,78,65,65,57,46,35,45,43,44,30,23,45,23,16,13,17,15,19,43,32,44,52,44
19,45,54,64,53,54,59,48,72,70,38,38,26,24,17,23,19,23,19,22,32,33,64,45,53
20,61,76,70,64,54,49,70,54,55,48,26,21,25,32,20,17,12,21,26,41,43,51,50,58
21,63,69,94,71,65,46,48,59,52,39,18,29,21,15,20,17,16,13,22,26,38,57,55,56
22,86,80,82,102,71,65,79,64,59,47,44,19,34,23,16,17,12,12,30,34,41,36,47,53
23,71,81,75,84,58,52,54,51,48,58,41,38,33,26,21,18,18,17,20,24,34,50,70,55
24,66,60,60,57,60,46,62,46,41,27,28,26,32,14,10,17,12,20,17,34,47,52,48,40
25,56,90,99,76,67,67,44,46,44,45,37,31,23,25,20,11,20,19,18,29,34,42,42,52
26,52,63,58,83,66,55,58,62,63,56,45,32,35,26,21,15,14,25,23,35,37,56,56,56
27,59,61,73,77,55,57,62,63,45,43,37,19,28,13,21,16,15,16,12,31,49,43,53,41
28,57,45,68,46,36,34,34,41,37,28,26,24,21,15,16,20,16,13,21,24,27,36,28,40
29,49,52,37,43,27,41,34,48,50,35,16,38,22,17,16,22,17,19,19,23,49,48,40,37
30,43,44,51,36,42,37,41,59,40,36,25,18,29,22,17,17,15,13,15,33,32,43,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
