oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,215,223,221,172,169,159,174,152,133,161,140,148,122,152,88,103,100,68,95,99,109,133,175,207
02,212,250,212,198,191,168,189,195,162,152,157,108,114,118,136,118,96,79,63,91,60,98,116,209
03,210,237,218,153,179,173,189,211,143,107,75,84,83,139,83,66,81,97,105,75,84,133,203,194
04,248,224,225,205,192,202,130,134,135,124,111,82,123,133,67,83,41,54,92,61,72,135,154,163
05,201,192,209,194,171,157,149,152,134,123,84,121,98,100,94,88,65,74,92,126,59,151,116,215
06,217,185,192,186,175,146,187,165,173,194,132,99,102,104,78,67,69,42,56,91,113,45,120,182
07,229,226,227,189,156,155,142,144,160,153,90,124,118,102,98,74,62,75,85,46,36,97,104,227
08,202,222,231,183,170,203,168,154,133,121,88,78,97,114,103,85,73,63,93,59,46,126,181,210
09,209,209,235,173,182,131,141,136,120,99,72,74,84,115,97,102,69,50,96,125,84,168,184,178
10,210,229,198,195,166,185,155,156,133,161,90,125,105,91,87,80,83,74,91,114,77,71,127,161
11,245,235,209,186,114,157,192,139,109,137,127,83,99,79,68,78,42,48,79,145,110,60,140,190
12,214,237,184,130,153,173,131,127,137,126,70,105,98,102,103,78,100,68,84,121,140,149,121,197
13,223,222,227,210,182,157,140,122,125,102,125,119,77,85,86,68,69,73,102,113,126,137,172,171
14,235,266,273,235,184,201,185,139,132,92,109,76,68,71,50,50,57,58,68,74,62,94,137,143
15,181,194,208,210,104,169,179,117,104,82,93,98,69,83,65,56,74,77,102,119,146,95,116,192
16,231,223,215,190,205,190,155,148,109,100,123,129,54,45,74,72,70,86,43,95,147,152,132,178
17,218,202,212,192,187,172,163,96,126,92,118,94,81,80,90,64,79,80,106,66,63,166,120,193
18,215,233,199,163,178,187,162,160,130,134,109,114,76,73,76,73,45,52,51,72,101,163,111,178
19,214,210,177,204,145,144,155,120,109,116,74,90,85,44,71,63,69,66,82,75,74,124,142,211
20,216,227,243,177,161,175,167,155,109,91,82,106,110,80,73,89,84,88,93,124,157,173,128,165
21,189,212,209,183,151,190,138,171,125,102,90,81,106,82,68,72,60,48,59,77,91,166,129,199
22,197,176,161,139,155,157,144,101,114,84,88,46,64,72,66,85,65,46,97,104,82,144,156,211
23,248,238,246,153,168,173,170,161,159,112,96,84,66,62,70,12,3,4,2,32,42,0,0,3
24,3,1,0,1,1,0,1,6,3,39,41,44,42,56,29,41,42,52,50,60,60,71,46,67
25,82,90,91,78,69,80,74,71,54,54,69,61,57,63,57,50,51,41,45,60,77,75,58,72
26,81,106,86,96,68,77,85,81,54,52,54,43,31,36,33,44,34,47,54,63,75,89,99,96
27,112,112,112,110,97,92,105,94,99,96,74,65,66,44,57,60,67,73,71,76,93,98,113,102
28,96,90,92,94,100,99,109,107,109,78,83,81,48,77,63,74,68,77,78,82,102,99,86,116
29,117,120,120,107,110,101,101,79,91,82,100,96,81,85,92,71,58,75,104,105,100,105,148,130
30,133,180,172,162,147,149,158,156,136,131,136,127,127,115,104,139,98,48,35,43,50,26,19,62
31,62,56,64,53,55,51,67,43,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
