oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,34,113,236,206,203,179,207,181,166,188,207,197,198,187,127,124,105,115,100,115,106,160,159
02,176,172,202,204,202,198,172,138,135,136,154,154,171,166,141,127,88,77,88,59,63,79,94,136
03,154,179,193,196,188,185,160,217,132,127,137,156,170,183,177,114,106,73,99,73,106,102,180,200
04,221,241,215,214,208,184,175,160,174,190,182,-1,-1,-1,-1,-1,53,49,48,65,89,72,91,162
05,155,159,149,176,170,138,121,115,126,155,133,125,116,-1,111,123,79,143,77,108,80,101,119,163
06,189,174,176,172,151,130,159,149,163,133,138,123,124,105,64,94,69,46,74,117,83,98,164,188
07,237,247,230,204,209,206,158,183,175,151,170,167,143,150,141,96,90,56,94,127,122,122,151,181
08,198,238,286,218,234,187,134,196,157,89,138,163,159,133,111,108,115,112,108,98,130,208,210,236
09,231,254,215,231,230,221,227,201,176,172,191,164,171,149,145,131,86,72,95,122,145,159,211,226
10,233,236,210,266,248,209,212,174,179,171,165,189,153,158,149,111,93,112,110,109,139,160,198,188
11,230,215,214,-1,-1,-1,-1,145,174,192,170,147,156,182,91,108,88,71,96,115,148,189,196,234
12,203,215,225,238,232,197,176,164,180,172,165,139,183,123,131,137,117,94,106,145,142,142,179,213
13,241,202,193,190,193,177,184,163,171,140,179,160,130,158,124,93,92,73,104,123,111,111,188,-1,-1
14,-1,-1,-1,-1,191,181,173,156,17,170,198,172,124,153,163,97,118,62,85,107,130,139,162,177
15,201,176,182,189,194,170,203,193,192,192,158,150,113,105,-1,127,82,80,106,85,121,166,164,208
16,237,277,204,178,205,223,183,-1,100,161,147,147,136,160,131,82,59,54,105,129,142,146,164,171
17,199,238,203,189,189,177,169,174,163,123,128,120,115,125,124,99,75,72,104,99,136,145,168,178
18,199,201,196,188,177,167,183,168,191,152,136,141,143,127,111,102,113,84,103,113,105,143,220,222
19,215,218,204,234,214,202,186,224,151,127,127,110,100,103,97,103,84,65,95,117,108,125,131,149
20,136,188,174,207,187,194,214,166,186,196,147,140,119,117,111,100,81,38,102,85,86,90,146,151
21,158,169,152,195,194,184,187,201,159,131,131,91,111,81,89,69,64,56,81,79,60,80,123,147
22,149,163,178,176,182,169,188,178,154,116,119,111,102,95,103,56,59,45,71,82,72,79,135,164
23,156,190,167,168,164,170,160,169,139,131,111,118,87,92,89,72,54,89,64,65,76,102,104,140
24,158,166,165,-1,-1,-1,0,112,149,141,110,123,138,121,86,96,65,73,94,110,82,100,160,146
25,160,179,174,175,176,177,183,136,137,166,141,114,119,117,115,83,-1,-1,-1,78,67,72,115,122
26,130,108,99,123,108,161,131,107,114,123,120,68,74,94,65,64,42,46,39,53,65,80,89,115
27,112,116,136,96,106,118,108,109,99,118,100,79,96,85,80,56,60,50,58,77,77,84,76,90
28,139,145,132,-1,-1,-1,-1,-1,0,80,93,99,80,74,98,65,58,34,37,56,54,72,101,125
29,101,145,133,122,107,84,93,78,70,112,97,125,90,76,65,64,61,52,77,72,109,120,85,85
30,133,155,161,132,129,124,118,119,113,94,90,121,71,104,59,53,46,42,42,83,100,116,78,110
31,120,126,103,113,103,94,106,65,62,89,88,41,65,85,74,48,57,62,69,-1,-1,-1,-1,-1,-1
[E]hgmpI}lel`z`fg'o0'jf',b
