oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,81,122,100,125,190,190,204,218,239,235,206,235,239,251,235,221,215,218,151,153,112,76,94,79
02,85,91,121,134,188,203,239,254,229,215,256,240,224,207,210,205,232,228,194,178,132,80,61,58
03,58,91,97,117,214,219,254,260,253,218,235,241,189,207,195,200,231,232,173,139,120,82,67,69
04,88,95,138,174,203,227,213,230,238,238,225,242,221,200,242,230,218,204,149,129,103,83,62,75
05,84,95,125,129,169,202,218,196,206,216,214,217,183,169,179,174,187,156,140,118,78,58,58,57
06,63,98,114,148,197,236,243,244,247,245,233,222,242,217,252,264,243,209,189,188,113,102,79,92
07,98,129,133,197,230,252,273,277,292,255,266,263,230,192,208,227,206,222,196,185,136,115,81,99
08,102,115,143,169,231,259,265,254,264,231,240,248,224,232,229,221,213,213,172,137,118,97,84,91
09,91,110,128,139,181,213,246,243,250,226,232,221,223,203,216,202,210,178,177,153,105,91,81,73
10,116,120,138,151,212,218,211,243,243,256,213,227,231,220,242,211,226,205,170,158,124,90,71,71
11,82,84,108,130,220,270,221,243,228,209,194,229,242,185,218,190,185,186,151,144,93,91,103,78
12,77,84,97,138,156,171,213,231,239,254,258,221,198,239,226,208,166,147,177,154,122,108,84,70
13,83,100,123,164,182,239,217,244,273,298,279,223,233,201,220,205,224,199,195,165,129,120,104,115
14,153,125,141,146,227,247,248,259,279,282,272,244,231,201,203,197,196,171,174,161,119,97,94,95
15,106,99,110,164,194,230,255,246,264,263,291,273,229,198,211,217,211,188,183,148,118,119,84,106
16,95,108,133,175,190,210,285,241,256,248,244,280,253,260,220,237,193,180,167,153,97,97,88,80
17,107,131,139,170,199,235,246,253,284,261,323,283,270,263,219,203,200,226,183,145,118,89,85,101
18,104,125,150,159,190,218,267,272,310,282,265,272,253,224,236,196,184,181,141,149,103,92,71,88
19,125,138,156,185,223,215,260,278,232,278,296,206,215,237,242,222,177,178,168,155,113,109,97,87
20,103,135,138,146,222,247,253,246,285,284,269,242,227,270,248,199,232,209,186,166,113,98,81,110
21,118,116,159,146,192,242,245,220,246,246,256,237,201,210,216,213,213,175,176,149,118,86,73,87
22,128,110,136,161,225,248,237,243,275,269,280,263,252,265,272,229,210,195,183,152,125,89,87,76
23,105,125,142,164,190,206,231,235,285,270,261,266,245,226,221,207,240,204,168,147,126,110,102,74
24,98,98,132,153,200,218,240,249,252,254,260,240,244,233,204,178,182,162,166,137,134,85,90,114
25,101,124,149,168,209,222,228,240,240,263,282,254,220,228,263,205,174,190,162,145,124,103,83,81
26,102,100,134,144,210,201,217,236,243,249,268,232,222,234,235,220,226,174,175,135,114,98,85,71
27,82,157,155,170,213,240,247,253,269,264,256,237,255,249,250,232,221,175,149,97,95,87,100,128
28,107,156,157,192,197,237,234,244,291,292,281,257,233,260,251,212,211,193,165,113,100,83,89,78
29,122,134,137,176,173,205,241,223,244,216,242,263,246,256,232,218,200,155,132,113,93,75,-1,70
30,109,124,131,146,164,204,206,244,278,286,287,257,249,269,226,218,212,191,177,129,100,91,81,86
31,83,125,153,155,162,174,198,198,200,251,239,245,251,232,196,203,203,196,174,146,-1,-1,-1,-1,-1
