aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,46,44,48,52,54,41,25,30,30,12,9,13,10,20,17,15,15,9,4,9,8,19,22,20,""
02,25,39,42,46,34,29,23,20,25,17,10,6,19,20,14,18,11,10,9,11,13,10,28,32,""
03,26,26,32,31,37,28,21,26,26,15,12,20,21,24,20,18,11,9,9,7,6,13,18,21,""
04,35,39,31,41,31,31,25,16,17,30,15,17,20,16,23,15,9,12,9,7,9,23,23,26,""
05,20,45,33,30,42,34,29,26,28,18,24,24,17,22,14,14,9,11,12,9,7,19,22,17,""
06,19,28,27,27,37,27,22,18,19,14,13,14,14,14,13,15,14,12,6,18,12,14,23,18,""
07,27,21,32,21,39,34,19,19,18,13,13,16,14,19,16,11,12,7,8,7,9,18,19,34,""
08,35,27,32,28,38,22,20,21,19,21,23,15,14,19,12,19,14,12,6,6,11,14,12,15,""
09,9,31,33,29,27,33,19,28,30,26,18,22,17,29,17,17,11,15,18,13,14,12,23,29,""
10,29,23,31,50,49,39,32,35,26,22,25,8,14,18,13,17,14,12,14,8,17,17,18,23,""
11,30,28,43,43,59,56,44,53,38,23,24,27,24,17,19,19,9,14,15,15,24,22,37,68,""
12,32,46,66,80,100,111,81,91,82,52,67,57,38,33,27,27,26,13,12,18,18,18,19,27,""
13,33,36,35,48,63,45,33,38,45,17,22,20,21,21,14,26,10,12,10,17,13,8,11,15,""
14,24,16,21,47,26,40,30,31,26,22,18,16,9,10,8,8,9,11,11,8,10,6,15,14,""
15,35,25,29,30,27,26,30,28,23,20,11,13,16,13,12,21,23,16,10,10,10,14,17,17,""
16,17,29,23,31,20,23,20,20,22,10,27,16,17,18,15,18,13,10,12,15,18,13,15,7,""
17,10,26,22,26,23,22,20,18,14,12,26,10,11,22,22,20,17,9,11,15,10,11,20,16,""
18,18,22,23,26,35,17,20,22,16,17,19,21,10,22,20,18,12,4,14,14,11,16,12,15,""
19,18,19,33,20,22,30,21,19,17,17,19,15,14,16,13,14,15,12,12,10,22,21,16,15,""
20,19,26,28,25,27,22,19,24,14,12,13,11,15,14,19,20,11,8,12,11,7,9,17,14,""
21,27,27,25,26,15,20,19,21,20,19,13,12,15,16,14,15,11,11,11,8,15,14,12,18,""
22,26,27,41,32,28,23,20,25,20,25,23,12,20,17,8,17,21,9,10,9,7,13,20,17,""
23,22,27,20,25,26,29,23,19,23,21,20,16,20,17,11,10,15,20,6,15,14,14,12,15,""
24,27,28,28,17,19,21,19,17,13,13,9,13,19,24,14,6,7,17,3,9,13,14,14,16,""
25,15,20,24,22,29,18,19,19,19,9,14,13,14,15,18,11,11,15,7,7,17,9,16,16,""
26,17,29,34,33,22,19,21,14,19,9,9,8,11,11,12,4,11,13,6,7,7,11,10,8,""
27,13,17,11,18,13,18,16,17,10,21,18,15,9,12,5,13,12,11,9,8,14,15,21,14,""
28,20,27,17,19,20,24,14,19,26,12,15,14,15,18,22,16,18,8,15,11,10,11,14,14,""
29,28,18,16,17,14,26,19,16,12,13,16,10,10,17,18,15,14,13,6,10,17,11,11,14,""
30,17,8,10,15,26,12,15,20,18,9,7,10,11,14,18,13,14,13,12,6,13,16,9,9,""
31,14,15,22,16,13,20,20,10,13,16,8,18,17,16,13,11,13,9,8,14,15,15,22,-1,""
