aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,11,7,9,15,20,35,60,60,74,56,55,71,61,53,48,50,27,41,33,23,14,8,11,12,""
02,13,11,8,7,22,44,63,53,55,42,56,48,57,51,31,36,42,25,15,19,18,10,11,3,""
03,12,7,13,7,25,35,56,81,63,64,62,73,56,47,60,52,76,51,42,23,29,17,10,12,""
04,7,6,10,9,9,22,27,35,56,52,59,47,41,20,32,31,35,22,13,16,14,13,16,6,""
05,4,3,7,15,7,29,37,39,57,60,75,88,70,49,40,13,1,0,30,32,19,8,14,9,""
06,4,9,9,11,16,27,53,43,43,78,69,81,76,40,50,42,63,35,23,19,9,14,9,9,""
07,13,9,7,13,18,24,30,37,46,64,75,80,71,46,38,49,59,44,31,17,9,2,11,10,""
08,4,9,6,12,22,27,27,39,70,71,82,93,86,57,45,32,28,16,13,11,6,9,4,6,""
09,9,9,13,25,20,17,34,35,51,53,74,80,67,39,45,33,47,41,23,21,14,11,0,2,""
10,8,5,7,11,22,40,56,64,70,74,80,93,83,70,49,50,47,43,36,19,23,14,16,11,""
11,9,6,13,13,27,31,52,59,89,77,103,103,103,75,84,82,73,62,42,30,41,15,9,17,""
12,7,10,11,14,30,35,60,80,90,105,93,102,91,72,96,103,94,62,69,67,50,21,13,13,""
13,12,8,3,9,10,25,43,56,70,58,87,80,80,69,58,69,56,46,34,17,3,16,10,6,""
14,10,9,12,8,18,20,26,32,49,42,51,72,53,72,47,47,50,49,31,9,2,9,10,8,""
15,3,5,8,14,17,24,26,27,43,39,55,44,48,31,41,30,33,22,38,25,10,7,7,11,""
16,7,4,5,2,13,26,18,44,39,49,54,49,49,41,44,44,28,23,24,17,13,10,9,7,""
17,5,8,13,8,21,26,26,24,42,43,35,39,69,52,39,55,27,29,34,14,13,14,7,7,""
18,7,6,3,9,23,16,23,40,48,36,42,51,41,28,33,28,38,27,20,23,12,11,9,13,""
19,11,9,8,17,27,16,28,33,29,30,27,41,36,32,27,45,31,22,18,22,12,11,7,10,""
20,12,6,5,8,10,21,25,28,29,34,50,43,57,30,33,56,34,34,31,19,19,7,4,9,""
21,19,12,18,14,18,28,38,23,43,48,61,53,41,43,21,35,43,38,15,14,17,4,5,12,""
22,13,6,18,19,27,28,34,33,39,42,46,43,29,16,28,27,38,24,17,27,22,6,11,3,""
23,8,9,9,12,25,32,24,39,33,41,45,39,31,33,23,36,50,42,25,24,18,19,14,11,""
24,5,4,5,9,11,22,27,26,29,36,43,35,44,29,31,47,53,41,26,19,10,11,10,9,""
25,10,10,10,9,19,33,49,32,28,36,39,41,40,26,37,38,36,36,31,13,16,9,8,9,""
26,10,14,9,8,21,25,34,44,44,51,64,50,43,42,37,39,27,28,14,10,7,5,2,9,""
27,6,8,10,14,9,16,26,22,21,19,28,18,22,19,35,22,25,26,15,5,9,12,8,3,""
28,7,4,11,13,11,16,23,15,19,24,27,22,30,29,24,27,34,14,21,20,11,9,15,9,""
29,8,9,13,11,16,19,22,25,31,25,36,36,19,27,34,23,28,27,20,17,11,14,5,10,""
30,8,9,11,11,25,27,33,37,30,36,42,31,41,21,30,27,36,29,19,27,12,8,12,11,""
31,5,6,11,11,18,24,23,37,35,38,48,41,32,28,22,26,32,39,28,13,11,5,5,-1,""
