aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,015,007,017,008,010,012,006,006,002,004,002,007,005,004,003,003,004,004,008,011,009,016,010,011
02,017,018,019,014,005,011,007,006,002,004,002,004,008,005,006,008,005,008,006,008,011,011,009,010
03,016,017,017,017,009,011,009,014,010,010,008,003,007,004,006,003,005,004,008,008,009,007,008,011
04,017,018,016,011,012,014,009,006,005,005,005,002,000,001,006,004,004,007,009,005,016,008,011,009
05,009,012,021,007,024,012,004,015,017,010,013,005,004,003,003,004,008,009,003,003,004,015,014,014
06,017,023,017,017,013,021,018,006,003,001,004,002,003,005,009,003,006,005,002,008,007,007,016,017
07,017,022,013,018,011,009,014,011,002,005,004,002,006,004,002,000,005,007,004,011,000,013,000,012
08,015,012,015,017,008,024,015,012,019,010,023,006,009,007,016,011,008,006,006,011,005,009,014,010
09,017,024,017,020,014,022,015,016,015,013,009,015,005,010,009,006,005,006,011,010,009,009,013,022
10,009,010,015,035,022,021,017,017,019,018,007,020,009,005,005,005,012,008,008,011,015,010,001,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,-1,-1,-1,-1,-1,-1,-1,077,066,055,047,045,027,029,017,010,023,016,007,019,009,019,023,030
13,026,038,038,050,034,033,023,026,020,014,012,006,006,010,007,007,002,006,012,011,016,016,000,022
14,016,000,026,021,013,020,016,010,003,015,003,004,008,005,003,005,003,003,006,011,017,011,008,019
15,013,022,013,017,011,010,021,015,005,013,002,002,001,004,004,005,002,002,012,004,011,009,012,007
16,013,021,013,005,009,010,009,003,004,005,004,006,002,004,003,002,005,001,010,005,003,009,007,010
17,010,018,021,015,016,010,013,011,003,007,005,003,000,004,006,007,003,005,008,014,007,004,012,012
18,016,013,016,014,010,008,005,011,011,012,012,004,007,011,009,011,011,008,006,007,011,008,000,011
19,016,013,011,006,006,013,008,003,001,003,004,001,004,000,-1,-1,-1,-1,000,004,005,009,013,015
20,013,008,011,017,011,016,006,005,007,001,005,001,005,000,002,005,004,003,008,007,009,007,012,009
21,012,017,017,020,016,010,004,003,009,003,009,003,005,004,004,006,005,008,012,003,009,011,012,011
22,007,011,012,008,013,007,013,006,009,003,005,005,008,010,002,001,004,007,011,005,008,005,013,005
23,017,009,014,013,010,002,008,012,010,004,007,006,001,002,005,001,005,003,007,007,008,014,011,012
24,008,004,008,010,006,000,010,006,006,006,003,002,000,001,006,006,005,005,007,008,010,008,007,006
25,010,016,009,011,009,006,006,007,009,011,001,007,003,010,004,008,001,000,007,006,006,009,014,008
26,008,011,014,008,006,012,005,009,005,010,009,007,014,007,013,007,007,007,007,009,010,012,010,005
27,008,012,011,007,013,012,006,006,005,005,005,002,004,000,001,005,003,003,009,006,003,006,007,007
28,012,004,014,009,011,007,006,011,001,002,003,003,001,003,-1,001,006,004,008,010,006,000,002,012
29,006,016,015,005,010,007,010,006,009,013,006,004,006,006,004,003,006,007,007,012,005,014,014,007
30,009,006,-1,-1,-1,-1,-1,003,010,006,008,007,005,006,009,008,006,007,009,012,009,011,007,006
31,-1,-1,-1,-1,-1,-1,-1,001,002,006,006,003,006,004,005,006,008,006,008,005,007,013,008,004
