aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,15,15,19,10,24,""
02,25,28,41,61,51,86,106,121,141,135,114,94,63,66,47,69,60,50,44,20,31,30,25,10,""
03,11,21,16,37,41,76,110,112,132,101,91,109,59,31,41,39,19,22,21,17,30,16,27,23,""
04,26,38,50,61,76,93,116,121,135,126,101,104,80,70,71,66,45,30,20,22,25,11,15,10,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,67,71,59,53,44,45,17,16,8,10,24,11,""
06,7,16,13,22,33,34,46,42,49,51,62,31,31,36,30,25,28,32,22,14,9,12,14,12,""
07,19,11,13,18,47,46,59,52,52,48,37,43,31,40,46,36,21,24,35,11,7,9,18,20,""
08,27,21,26,31,56,48,48,60,48,52,65,58,45,39,33,47,33,42,27,25,17,18,20,14,""
09,16,16,17,33,34,36,47,49,-1,-1,42,42,30,46,25,29,19,31,42,17,14,14,17,20,""
10,21,22,19,38,40,71,88,106,120,101,54,42,63,58,43,63,50,37,26,20,19,20,17,9,""
11,0,17,21,46,55,58,67,81,68,80,75,58,81,94,76,76,49,40,-1,-1,4,1,18,54,""
12,36,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,115,146,115,98,96,51,54,37,24,44,43,""
13,43,60,100,114,131,151,160,135,114,115,109,132,82,77,57,52,62,47,64,25,54,45,41,19,""
14,36,22,100,44,43,56,65,62,69,71,59,57,68,63,53,44,56,32,100,22,23,33,27,11,""
15,34,43,47,61,97,99,102,135,118,124,137,110,89,88,59,57,58,41,31,24,25,32,33,17,""
16,21,32,40,81,73,86,78,104,122,130,63,55,69,41,47,31,40,24,39,23,18,21,23,22,""
17,12,22,53,69,98,74,84,94,64,61,55,50,27,39,49,29,34,21,21,22,20,32,15,20,""
18,10,12,20,28,33,46,88,51,54,46,45,90,67,43,28,40,30,27,23,21,10,27,13,18,""
19,12,12,33,22,34,48,48,40,45,71,59,40,33,30,25,29,30,31,31,25,19,27,24,14,""
20,21,35,50,58,63,93,85,83,84,124,123,119,98,98,73,44,74,36,28,38,3,9,34,33,""
21,21,23,61,79,109,88,90,104,73,108,113,60,68,46,63,73,26,31,22,22,19,22,16,15,""
22,12,24,32,36,32,44,56,42,50,41,44,44,38,29,33,29,46,60,54,34,44,39,39,40,""
23,35,49,49,51,57,56,70,68,80,61,63,76,74,34,41,33,24,29,28,29,17,15,18,15,""
24,18,17,29,-1,-1,-1,-1,-1,-1,-1,-1,16,36,25,0,0,0,1,23,23,35,40,21,21,""
25,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,47,53,47,42,62,57,19,24,24,27,16,26,""
26,21,31,46,47,38,40,32,34,44,44,51,43,56,50,43,55,43,37,34,30,15,22,18,21,""
27,22,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,51,44,37,28,49,46,37,39,29,24,18,22,""
28,26,32,35,28,48,28,62,48,110,100,86,88,92,66,51,-1,-1,-1,26,17,19,18,29,16,""
29,31,14,22,31,37,49,99,119,96,87,91,85,62,60,41,29,35,34,28,22,21,23,22,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,43,36,23,43,34,31,31,25,23,29,26,""
31,33,28,35,44,38,40,38,51,45,53,47,28,25,36,43,33,31,35,29,23,22,23,21,-1,""
