aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0,2,3,1,""
02,6,7,4,3,2,3,0,2,1,0,0,0,0,0,0,0,5,0,0,1,0,2,0,2,""
03,2,0,2,2,0,0,0,1,0,0,0,0,0,1,0,3,1,11,14,3,1,1,1,1,""
04,1,1,1,2,1,0,2,6,1,6,27,0,2,10,0,0,9,5,42,84,53,21,29,2,""
05,4,3,1,3,1,36,9,0,1,43,61,2,1,43,102,48,2,16,11,10,57,13,58,4,""
06,7,29,9,2,6,38,6,2,1,1,2,0,5,0,1,2,17,34,37,89,36,41,15,6,""
07,7,47,7,1,2,2,3,10,30,9,5,1,0,0,0,6,1,5,5,0,1,3,8,18,""
08,29,119,10,2,2,1,2,1,2,9,57,178,29,48,110,5,1,1,0,2,3,2,1,0,""
09,0,0,2,3,2,1,2,1,1,0,50,22,18,3,0,1,0,31,49,5,10,1,3,3,""
10,4,2,2,9,5,3,3,2,2,2,33,14,19,0,0,66,34,2,2,0,2,3,2,110,""
11,42,7,8,4,1,3,7,0,0,0,1,0,3,25,11,1,1,3,10,10,7,14,14,31,""
12,14,18,14,10,14,11,10,16,6,2,4,5,0,0,5,15,27,13,3,6,33,2,2,3,""
13,3,3,7,4,7,0,39,28,1,57,25,0,3,1,0,0,1,0,0,5,0,2,2,1,""
14,1,2,0,2,0,10,11,0,2,1,2,2,0,0,1,0,7,0,5,6,1,0,1,2,""
15,0,2,2,1,2,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,""
16,0,0,0,0,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,""
17,0,0,1,0,1,0,1,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,""
18,0,0,0,1,0,0,0,26,11,3,1,0,0,3,0,0,0,1,0,0,0,0,0,0,""
19,0,0,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,1,1,4,1,1,0,0,""
20,0,1,0,1,0,3,0,6,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,""
21,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,""
22,1,1,2,1,2,1,1,20,0,1,2,14,0,0,0,0,0,0,0,0,0,2,1,1,""
23,1,1,1,0,1,1,0,2,19,91,0,1,0,0,6,0,0,0,1,0,0,0,0,0,""
24,0,0,1,0,0,0,0,36,31,6,45,4,7,23,21,8,0,0,0,0,1,6,0,2,""
25,3,0,1,4,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,""
26,1,0,0,0,2,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,""
27,0,1,0,1,3,4,1,48,3,24,43,0,1,0,0,2,17,4,0,0,0,0,0,0,""
28,0,1,2,1,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,""
29,1,0,0,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,1,0,1,2,3,""
30,1,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,""
31,0,3,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,""
