aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,190,113,156,223,212,177,141,127,126,97,89,105,112,113,113,103,107,91,98,93,102,125,121,135,""
02,110,108,148,204,190,174,121,103,154,98,106,103,119,124,112,107,110,79,90,104,119,109,133,161,""
03,198,215,212,128,100,105,70,134,135,109,54,100,80,76,93,93,88,100,72,70,66,76,85,116,""
04,146,201,184,204,180,194,139,141,131,100,64,96,112,111,94,101,128,90,101,101,101,113,135,156,""
05,157,152,140,151,166,151,91,90,127,142,144,115,121,106,43,102,93,114,94,69,66,83,100,112,""
06,146,141,130,157,165,163,164,125,128,105,118,119,114,86,80,79,87,118,119,96,108,88,107,134,""
07,167,185,11,180,157,156,148,126,109,124,123,123,123,108,118,114,128,135,124,124,99,111,144,137,""
08,101,123,151,182,163,175,178,138,123,125,118,114,102,108,123,97,80,90,83,117,97,113,135,156,""
09,163,191,197,132,178,160,170,159,144,129,121,127,127,97,117,104,107,86,90,91,126,179,211,225,""
10,192,79,108,74,78,77,92,123,161,136,107,98,100,106,104,86,113,94,99,81,55,120,140,109,""
11,110,118,122,158,172,170,192,127,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,147,143,171,142,147,105,93,80,122,124,130,113,111,109,78,146,""
13,177,218,220,203,193,192,220,134,124,99,137,131,93,146,114,98,112,95,79,68,100,115,100,113,""
14,95,95,133,185,188,141,162,137,116,137,93,135,135,144,111,118,112,132,131,103,110,87,119,152,""
15,171,176,181,189,204,163,142,96,132,101,64,117,122,90,104,108,126,112,105,124,83,62,82,112,""
16,154,148,183,186,197,132,147,133,114,92,101,100,116,98,82,136,163,112,94,74,91,76,89,129,""
17,140,176,177,152,146,138,141,148,132,78,109,103,111,99,113,105,122,115,105,113,98,97,117,144,""
18,138,181,192,173,173,156,123,147,135,108,88,109,94,130,110,107,114,107,120,105,137,118,234,159,""
19,154,167,165,171,144,165,164,132,143,67,102,101,94,123,117,129,110,126,99,97,101,113,136,149,""
20,163,175,195,169,163,142,157,103,143,95,100,128,137,115,141,120,112,118,85,109,80,59,118,128,""
21,139,172,170,181,191,147,124,95,132,86,111,102,104,104,134,83,116,81,97,86,85,77,85,121,""
22,138,153,138,111,111,115,125,55,48,88,59,93,88,72,79,94,79,79,91,83,69,100,112,124,""
23,126,127,136,90,107,121,118,93,69,103,53,113,88,89,103,85,99,107,103,97,97,96,65,108,""
24,142,185,191,177,170,123,106,88,75,127,114,86,84,39,54,46,61,89,100,105,132,140,145,144,""
25,136,156,132,91,107,115,131,115,115,111,92,109,105,128,96,62,59,92,83,70,131,126,134,162,""
26,147,161,197,205,176,144,162,118,131,94,130,127,98,75,67,76,108,100,68,89,112,143,132,120,""
27,165,168,191,202,209,150,170,137,138,115,109,81,89,96,102,98,109,86,64,79,126,138,140,137,""
28,159,183,201,186,217,164,163,153,140,131,125,163,153,140,131,81,84,109,104,66,118,106,122,135,""
29,156,181,175,208,208,146,148,156,118,110,69,114,67,78,86,76,66,45,63,87,73,138,165,140,""
30,147,151,163,164,161,140,99,95,105,107,112,116,89,98,81,91,104,78,103,99,100,127,123,140,""
31,170,150,160,124,114,95,110,63,116,59,88,92,55,113,92,55,88,89,105,79,82,161,122,-1,""
