aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,20,20,6,3,12,18,13,17,17,23,26,17,22,12,6,4,18,14,26,26,22,31,32,""
02,32,28,28,22,18,15,15,21,22,19,11,13,13,1,0,0,9,18,25,19,28,30,26,41,""
03,37,34,27,29,26,28,18,20,22,35,17,26,28,34,32,23,16,31,34,34,29,29,29,25,""
04,15,10,15,18,20,14,13,10,21,10,8,13,10,8,9,6,4,4,6,12,1,0,0,0,""
05,1,2,1,2,5,4,1,1,1,2,3,10,7,1,22,4,1,20,14,21,19,12,2,1,""
06,9,10,11,17,19,13,7,12,12,25,20,11,8,1,6,7,9,3,10,6,7,14,18,23,""
07,18,22,12,9,11,11,8,7,13,16,10,7,7,2,6,11,13,24,18,19,32,31,27,36,""
08,14,8,5,2,6,3,6,3,0,11,8,16,16,8,23,21,29,32,28,27,24,48,40,36,""
09,34,34,31,26,26,17,17,23,19,22,19,22,26,24,30,28,24,26,29,24,6,15,16,16,""
10,27,21,7,8,11,18,11,9,15,10,17,16,20,23,22,44,25,11,19,21,28,23,27,35,""
11,27,26,20,22,18,18,18,14,26,6,17,9,5,5,20,17,23,23,20,26,18,32,18,6,""
12,10,10,12,2,8,2,2,2,5,11,5,12,4,6,17,14,9,28,18,33,24,20,16,16,""
13,21,15,23,15,15,10,15,11,8,10,12,22,19,26,18,33,23,25,15,15,11,8,17,24,""
14,24,22,15,18,19,17,7,16,10,19,0,15,73,7,0,0,18,41,17,16,19,18,16,27,""
15,14,22,10,21,18,14,16,7,21,16,10,16,19,13,31,27,23,22,20,34,27,34,31,22,""
16,36,34,26,28,22,22,16,18,14,11,8,10,5,10,6,5,7,12,13,7,12,14,19,14,""
17,11,14,13,16,15,15,15,4,11,14,7,8,7,15,10,17,19,19,10,9,12,9,11,15,""
18,14,14,10,8,11,5,12,9,5,8,9,4,5,8,12,10,7,8,8,7,9,15,11,15,""
19,12,14,19,9,11,16,10,11,6,11,11,11,18,19,14,19,14,17,14,12,13,6,8,14,""
20,6,5,10,8,15,9,9,8,7,8,13,17,9,14,11,13,7,10,18,9,13,16,15,18,""
21,16,15,12,7,16,13,14,9,15,17,14,15,15,24,12,6,11,17,13,11,16,6,8,10,""
22,3,5,16,10,14,14,9,13,10,21,8,25,19,48,36,30,38,24,20,16,12,13,16,17,""
23,15,12,9,14,12,10,4,8,2,3,5,5,2,1,2,1,4,12,9,17,13,13,4,5,""
24,14,24,24,26,17,8,21,3,7,13,3,14,9,10,7,15,23,18,24,26,25,28,28,34,""
25,33,32,25,25,21,22,11,2,9,3,7,11,8,12,9,9,28,30,11,11,8,7,23,17,""
26,12,15,8,3,2,12,6,1,4,1,0,1,7,1,3,0,3,1,1,1,2,0,0,3,""
27,15,10,15,13,9,17,9,18,13,20,22,23,28,27,17,31,21,18,23,31,27,31,32,35,""
28,22,12,12,5,13,11,6,11,18,18,15,13,17,17,28,23,18,24,26,25,24,25,24,24,""
29,22,15,16,22,20,28,14,13,20,13,23,11,11,24,16,19,17,20,21,18,30,27,27,14,""
30,18,36,29,20,17,22,7,2,3,4,4,3,1,11,3,5,2,5,2,5,4,1,5,2,""
31,4,5,3,2,12,5,1,1,5,2,0,1,1,0,1,3,0,1,1,9,5,6,5,0,""
