aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,20,24,32,26,27,18,18,14,19,21,23,10,13,23,21,33,32,25,35,16,28,32,21,""
02,36,34,29,27,28,31,30,23,14,22,20,19,8,17,17,19,36,20,-1,-1,-1,-1,28,23,""
03,33,31,30,-1,-1,28,26,33,25,28,27,23,17,11,20,14,-1,-1,47,-1,20,18,20,24,""
04,25,32,32,-1,-1,24,25,15,26,31,26,18,15,12,15,13,-1,-1,-1,28,-1,-1,37,20,""
05,31,22,26,52,31,24,32,26,33,19,21,10,23,14,13,19,17,21,15,37,39,48,21,47,""
06,32,28,29,28,34,46,36,31,26,23,25,47,20,11,16,14,53,27,27,18,12,27,37,29,""
07,35,30,37,-1,27,-1,-1,38,33,36,27,23,27,-1,-1,14,20,18,17,15,28,26,23,19,""
08,20,22,36,37,32,48,39,24,47,30,25,17,16,16,23,10,30,-1,57,38,24,14,20,21,""
09,39,28,29,35,35,28,28,28,23,33,20,20,15,10,17,18,46,17,33,26,14,15,33,29,""
10,31,34,33,38,42,35,36,37,41,26,19,26,14,20,24,11,0,21,-1,33,37,42,31,48,""
11,48,63,59,59,81,77,77,66,64,64,44,46,32,45,55,61,25,40,35,55,50,50,60,121,""
12,96,106,155,165,149,162,154,136,147,94,103,65,67,78,52,94,98,43,36,45,53,53,53,62,""
13,64,83,104,87,115,103,100,131,116,159,119,44,35,57,39,42,31,48,98,51,43,32,47,56,""
14,58,46,72,62,39,58,64,59,63,1,0,23,-1,-1,-1,-1,-1,-1,-1,33,58,33,44,47,""
15,58,45,48,59,55,51,42,41,41,49,30,43,36,29,32,32,43,25,41,12,27,37,31,48,""
16,43,36,46,36,39,39,39,38,38,37,35,38,28,29,20,22,17,30,36,46,27,19,29,34,""
17,36,38,32,31,33,62,54,32,36,30,32,27,39,24,29,30,32,28,29,22,18,24,34,40,""
18,38,29,40,12,13,39,32,34,24,35,30,39,26,31,24,30,33,35,21,28,30,29,41,40,""
19,36,30,35,35,26,42,36,35,42,31,32,17,31,19,29,32,14,22,-1,-1,21,-1,44,58,""
20,40,30,25,40,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,31,42,11,33,12,-1,26,-1,35,""
21,37,18,34,24,27,22,27,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,42,""
22,47,43,-1,-1,33,32,36,39,37,42,37,28,33,29,-1,33,-1,-1,-1,-1,-1,-1,31,35,""
23,33,-1,-1,-1,-1,31,30,30,37,24,39,23,27,33,30,27,21,7,17,16,20,14,17,24,""
24,22,30,31,30,17,30,33,26,33,28,36,36,23,21,35,29,30,18,40,28,39,42,48,40,""
25,52,36,-1,-1,-1,35,39,31,27,38,26,24,31,25,33,35,42,29,27,37,31,30,38,36,""
26,-1,-1,60,40,54,49,34,34,32,33,29,37,30,26,27,28,39,27,31,26,29,26,26,31,""
27,32,36,30,27,17,24,38,27,31,15,23,24,22,11,28,27,22,24,10,9,27,29,24,30,""
28,38,33,32,43,47,50,28,38,34,18,24,33,27,26,41,17,21,54,14,23,24,22,26,16,""
29,23,47,27,37,28,21,37,28,21,39,33,36,22,24,29,24,24,31,26,19,24,33,29,43,""
30,41,37,37,46,37,46,30,31,44,44,34,26,37,25,26,29,31,25,35,28,57,26,44,35,""
31,31,36,33,28,37,35,33,32,35,33,16,30,28,39,23,25,20,6,31,34,21,-1,-1,-1,""
