aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,38,45,65,74,81,89,56,35,30,37,24,21,24,29,29,27,23,20,21,11,20,18,33,27,""
02,19,43,49,74,65,67,50,36,23,31,28,17,14,21,34,29,28,18,13,12,6,8,16,23,""
03,17,23,52,38,47,47,38,27,28,23,36,14,28,28,36,23,24,21,22,17,13,16,17,26,""
04,20,41,48,62,61,51,39,39,32,35,25,32,26,38,39,33,35,22,16,16,22,15,28,33,""
05,17,41,49,63,54,64,58,32,42,31,38,27,28,34,35,27,23,26,22,24,13,23,24,27,""
06,24,36,53,47,77,79,50,35,29,38,30,33,38,29,35,27,20,16,14,21,26,21,30,28,""
07,25,44,41,71,46,51,50,43,42,50,33,34,45,33,45,33,19,27,20,12,19,16,33,139,""
08,54,50,65,49,60,54,74,34,45,29,39,36,27,34,26,42,22,10,23,13,19,17,21,27,""
09,34,33,50,53,58,60,66,41,34,37,44,43,37,36,48,41,41,26,23,22,29,19,22,30,""
10,40,44,47,48,78,88,70,50,74,46,42,61,56,39,46,34,20,25,11,23,21,27,26,34,""
11,22,34,54,67,53,98,82,60,61,74,40,37,50,71,41,60,33,23,23,19,26,40,32,60,""
12,103,63,84,100,119,128,119,113,93,130,87,87,102,90,98,64,49,41,24,29,38,22,29,37,""
13,44,48,66,62,65,73,86,49,50,55,35,41,64,49,53,35,33,34,21,8,20,23,22,16,""
14,22,18,38,41,66,56,70,39,39,35,28,25,46,15,22,25,19,28,15,19,9,20,21,15,""
15,21,35,23,52,45,36,25,37,30,30,12,15,21,27,21,25,24,15,12,5,10,9,11,17,""
16,17,22,31,36,45,37,31,20,25,26,14,21,17,15,23,22,25,9,11,18,9,16,8,17,""
17,8,9,26,28,28,30,18,25,13,17,18,28,15,20,22,19,17,17,12,8,10,9,10,21,""
18,18,20,21,30,29,30,29,35,21,20,14,19,23,18,25,19,17,10,11,5,10,11,10,9,""
19,11,8,28,28,28,27,26,21,21,17,4,11,13,9,11,9,10,24,15,11,21,18,15,15,""
20,18,23,27,25,26,36,32,30,20,22,14,11,16,32,22,19,18,20,9,20,7,11,12,24,""
21,7,26,27,34,30,29,34,27,26,22,22,15,20,17,18,31,27,15,12,11,16,15,15,16,""
22,8,16,18,22,30,31,14,22,20,16,21,23,18,18,17,12,23,16,14,7,10,9,11,15,""
23,12,23,33,34,24,17,28,23,12,14,17,19,16,24,16,15,19,18,10,9,7,19,20,11,""
24,11,21,25,33,28,28,25,27,30,27,25,16,24,27,24,20,9,9,14,9,11,11,13,10,""
25,14,20,14,35,23,22,28,25,25,19,14,16,12,24,15,14,14,11,13,11,7,21,15,18,""
26,13,15,29,29,23,23,22,26,16,18,13,14,17,29,27,16,19,13,9,16,9,16,17,10,""
27,15,19,14,26,29,20,32,33,20,29,8,27,33,17,15,17,18,13,12,8,7,11,16,8,""
28,13,22,25,31,29,23,37,29,12,20,17,25,19,28,25,24,22,17,12,8,15,11,12,20,""
29,12,21,25,34,28,27,25,21,18,15,21,21,17,15,25,19,18,14,8,12,13,15,12,18,""
30,19,15,25,27,24,27,21,17,19,22,16,16,18,23,17,18,16,15,10,10,12,21,17,13,""
31,10,14,24,21,22,15,19,17,23,18,20,7,21,18,15,18,18,11,7,11,18,16,10,15,""
