feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,49,68,59,64,75,44,61,85,54,60,38,45,51,48,40,26,31,28,61,39,43,56,48,57,""
02,71,58,73,76,74,47,65,78,57,43,58,57,41,27,39,30,42,33,32,71,47,39,43,49,""
03,48,45,45,70,52,61,39,109,53,52,52,48,38,49,35,32,33,43,68,61,38,70,59,62,""
04,52,63,60,77,62,81,110,81,68,53,71,192,184,219,106,58,23,75,187,128,86,74,68,57,""
05,49,56,68,64,79,41,90,113,71,80,43,123,78,52,32,34,29,32,26,64,54,40,42,49,""
06,43,67,43,60,65,61,57,58,54,66,120,75,42,60,45,41,31,23,41,69,102,60,61,66,""
07,63,63,64,71,62,42,50,56,52,35,50,59,34,43,26,38,53,47,64,49,51,82,62,66,""
08,41,71,61,62,63,46,41,57,42,57,14,-1,-1,-1,-1,-1,-1,-1,-1,64,61,58,38,48,""
09,46,60,59,46,61,67,84,81,57,60,59,51,40,37,44,34,48,34,45,57,50,45,44,50,""
10,47,54,55,66,72,51,49,64,61,48,42,50,45,45,30,23,28,30,33,37,49,80,72,44,""
11,51,54,66,80,69,70,57,83,47,49,50,52,32,37,46,30,22,21,43,37,51,55,38,41,""
12,48,54,64,67,78,73,46,65,44,49,76,63,102,76,24,43,32,31,34,49,29,37,77,42,""
13,36,37,76,55,50,35,51,62,39,45,44,56,48,54,38,51,62,36,49,44,36,33,58,61,""
14,49,61,72,54,78,70,188,246,226,320,411,312,90,122,69,55,48,50,109,176,43,65,57,70,""
15,57,55,67,65,55,47,48,64,168,70,58,139,59,51,41,28,26,47,55,48,53,34,85,47,""
16,71,67,61,70,67,55,65,51,66,73,59,54,48,38,48,45,36,34,42,83,54,42,31,52,""
17,53,50,62,57,66,70,61,175,182,267,272,112,160,205,167,171,186,156,129,67,109,114,117,73,""
18,43,84,210,143,68,85,156,159,140,85,63,63,54,51,43,32,29,23,43,53,40,33,36,42,""
19,64,60,43,57,45,55,59,52,60,43,66,52,53,55,48,34,28,38,36,42,223,123,86,55,""
20,44,48,59,66,55,64,94,103,81,44,51,56,57,53,39,40,31,40,34,32,47,47,65,57,""
21,54,64,69,44,49,51,62,47,50,60,56,35,38,144,102,47,39,34,39,66,46,50,76,66,""
22,83,59,85,87,98,109,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,31,28,27,66,74,57,""
25,57,55,62,47,49,44,58,54,75,41,46,52,61,43,42,40,28,34,31,21,58,63,51,54,""
26,49,44,73,61,50,56,44,60,50,46,36,46,41,34,34,36,23,24,30,39,26,23,57,55,""
27,58,31,0,0,0,0,0,0,0,0,0,4,48,55,99,176,482,144,105,60,76,102,47,61,""
28,44,51,76,57,50,39,65,62,37,53,41,44,47,51,48,33,25,40,40,33,24,31,44,42,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
