feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,55,61,82,79,72,95,80,94,76,85,79,72,80,59,40,35,23,21,26,28,40,35,45,44,""
02,58,55,75,62,91,92,113,99,85,82,79,68,72,62,43,29,32,20,14,29,31,49,47,56,""
03,51,70,60,75,94,69,92,100,72,107,92,71,59,59,43,34,20,30,29,29,36,40,44,50,""
04,65,70,72,81,100,99,89,76,85,98,80,102,65,44,44,39,21,22,21,21,22,38,48,57,""
05,51,61,61,75,85,91,84,83,77,83,87,88,73,57,49,31,27,15,26,25,28,39,51,49,""
06,52,71,62,75,103,83,82,87,69,80,70,78,52,64,38,41,19,14,27,31,31,40,40,42,""
07,53,60,57,96,90,86,66,76,77,80,69,70,70,45,42,33,15,24,15,25,31,39,35,56,""
08,64,50,53,67,100,72,80,76,80,93,70,64,58,49,48,39,17,22,22,22,32,42,46,61,""
09,56,63,75,56,79,85,91,70,73,100,78,63,71,52,31,33,27,19,19,35,31,42,56,52,""
10,47,42,55,75,87,77,84,77,82,72,59,78,80,38,40,39,41,24,22,23,27,44,42,48,""
11,50,66,52,65,73,97,87,82,96,83,94,78,62,73,54,36,21,18,17,28,38,43,56,62,""
12,52,75,64,76,100,106,89,85,88,96,88,67,75,66,48,30,24,16,26,36,32,44,52,73,""
13,73,63,76,75,86,104,98,96,112,93,116,64,77,67,46,40,34,20,24,44,41,40,37,49,""
14,54,80,73,65,87,90,95,95,102,114,91,91,69,48,53,44,21,31,22,24,36,50,49,52,""
15,62,60,62,72,77,78,76,85,97,99,86,78,70,49,43,32,27,28,17,36,44,36,58,47,""
16,49,58,63,83,103,92,86,104,92,109,113,83,72,75,44,42,20,24,20,27,30,45,46,57,""
17,50,70,81,64,76,80,94,87,86,83,81,75,70,64,41,34,17,9,23,30,26,52,55,60,""
18,58,57,70,62,88,100,73,97,97,120,83,95,74,67,54,35,32,20,27,18,34,41,45,59,""
19,60,76,55,89,89,94,97,93,86,104,99,63,60,51,43,29,25,17,31,26,37,41,47,53,""
20,57,62,63,76,80,81,82,85,94,87,82,89,52,70,34,27,23,25,23,25,32,42,54,69,""
21,55,60,63,59,84,91,89,81,105,96,77,50,63,44,47,24,24,20,23,26,39,49,52,53,""
22,46,49,51,84,94,69,95,87,92,93,101,72,63,64,55,38,37,16,18,31,39,27,52,57,""
23,61,59,74,64,88,100,90,73,85,78,91,68,44,30,24,32,18,28,28,33,26,37,51,56,""
24,49,53,57,66,84,80,101,101,82,93,91,83,83,52,44,40,34,21,32,28,44,49,50,66,""
25,59,61,77,88,88,87,80,92,81,85,82,74,84,64,47,38,24,30,21,42,42,39,47,52,""
26,54,70,84,78,84,89,76,95,93,93,105,78,67,56,46,31,23,15,18,29,43,47,53,59,""
27,58,66,64,67,66,90,95,94,92,69,79,48,64,60,73,48,42,31,32,32,28,38,72,68,""
28,67,76,90,83,94,107,109,120,113,117,110,81,99,67,66,45,30,41,31,40,43,58,64,67,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
