feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,58,47,58,48,65,43,44,34,40,18,17,10,12,5,7,6,17,23,19,19,23,29,40,31,""
02,54,51,68,60,71,42,44,44,24,19,16,12,12,10,4,12,10,12,15,17,21,29,31,45,""
03,38,54,46,55,44,60,49,39,27,18,12,13,13,9,10,4,16,15,21,21,31,33,43,40,""
04,48,59,59,57,67,46,32,41,12,16,11,13,13,14,12,8,13,19,21,19,23,30,42,27,""
05,40,52,56,64,73,55,48,44,22,22,19,13,8,9,13,10,10,23,21,21,16,31,51,37,""
06,49,50,50,69,55,61,46,32,25,13,28,7,10,11,23,16,12,16,15,26,31,44,38,36,""
07,38,45,58,51,57,54,42,42,49,39,7,8,15,8,9,8,13,12,21,16,27,30,36,35,""
08,37,51,68,55,71,58,48,33,41,16,15,13,8,4,11,4,17,16,22,24,25,28,42,37,""
09,57,55,62,63,71,56,52,46,41,16,21,18,17,14,11,6,10,15,20,23,21,37,38,44,""
10,37,40,56,70,71,52,43,37,21,8,11,12,8,7,7,8,8,17,21,18,26,29,52,56,""
11,50,53,53,64,59,51,47,35,13,15,28,18,12,14,3,12,17,14,10,26,32,40,35,34,""
12,35,53,58,56,64,39,45,30,14,20,17,10,10,14,12,19,20,17,12,20,29,36,42,49,""
13,39,52,56,73,60,51,46,23,20,25,14,10,9,18,5,6,15,25,16,14,24,36,44,44,""
14,39,47,76,71,53,38,51,38,31,13,10,15,12,12,21,11,20,17,19,21,23,48,42,46,""
15,41,56,50,56,47,32,40,26,17,21,16,17,7,4,6,8,12,13,12,19,21,30,44,41,""
16,32,41,35,59,61,44,36,26,13,13,10,14,10,18,6,8,5,15,21,18,21,26,28,40,""
17,38,43,50,47,53,54,59,41,17,15,10,19,14,11,9,3,4,14,8,19,22,21,36,35,""
18,40,41,48,50,35,46,39,31,12,22,10,18,14,9,11,7,13,17,11,21,29,30,41,32,""
19,35,38,37,52,51,38,38,27,19,13,18,16,12,12,20,2,16,13,17,16,27,27,35,43,""
20,36,49,53,51,50,36,33,37,10,18,27,13,15,8,13,14,18,15,22,22,23,39,52,46,""
21,65,53,64,65,62,56,37,25,18,15,11,16,11,9,6,6,6,12,15,21,27,45,27,45,""
22,44,50,70,58,63,49,40,24,12,11,18,6,9,12,4,7,8,11,11,15,19,36,39,42,""
23,52,54,61,67,66,53,43,30,16,14,13,15,9,7,15,5,9,15,13,13,27,26,38,32,""
24,38,46,39,47,50,34,45,-1,-1,-1,-1,8,10,10,11,7,7,10,20,19,19,46,22,41,""
25,52,35,53,58,55,55,32,17,17,15,13,17,12,16,10,6,12,18,11,17,39,34,39,39,""
26,46,49,72,61,56,50,45,21,57,15,19,11,12,12,11,11,3,16,17,23,25,33,34,36,""
27,46,59,62,63,55,36,37,46,24,27,14,17,20,9,6,4,10,21,19,24,19,35,30,41,""
28,47,61,49,43,47,44,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
