jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,12,28,17,22,55,57,102,157,61,169,13,49,3,13,14,10,14,14,11,13,22,27,21,17,""
02,8,6,131,32,44,109,105,58,129,75,12,59,185,119,154,263,247,128,142,107,42,34,123,99,""
03,2,18,35,55,54,94,114,361,86,184,148,14,11,14,13,26,13,26,10,23,27,32,27,46,""
04,13,29,30,51,79,65,92,60,115,23,57,13,11,18,16,22,18,17,6,17,23,27,33,21,""
05,9,24,32,64,85,97,109,87,43,101,57,20,46,52,18,32,88,232,44,10,17,21,20,39,""
06,25,13,55,80,101,112,147,171,189,8,8,34,61,29,45,15,128,62,12,19,14,37,18,9,""
07,12,9,17,53,68,101,89,58,115,79,96,62,6,29,21,14,10,16,12,17,17,14,24,13,""
08,15,12,29,39,70,99,85,116,91,8,33,104,18,19,59,123,19,79,103,16,21,23,8,4,""
09,8,25,36,47,83,215,18,279,20,16,74,35,133,50,88,6,9,27,37,36,10,17,14,7,""
10,6,10,38,53,83,80,122,76,25,16,10,20,22,158,23,0,5,17,14,14,13,21,16,19,""
11,13,10,26,61,76,101,70,54,17,227,115,9,10,18,7,0,0,4,6,12,12,23,23,7,""
12,2,12,29,45,78,60,78,59,20,8,4,8,9,15,14,0,0,2,3,12,15,16,22,17,""
13,7,4,22,57,61,87,94,59,26,18,13,14,19,23,13,5,0,5,4,15,15,28,36,5,""
14,8,8,19,60,91,108,98,77,36,12,12,10,11,24,31,32,7,12,18,22,26,33,50,9,""
15,22,25,44,54,148,150,167,124,250,148,67,10,7,121,139,16,9,12,19,25,20,26,17,10,""
16,10,8,35,72,100,92,92,64,118,85,209,17,13,29,17,7,6,12,12,14,29,26,17,4,""
17,9,13,43,62,94,101,102,69,31,31,16,12,13,19,30,30,9,15,20,23,33,25,28,28,""
18,10,10,34,57,62,68,101,66,47,23,13,13,11,23,19,18,19,18,20,20,25,38,32,23,""
19,7,7,28,45,81,81,103,127,35,21,18,15,10,18,10,24,8,15,10,17,26,16,28,36,""
20,27,17,30,58,67,78,96,59,153,49,17,24,17,24,26,97,210,21,18,25,16,25,26,12,""
21,6,13,28,15,69,114,84,52,36,6,14,14,6,16,29,102,19,18,17,22,26,30,22,11,""
22,10,8,9,28,56,48,61,112,67,6,12,21,6,15,22,12,22,19,15,16,20,28,9,9,""
23,16,9,36,50,43,53,70,58,43,28,11,85,58,224,27,12,16,19,13,14,17,27,27,12,""
24,8,11,12,55,61,46,171,105,42,17,18,13,20,23,18,12,20,19,16,26,19,37,30,21,""
25,12,15,38,43,48,87,60,55,43,23,5,14,15,15,25,23,16,14,12,24,28,42,44,25,""
26,14,12,40,62,57,65,120,81,39,20,13,18,22,21,11,18,77,13,89,52,34,31,38,37,""
27,15,15,31,69,92,93,83,72,32,24,13,13,20,256,6,114,17,14,20,21,32,183,46,14,""
28,10,9,25,19,65,70,74,91,78,17,11,7,129,163,23,23,19,42,13,28,32,44,42,18,""
29,10,10,18,17,60,78,65,48,82,150,106,55,198,108,27,17,27,18,15,25,27,35,52,24,""
30,12,17,18,49,70,53,61,48,90,235,19,8,10,20,25,137,187,58,22,30,30,36,59,44,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
