jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,9,8,12,10,21,18,14,23,8,14,11,12,13,10,12,8,8,5,2,5,2,3,2,4,""
02,10,8,9,12,9,12,8,11,5,11,14,11,18,6,9,11,6,4,6,7,11,12,17,11,""
03,8,14,9,25,29,29,20,18,25,17,23,12,17,24,13,15,10,8,5,4,9,8,15,11,""
04,11,13,23,19,23,35,31,25,22,29,34,41,37,21,18,16,18,6,4,3,1,6,10,16,""
05,19,15,12,25,32,37,16,21,14,25,26,16,20,20,29,14,15,9,3,5,5,8,5,13,""
06,6,8,10,15,17,29,16,5,9,24,15,15,14,19,10,10,10,5,9,4,5,9,8,3,""
07,12,7,14,25,22,21,33,29,26,30,23,35,44,25,20,16,10,2,8,7,6,5,4,6,""
08,9,10,10,17,20,21,15,16,19,15,17,19,21,19,15,17,9,5,4,4,9,5,5,9,""
09,12,8,14,24,28,42,13,19,27,20,14,23,16,12,14,10,9,4,2,5,3,4,5,10,""
10,10,7,11,22,18,26,12,7,5,10,8,11,7,14,7,7,7,3,1,1,-1,6,7,5,""
11,5,7,9,8,11,20,17,1,-1,-1,16,14,7,30,13,10,11,5,2,4,2,5,6,10,""
12,6,9,10,23,21,15,16,6,9,1,2,5,9,7,11,4,7,4,7,2,2,2,2,8,""
13,7,7,11,23,25,19,13,7,6,5,4,7,13,11,15,10,2,5,2,3,3,5,5,5,""
14,1,2,8,19,18,17,15,9,12,14,10,5,5,1,14,6,4,10,1,1,2,6,8,5,""
15,9,2,10,19,17,23,21,21,12,16,16,10,8,6,14,11,4,4,3,3,4,5,5,7,""
16,6,6,10,12,10,17,11,23,4,5,8,4,15,13,11,3,4,3,2,2,4,7,4,4,""
17,8,6,15,23,15,22,19,12,14,7,9,11,17,17,8,7,8,1,12,2,1,6,1,11,""
18,8,7,11,21,18,14,15,14,10,19,16,15,16,13,5,12,9,4,3,2,1,2,6,7,""
19,4,7,13,11,15,16,9,4,-1,2,4,2,-1,2,7,3,2,2,3,4,2,2,3,6,""
20,8,9,6,15,12,19,7,6,3,3,3,1,5,7,5,7,2,-1,3,3,3,3,6,4,""
21,11,12,19,15,23,10,12,13,5,14,10,14,22,11,9,8,5,2,3,4,3,4,4,9,""
22,7,12,5,21,25,19,23,19,9,10,14,13,12,14,10,13,6,3,1,5,3,10,12,6,""
23,2,10,15,15,23,18,9,14,5,5,8,4,6,3,8,7,3,12,3,5,6,7,8,8,""
24,7,4,13,9,27,22,15,8,5,3,8,4,11,8,9,2,10,9,4,4,5,3,7,3,""
25,8,10,8,10,20,13,22,17,8,3,3,7,9,10,6,9,4,2,3,4,7,5,6,3,""
26,13,14,17,15,21,15,14,12,13,7,5,15,8,11,17,10,7,10,1,10,3,7,13,9,""
27,12,13,11,15,15,23,23,8,12,12,20,23,13,22,19,15,11,10,6,9,7,11,13,14,""
28,13,14,11,28,20,21,13,26,17,15,20,20,17,18,22,6,10,10,7,2,10,8,16,17,""
29,19,21,10,23,28,31,26,26,26,24,21,17,16,23,14,15,12,8,5,8,12,11,6,14,""
30,10,9,21,23,17,18,17,16,12,11,10,13,11,10,11,8,11,3,3,4,6,9,9,2,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
