jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,324,317,344,410,379,445,497,238,402,376,187,28,64,578,394,578,396,325,121,164,127,6,6,3,""
02,-1,-1,-1,-1,-1,-1,-1,-1,149,37,203,55,134,447,367,321,67,137,57,45,98,92,108,286,""
03,457,423,446,468,522,527,499,383,302,287,283,225,250,253,176,85,81,42,18,17,30,40,75,105,""
04,155,186,251,240,268,333,364,468,459,482,365,154,253,191,361,398,354,176,102,99,118,20,232,159,""
05,300,282,375,333,393,459,550,600,508,475,427,377,349,386,89,120,64,7,46,163,110,86,252,255,""
06,344,411,479,491,528,571,532,542,520,507,446,108,6,69,266,227,16,14,198,172,242,80,25,6,""
07,6,137,327,336,263,401,550,498,522,551,452,457,455,390,350,294,278,180,103,62,112,146,125,220,""
08,230,275,344,314,328,263,331,356,415,140,296,340,313,387,397,427,345,237,130,110,147,83,138,225,""
09,362,433,397,408,380,432,425,481,486,497,444,400,396,317,306,297,319,236,123,66,63,75,131,209,""
10,290,319,334,392,453,470,494,472,579,532,406,340,387,395,425,370,358,263,156,120,87,219,36,45,""
11,280,335,389,352,420,441,467,542,519,395,230,11,165,144,352,25,6,9,22,79,181,172,221,435,""
12,472,495,578,624,621,631,592,569,573,340,539,488,504,530,510,500,519,447,219,91,129,11,-1,-1,""
13,104,455,493,478,524,580,597,541,467,305,222,359,339,353,348,385,364,252,116,61,36,52,84,142,""
14,239,197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,207,158,88,72,81,111,160,255,""
22,359,360,407,472,495,499,502,521,504,429,479,384,383,358,313,187,69,27,17,8,17,35,120,317,""
23,409,416,478,512,560,572,541,563,370,7,6,6,6,6,6,1,-1,-1,-1,77,158,240,271,34,""
24,237,327,471,494,568,585,527,533,444,371,420,134,350,431,335,242,143,178,150,89,113,117,172,275,""
25,336,388,467,449,495,512,521,465,442,312,33,6,150,324,359,301,222,75,52,59,82,78,103,176,""
26,243,260,371,347,359,420,413,411,278,6,238,352,291,217,124,20,18,7,5,5,7,15,97,158,""
27,216,242,323,331,366,414,229,153,506,529,497,425,388,331,100,24,14,7,9,13,0,16,89,234,""
28,251,278,485,505,494,510,558,457,340,10,45,323,330,45,10,2,23,14,200,62,52,179,107,5,""
29,12,38,130,249,253,374,316,313,283,301,328,220,37,18,15,227,5,6,2,103,178,289,14,3,""
30,2,7,29,64,150,306,460,325,213,108,358,138,43,3,2,6,5,10,1,39,1,71,144,21,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
