jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,7,4,9,8,12,11,6,11,15,25,11,12,20,18,15,22,27,25,20,16,7,14,11,3,""
02,13,7,16,10,7,11,8,15,13,10,13,10,6,21,25,24,25,36,27,13,8,15,11,9,""
03,12,-1,26,12,10,6,9,6,14,17,9,21,11,21,17,22,28,33,24,12,7,10,4,7,""
04,7,8,7,6,7,10,15,8,11,15,11,10,16,20,19,27,40,47,26,14,8,6,6,10,""
05,8,9,6,8,8,11,8,9,8,8,13,13,19,18,21,34,53,48,34,21,7,7,5,5,""
06,6,5,8,10,12,5,10,10,11,15,8,23,13,12,14,26,44,38,27,11,8,7,9,7,""
07,9,6,6,12,11,8,7,12,13,9,22,14,21,20,22,48,34,65,48,17,13,13,5,10,""
08,10,8,8,25,13,11,38,11,13,10,10,15,14,20,19,42,73,62,44,11,6,11,8,11,""
09,8,9,19,10,11,8,11,14,17,12,12,15,5,24,34,47,53,48,44,14,12,10,5,10,""
10,7,10,12,17,10,10,6,16,11,12,14,26,11,20,27,49,67,76,22,18,13,11,6,7,""
11,8,7,7,10,6,12,20,16,17,16,17,27,25,14,33,62,79,65,35,12,15,9,10,7,""
12,5,7,18,9,7,8,11,11,13,18,10,10,21,20,25,54,53,78,38,15,8,11,21,8,""
13,9,4,12,4,6,8,8,8,11,17,7,15,21,13,20,38,66,50,31,19,5,8,6,15,""
14,10,15,12,20,14,8,13,12,16,16,13,20,22,25,35,46,57,56,32,10,8,16,9,10,""
15,7,5,6,11,11,19,19,19,25,23,23,23,20,32,45,51,61,37,27,12,10,14,6,13,""
16,7,9,12,13,5,5,17,12,5,16,14,21,15,22,30,48,52,68,33,10,11,12,6,16,""
17,5,8,14,7,14,8,11,23,13,19,15,19,28,23,25,60,52,57,38,15,10,5,13,7,""
18,9,5,8,8,5,7,41,22,9,12,14,14,25,24,28,45,38,46,28,12,13,19,6,17,""
19,14,9,15,8,7,15,13,13,19,13,20,19,16,19,37,41,65,40,24,18,11,14,8,19,""
20,5,6,7,8,15,13,16,23,31,23,21,21,32,21,23,49,43,38,45,27,20,4,7,13,""
21,15,14,10,8,9,13,10,26,15,10,19,16,19,31,31,35,40,43,21,19,11,6,9,6,""
22,12,9,10,15,7,13,15,12,20,15,24,22,29,26,26,42,36,27,32,21,10,14,11,12,""
23,10,7,12,13,16,16,19,15,23,12,11,25,27,15,43,43,44,32,28,21,10,11,7,8,""
24,11,8,7,9,10,20,10,13,27,28,16,21,23,25,28,29,42,47,16,14,18,10,10,9,""
25,12,10,16,21,10,11,16,12,18,20,14,17,18,14,23,28,42,26,22,23,20,11,9,16,""
26,6,11,12,22,5,12,17,15,17,16,22,15,18,15,26,34,27,36,16,17,6,6,11,5,""
27,11,7,3,11,7,9,16,14,13,10,14,24,10,11,17,36,35,31,26,15,10,10,18,24,""
28,6,3,8,13,11,12,11,18,15,20,23,15,11,21,24,22,45,45,28,20,13,10,6,7,""
29,13,7,10,17,9,8,18,11,23,18,12,14,18,14,25,37,25,30,32,17,12,17,7,14,""
30,8,12,11,14,13,17,19,15,23,19,16,15,7,12,17,24,33,33,16,35,19,12,14,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
