Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,3,6,4,8,17,32,42,42,52,45,50,48,37,39,26,26,22,22,39,10,6,12,5,27
2,297,19,20,18,30,46,61,51,66,79,59,69,84,61,51,47,40,41,24,16,25,20,15,19
3,-1,413,64,245,74,33,52,65,72,84,77,187,176,140,74,75,122,69,29,25,18,15,8,5
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,9,9,17,14,26,39,44,58,73,61,82,69,70,52,44,51,48,49,42,25,20,21,29,12
6,5,9,13,17,31,52,49,60,82,67,73,95,57,69,63,38,48,35,26,29,102,124,75,414
7,171,5,7,9,26,25,44,49,55,57,56,56,45,55,44,29,56,44,61,38,42,24,5,5
8,-1,52,6,17,7,15,16,25,22,46,41,32,28,37,30,44,27,23,19,23,21,8,11,4
9,8,10,10,13,22,28,32,57,57,53,47,63,50,46,50,41,45,41,30,30,22,22,15,10
10,5,1,8,6,17,21,23,34,30,39,40,29,41,58,65,49,29,35,31,31,46,38,11,7
11,12,27,8,19,24,18,45,38,38,49,47,45,45,44,37,76,61,42,48,36,34,24,17,9
12,23,7,15,24,25,38,38,51,59,58,59,60,38,67,46,48,56,60,57,27,25,27,28,27
13,6,12,14,32,38,35,41,60,50,69,63,55,50,58,65,86,92,159,79,88,43,38,11,9
14,7,20,15,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,36,47,38,46,34,15,13,14
15,6,12,11,15,46,38,54,45,55,80,62,54,49,48,40,52,66,54,45,28,31,20,12,8
16,5,35,15,12,23,29,26,39,41,47,41,53,43,32,37,37,52,30,38,36,26,6,4,10
17,6,6,5,14,18,24,38,37,43,50,27,36,35,17,34,17,13,3,5,10,11,8,9,2
18,2,10,11,15,15,17,18,32,21,194,56,30,23,75,228,30,26,36,16,14,17,12,3,7
19,5,7,3,8,19,20,21,22,29,37,28,42,39,28,32,34,26,30,23,20,20,10,9,4
20,4,6,9,10,17,32,44,29,31,26,19,25,30,33,38,28,28,23,26,23,10,11,11,9
21,-1,6,7,14,18,15,20,29,104,22,28,46,36,34,25,25,18,12,7,9,4,74,77,17
22,36,14,24,8,5,6,10,8,8,10,11,14,9,9,9,9,13,3,4,1,4,10,4,1
23,2,1,7,2,3,1,5,10,13,8,8,2,6,6,4,5,2,5,1,-1,2,-1,7,3
24,1,4,6,8,8,10,8,10,15,20,21,17,21,22,19,24,18,22,21,11,5,7,4,7
25,16,18,18,15,10,17,19,22,23,25,40,21,28,30,13,30,15,16,13,14,16,7,4,4
26,6,27,9,8,17,28,22,20,30,29,33,48,29,29,35,29,25,30,21,12,9,8,7,4
27,2,4,2,8,3,179,18,15,21,16,26,28,30,19,38,32,32,16,13,16,9,3,8,2
28,5,5,8,8,14,18,25,33,32,36,31,31,30,27,33,26,24,23,27,18,14,12,8,17
29,15,17,11,18,17,25,28,28,33,36,34,35,42,25,35,35,18,21,15,13,15,6,17,13
30,6,7,11,12,204,122,72,133,72,19,16,36,28,25,36,36,24,23,21,16,12,11,10,4
31,11,16,7,12,16,16,23,32,34,30,37,29,38,24,21,26,21,21,28,14,8,1,1,3
