Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,15,19,21,9,10,5,3,8,8,14,32,71,83,91,42,54,57,77,123,109,110,74,47,47
2,36,17,18,11,8,6,5,6,7,16,30,77,96,108,64,34,57,80,106,95,98,49,43,18
3,12,10,8,4,10,5,4,6,10,20,29,41,68,47,34,34,37,46,65,40,43,23,11,15
4,10,11,9,5,5,13,3,6,12,9,17,30,63,58,20,20,28,47,44,26,26,21,24,9
5,76,19,8,4,7,4,4,6,10,7,19,44,43,49,25,30,27,36,50,40,43,18,19,16
6,12,7,7,4,7,4,4,7,10,11,18,55,54,40,21,27,36,44,42,30,31,25,13,14
7,10,10,16,6,2,3,3,9,7,6,17,39,64,42,17,24,35,27,36,39,35,25,17,20
8,16,20,12,11,6,5,3,7,10,5,17,30,46,26,23,24,35,48,50,35,38,27,20,17
9,22,16,35,33,13,4,5,6,12,12,21,33,57,32,30,35,40,68,43,51,42,27,14,32
10,15,10,8,6,5,5,6,4,4,10,20,43,48,41,14,24,45,50,45,46,46,22,26,23
11,14,11,13,6,4,3,5,9,7,17,23,27,44,46,22,17,29,57,45,49,36,35,21,5
12,7,12,18,4,5,5,8,7,9,9,26,40,43,34,19,26,31,38,21,24,31,18,7,6
13,21,35,9,2,5,10,3,11,5,7,7,21,25,18,6,17,30,15,29,37,22,29,15,11
14,19,18,9,11,9,2,7,2,5,13,15,25,28,19,12,11,30,31,27,19,29,27,12,12
15,13,3,8,2,6,3,6,7,6,7,20,23,29,16,11,16,26,33,28,17,35,18,18,13
16,11,5,14,5,7,5,7,5,4,10,14,25,37,18,19,21,76,52,51,55,96,74,60,23
17,30,24,9,11,15,6,7,8,8,14,20,33,49,27,20,27,41,47,52,38,39,22,19,21
18,10,14,10,6,3,4,6,8,10,16,14,35,32,17,11,21,28,36,32,29,28,31,18,10
19,13,10,8,7,4,8,3,6,7,13,22,37,30,25,32,44,78,101,87,68,89,79,62,66
20,55,34,44,32,13,23,11,17,14,27,26,52,47,31,42,30,83,74,60,74,94,75,72,55
21,66,41,29,25,25,15,9,7,13,15,28,63,81,46,42,52,75,90,69,57,86,85,69,44
22,56,32,27,27,20,34,21,24,13,20,33,57,78,33,64,60,95,104,72,65,117,77,78,50
23,42,27,27,20,17,4,11,14,9,22,26,54,58,38,37,50,90,84,48,71,70,65,54,43
24,31,24,20,14,11,15,7,7,19,23,22,43,44,23,50,52,109,74,74,64,83,89,56,30
25,21,31,29,40,23,18,18,19,20,33,36,60,66,35,41,57,79,65,87,54,62,61,64,54
26,34,32,30,20,10,14,20,12,13,12,25,36,55,32,27,44,71,86,70,60,79,66,53,47
27,29,34,27,31,20,17,9,8,10,22,21,36,54,33,28,32,69,81,63,76,69,59,54,50
28,31,36,31,29,8,12,7,11,15,19,34,55,36,29,31,56,78,90,79,73,89,63,79,48
29,38,47,31,23,25,11,13,12,14,22,30,53,44,27,41,55,70,98,102,84,114,85,72,58
30,50,25,26,21,16,23,12,10,20,20,28,51,35,36,27,45,76,78,71,70,111,102,82,60
31,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
