aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,21,24,28,28,22,19,10,18,9,12,6,7,5,12,11,11,8,8,6,10,11,13,22,23,""
02,29,30,30,32,23,19,26,22,19,17,11,12,9,11,9,5,11,11,13,5,13,16,19,24,""
03,25,19,27,25,20,16,15,15,7,14,12,12,9,15,11,12,12,9,11,10,9,10,26,23,""
04,20,17,23,25,31,20,13,19,16,15,12,18,12,11,9,14,12,11,15,16,12,15,20,19,""
05,31,33,25,24,21,16,21,17,22,15,13,18,10,12,14,13,10,10,12,12,10,12,15,29,""
06,22,24,31,25,16,18,22,13,20,8,13,14,12,7,8,10,12,14,14,9,8,15,13,22,""
07,19,25,24,21,24,23,20,16,15,10,12,16,10,11,15,13,12,9,13,11,14,12,14,21,""
08,20,23,32,34,23,16,18,20,16,14,14,16,7,12,12,6,15,12,9,13,14,11,12,23,""
09,28,22,28,23,29,22,21,27,22,14,16,13,14,12,10,9,16,16,13,14,13,18,22,29,""
10,22,21,30,26,24,22,22,21,24,14,12,14,10,13,23,10,15,14,13,20,14,18,15,26,""
11,30,29,39,32,30,19,19,21,23,25,22,16,24,20,16,13,10,10,13,8,18,13,22,30,""
12,30,45,39,56,42,36,28,36,37,41,22,31,21,14,21,13,11,11,10,20,15,23,18,19,""
13,32,33,42,41,26,28,20,25,26,27,21,20,13,12,14,16,12,14,8,14,15,12,18,20,""
14,28,25,37,22,21,15,15,22,21,18,15,8,13,11,14,12,13,8,16,19,19,18,17,21,""
15,19,18,21,16,26,25,17,18,13,13,12,9,10,10,7,9,6,9,12,7,15,10,18,18,""
16,16,18,18,19,18,14,12,15,9,9,7,7,17,9,9,12,8,8,9,8,7,12,19,19,""
17,22,18,21,16,17,8,15,14,12,9,10,12,8,9,6,9,8,9,7,10,8,8,9,16,""
18,15,25,22,20,17,14,11,13,11,10,8,6,11,12,6,5,10,9,4,13,14,8,14,11,""
19,11,16,18,9,19,13,12,15,17,12,9,7,8,8,5,10,6,7,8,11,7,10,13,17,""
20,17,19,15,17,19,16,14,10,10,8,8,7,8,9,9,11,10,15,3,9,4,15,8,16,""
21,11,21,18,19,16,18,11,12,7,9,7,5,9,9,6,9,11,14,13,8,13,9,17,21,""
22,19,16,16,14,22,23,16,14,16,5,9,8,7,12,6,12,10,14,7,15,16,12,13,11,""
23,22,15,19,23,18,19,12,20,13,11,9,13,15,10,15,12,16,12,9,12,13,13,15,17,""
24,14,18,18,25,22,10,18,15,20,10,9,12,10,9,9,14,8,9,13,10,9,8,12,27,""
25,15,23,14,22,24,14,9,16,19,17,15,14,9,9,11,16,7,8,12,11,8,8,14,15,""
26,22,15,13,13,15,12,16,16,11,16,7,10,12,12,8,8,9,16,7,14,7,11,13,14,""
27,21,17,20,13,18,10,13,14,10,14,12,6,6,11,10,7,13,10,9,13,9,9,16,16,""
28,21,17,19,20,12,20,9,15,14,11,12,12,11,11,11,13,10,12,11,12,15,10,12,12,""
29,11,15,12,21,16,10,12,13,15,13,11,12,10,11,10,6,11,7,7,11,8,12,13,18,""
30,18,24,15,19,14,9,8,12,11,12,12,14,14,10,9,18,10,12,4,18,19,12,12,15,""
31,18,18,14,19,28,20,12,12,9,11,7,12,14,7,11,9,6,7,8,6,-1,-1,-1,-1,""
