aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,75,57,76,60,48,48,""
05,32,37,30,60,88,66,87,62,84,78,103,137,112,119,80,102,73,57,71,65,71,45,52,50,""
06,41,40,46,54,63,64,95,82,117,91,92,110,93,115,87,95,87,73,64,77,89,68,59,33,""
07,34,41,50,75,71,102,110,91,88,102,114,108,82,93,83,83,57,46,71,71,71,60,47,52,""
08,43,20,49,49,67,86,89,97,87,109,129,90,103,102,91,102,93,75,66,73,84,66,56,45,""
09,43,39,46,61,86,116,123,106,97,108,129,117,119,70,68,68,55,41,35,56,50,45,33,55,""
10,37,45,41,71,77,72,99,112,90,104,142,138,151,147,89,108,82,66,51,69,49,49,37,32,""
11,31,31,36,38,62,83,86,83,91,77,105,108,102,56,14,19,57,70,57,53,69,41,38,38,""
12,24,38,46,63,86,104,124,128,142,165,187,154,162,136,125,139,91,88,104,55,48,60,51,30,""
13,41,46,55,46,64,90,103,69,120,89,116,138,131,125,111,111,93,75,65,52,65,50,35,32,""
14,42,33,50,35,68,75,83,69,71,89,142,100,115,83,84,89,57,36,57,58,47,50,70,27,""
15,34,32,35,42,47,52,57,62,58,69,79,88,61,77,77,76,44,56,46,48,47,49,31,25,""
16,19,34,17,27,51,44,55,44,55,60,57,63,64,47,55,56,22,47,29,51,29,37,30,27,""
17,36,26,33,48,65,63,63,62,62,70,94,82,92,87,85,77,59,58,70,69,55,51,47,49,""
18,31,35,22,13,19,20,52,41,54,48,72,63,48,47,41,51,30,39,24,45,36,39,24,19,""
19,20,21,34,29,30,40,27,21,35,34,48,51,40,41,45,37,34,23,30,34,43,26,35,22,""
20,28,22,21,27,39,33,30,39,48,42,56,47,44,49,49,35,22,29,29,24,37,25,28,21,""
21,14,26,26,27,46,43,32,28,38,40,64,54,42,35,40,26,23,36,31,47,19,32,31,21,""
22,15,19,21,17,37,34,35,31,31,49,38,48,49,56,43,44,36,33,33,54,35,27,26,23,""
23,32,26,21,34,20,32,32,23,50,41,41,39,24,46,51,44,34,32,25,30,44,35,25,21,""
24,13,20,25,31,28,38,32,25,35,29,50,44,30,42,30,36,29,28,20,35,33,31,31,19,""
25,29,22,19,32,29,30,29,36,38,30,51,38,39,34,50,46,30,45,27,36,32,43,18,30,""
26,28,26,21,26,39,40,29,39,33,47,48,31,15,25,30,50,30,29,38,32,39,25,27,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,1,0,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
