aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,28,23,33,60,68,75,80,100,106,131,108,116,103,63,41,41,42,45,43,36,45,43,38,21,""
02,36,34,42,43,39,71,86,83,102,112,114,112,83,76,73,53,69,82,61,40,59,33,28,33,""
03,30,40,29,37,80,58,61,93,97,109,90,112,81,84,80,67,49,73,55,46,40,41,33,28,""
04,41,55,40,37,43,60,78,90,108,125,105,91,106,78,68,83,55,78,60,45,44,42,26,29,""
05,14,38,43,50,51,62,75,106,124,114,93,115,102,85,82,65,68,78,51,60,50,19,21,24,""
06,25,17,28,36,42,53,64,72,80,59,82,67,75,55,44,51,56,50,52,49,27,28,26,26,""
07,33,23,27,35,28,51,62,73,100,82,92,77,88,56,49,72,46,45,40,56,51,49,37,33,""
08,23,37,32,36,47,56,71,88,81,98,93,83,83,73,70,77,67,59,55,67,54,51,40,42,""
09,47,40,40,37,39,55,73,63,70,101,90,85,77,70,64,51,56,68,63,63,52,28,34,33,""
10,32,32,41,61,45,42,73,76,86,94,95,89,92,88,65,70,58,75,65,59,49,37,46,27,""
11,36,34,25,45,41,46,76,77,98,98,96,102,105,83,76,79,87,62,59,62,54,41,39,46,""
12,28,32,47,59,88,78,117,124,145,129,142,150,123,105,100,110,109,94,80,109,92,62,49,42,""
13,46,56,55,54,85,72,69,109,102,117,112,100,102,89,75,75,62,54,52,55,46,42,38,24,""
14,18,35,37,40,60,55,90,89,89,79,118,95,90,85,64,66,70,62,43,63,49,34,42,28,""
15,44,39,26,53,50,52,49,58,74,54,81,74,62,74,59,17,0,20,43,47,31,35,31,31,""
16,28,32,34,28,50,36,62,68,66,48,55,60,59,67,50,58,64,54,60,46,31,27,20,39,""
17,29,30,37,38,48,38,66,80,74,66,83,60,58,61,50,57,57,56,45,26,39,36,35,43,""
18,20,26,41,41,60,55,74,67,62,68,78,66,69,58,53,41,55,56,52,36,34,22,20,35,""
19,28,36,39,39,39,42,52,49,58,60,61,46,65,56,33,38,49,41,43,36,33,24,25,24,""
20,24,25,39,33,32,43,50,51,53,64,52,60,50,45,45,49,63,53,40,42,33,34,37,26,""
21,24,36,37,45,37,51,51,61,57,55,43,35,50,65,37,51,40,58,44,42,28,24,46,38,""
22,39,25,35,45,42,41,68,63,71,37,50,63,48,47,26,38,30,24,16,25,37,27,33,21,""
23,26,30,50,34,43,42,67,65,56,49,41,42,52,36,37,40,43,43,27,47,43,31,28,23,""
24,18,21,25,21,43,35,55,61,68,58,30,48,55,40,58,56,47,49,41,55,22,30,18,24,""
25,13,29,21,38,44,35,35,56,36,52,44,48,51,48,40,30,48,46,53,46,24,33,21,25,""
26,28,21,41,38,48,49,50,73,56,52,41,40,44,44,38,52,60,40,27,26,48,29,18,18,""
27,17,27,22,22,30,23,37,34,40,44,55,28,30,48,53,56,45,44,33,25,29,36,27,31,""
28,16,22,24,34,29,37,58,55,57,24,30,38,39,32,50,48,45,44,32,42,29,25,19,28,""
29,16,9,25,28,32,39,49,36,45,29,33,28,31,37,41,38,31,30,30,40,47,17,16,22,""
30,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
