aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,35,47,48,39,35,38,23,31,35,28,21,29,23,26,18,25,18,16,21,26,21,43,27,23,""
02,33,28,39,39,32,32,28,24,24,28,37,21,25,22,18,17,22,16,23,12,17,15,27,27,""
03,46,38,39,39,23,24,28,28,29,28,25,28,24,27,27,17,22,26,19,25,21,26,34,27,""
04,31,35,40,29,35,26,23,32,28,33,31,31,22,29,25,19,15,19,22,17,17,26,25,37,""
05,40,43,35,22,18,31,33,41,42,30,32,29,27,19,14,22,25,29,19,18,20,23,20,40,""
06,40,31,48,45,30,36,44,22,27,21,17,28,26,27,25,26,18,19,18,17,25,29,21,39,""
07,34,42,41,34,24,27,26,29,24,33,32,20,21,21,24,25,18,15,31,35,32,26,33,29,""
08,33,36,37,40,41,26,34,29,25,29,40,34,24,22,21,28,30,21,15,32,30,32,35,45,""
09,45,36,38,55,57,27,25,26,34,42,39,27,30,12,19,23,29,21,16,24,25,38,38,40,""
10,46,47,41,55,41,34,24,32,42,36,28,31,24,21,29,25,23,23,22,32,33,37,29,49,""
11,42,45,56,57,32,29,32,33,56,54,39,38,47,35,31,33,32,31,31,32,44,40,49,47,""
12,54,68,62,105,62,55,55,69,62,100,63,57,45,60,34,22,39,28,30,35,41,36,29,41,""
13,41,58,52,70,39,46,32,36,41,45,41,47,39,29,22,31,22,29,20,27,32,34,30,52,""
14,68,41,53,41,38,21,24,26,30,38,35,39,32,31,30,36,23,27,21,32,29,28,23,42,""
15,46,35,43,53,28,35,38,45,34,34,38,24,47,16,28,21,-1,32,26,22,20,28,27,35,""
16,30,37,32,40,52,34,39,38,32,45,30,42,38,34,29,24,30,33,17,25,26,31,35,39,""
17,43,23,29,34,33,23,30,33,30,48,39,30,32,25,19,29,28,29,22,25,43,22,33,26,""
18,25,44,39,37,56,23,28,47,59,54,46,40,32,38,26,16,28,22,26,27,27,30,41,47,""
19,37,47,36,44,39,41,30,40,30,45,15,-1,-1,-1,6,17,22,20,13,25,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,7,33,27,25,29,33,25,20,26,22,21,17,18,27,20,27,23,28,""
21,29,21,22,19,33,16,13,25,14,23,28,22,15,19,21,24,21,22,24,22,23,26,34,49,""
22,33,32,35,36,29,30,41,36,30,26,22,24,17,28,27,22,10,22,17,18,36,24,30,36,""
23,29,28,29,51,32,25,21,31,27,26,20,25,28,17,19,26,17,19,14,19,35,35,29,26,""
24,27,11,26,20,22,17,22,18,30,26,27,22,13,22,20,21,22,21,19,39,42,53,56,64,""
25,51,44,40,45,53,39,55,48,41,37,40,35,26,30,20,29,24,24,35,33,25,35,40,59,""
26,52,47,46,37,45,23,29,29,22,39,30,40,34,28,26,20,29,31,19,25,22,34,40,39,""
27,41,39,39,45,27,31,24,32,44,25,33,25,24,30,26,21,20,20,25,22,25,26,32,42,""
28,30,38,36,29,33,31,39,34,31,25,34,42,29,25,19,24,23,22,16,22,35,27,34,19,""
29,22,22,23,37,44,37,24,38,36,35,31,31,31,21,20,23,23,20,22,15,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
