may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,38,22,19,23,18,43,41,25,17,28,53,48,60,61,78,69,83,75,69,62,88,83,77,40,""
02,26,16,16,16,13,28,30,39,54,65,59,84,83,88,83,90,124,93,120,113,99,102,96,62,""
03,48,16,5,10,21,29,38,40,37,42,45,58,28,38,92,96,57,86,61,0,48,32,51,41,""
04,-1,-1,-1,-1,-1,-1,-1,31,73,43,56,89,112,121,48,-1,-1,-1,-1,-1,-1,-1,44,26,""
05,14,18,21,53,-1,16,58,77,66,77,79,105,102,123,114,103,102,108,115,82,79,91,59,78,""
06,18,14,15,101,48,23,46,39,54,86,93,102,132,130,153,132,117,116,114,126,120,98,91,47,""
07,24,26,20,16,35,48,60,52,55,80,96,95,118,161,142,141,138,133,119,82,98,96,64,35,""
08,21,14,22,22,36,56,81,60,82,114,115,109,103,120,135,99,109,104,27,31,49,45,35,30,""
09,31,12,13,14,62,26,33,24,43,60,67,85,84,98,100,82,82,71,52,45,46,56,37,21,""
10,9,11,3,23,12,21,26,30,34,41,34,51,52,74,77,56,-1,-1,59,75,92,81,56,60,""
11,35,41,39,32,76,60,37,71,75,78,96,108,98,141,182,91,95,122,94,110,132,98,54,44,""
12,34,28,30,28,42,24,38,56,47,60,66,88,103,116,127,92,66,79,42,48,49,77,67,49,""
13,25,36,19,35,45,63,76,96,83,100,127,123,122,103,93,77,75,98,88,79,113,84,85,66,""
14,50,34,46,55,69,40,60,70,84,81,95,96,123,109,116,128,107,81,110,106,100,166,96,63,""
15,47,36,28,5,19,38,41,34,35,34,43,49,56,64,62,49,62,46,45,46,84,55,38,25,""
16,12,12,14,21,52,36,62,23,29,37,51,39,49,67,53,74,44,73,66,74,72,90,69,19,""
17,9,96,34,34,49,21,31,41,47,52,55,72,65,87,91,69,59,60,64,33,40,47,48,32,""
18,12,12,5,18,27,25,24,37,39,58,44,57,64,89,90,71,58,63,61,57,50,55,38,48,""
19,18,14,11,25,23,45,35,29,24,50,41,51,67,72,76,51,40,33,25,32,28,38,34,12,""
20,10,9,8,14,25,27,30,27,38,18,26,29,30,32,55,41,25,42,88,65,75,54,67,44,""
21,35,20,19,71,70,55,102,46,60,75,88,113,88,108,105,108,41,75,39,32,49,84,68,52,""
22,33,21,35,46,51,46,40,22,44,55,62,54,64,81,87,70,66,49,45,58,102,72,52,42,""
23,24,0,0,0,2,0,45,33,44,38,42,65,62,121,175,132,21,85,87,50,25,43,80,36,""
24,17,47,114,85,62,91,61,38,53,47,56,56,74,77,103,83,74,86,48,64,69,65,45,27,""
25,16,13,16,9,32,37,56,57,54,67,74,83,70,78,80,95,53,71,66,53,66,67,87,83,""
26,37,45,53,66,41,41,30,43,31,55,62,81,68,83,78,73,56,46,53,48,66,81,75,46,""
27,36,25,19,20,22,27,60,41,20,44,47,45,57,60,71,54,28,55,56,59,65,49,48,40,""
28,33,0,5,38,51,63,63,32,51,44,36,53,51,76,90,116,119,44,85,81,37,82,49,48,""
29,30,13,16,21,32,68,78,78,42,44,40,54,60,69,50,54,48,43,49,56,52,55,62,40,""
30,24,24,17,24,36,8,20,25,46,60,39,46,43,52,68,41,33,47,90,37,42,45,53,29,""
31,15,16,13,24,25,22,57,64,70,58,19,74,67,102,92,83,56,46,36,37,43,42,70,43,""
