jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,40,34,16,8,22,18,21,22,22,""
03,24,38,32,38,52,77,53,32,33,33,47,54,44,41,33,51,32,10,12,8,28,15,18,33,""
04,27,38,39,48,69,61,55,41,25,32,30,38,48,10,45,52,36,18,10,9,15,22,19,19,""
05,21,38,33,43,53,65,55,47,31,37,46,67,102,121,78,45,42,20,21,16,22,31,19,35,""
06,27,30,47,47,54,62,47,45,45,49,52,52,66,67,63,49,27,20,16,19,17,21,26,24,""
07,44,37,45,50,54,75,67,54,55,36,44,67,67,70,63,45,28,19,21,8,23,16,7,29,""
08,31,26,41,41,76,80,62,60,46,48,53,48,75,69,53,38,33,16,18,11,25,34,17,28,""
09,37,38,48,51,82,68,75,62,50,35,56,73,66,74,4,50,35,20,12,12,26,19,22,21,""
10,12,15,18,24,40,64,64,29,39,38,56,78,23,85,57,50,34,32,16,11,12,22,26,25,""
11,35,27,40,52,71,72,62,49,56,41,47,60,78,75,56,68,43,32,17,13,29,12,28,20,""
12,25,33,48,50,65,66,70,66,42,55,47,62,76,72,59,58,38,23,17,16,17,22,29,21,""
13,33,30,36,49,52,63,40,54,49,39,56,64,84,74,59,33,39,25,10,14,10,18,28,29,""
14,39,35,45,53,74,65,61,27,36,41,65,71,74,68,62,35,32,23,15,16,15,19,28,40,""
15,32,59,45,54,76,57,50,42,29,35,39,62,60,58,55,48,33,14,9,13,16,27,26,41,""
16,39,57,57,66,73,87,71,49,31,28,60,61,57,68,61,43,34,21,13,15,19,17,22,12,""
17,16,32,36,42,52,54,53,33,31,32,40,68,64,48,50,37,38,20,20,13,9,26,13,9,""
18,21,23,43,33,45,42,54,50,31,29,29,43,49,46,45,37,24,16,15,17,18,12,21,18,""
19,19,30,30,59,49,26,35,34,21,27,36,46,57,57,37,31,32,11,11,7,8,16,19,17,""
20,27,26,27,34,51,42,49,33,37,23,26,38,32,42,61,26,30,12,12,12,19,11,12,16,""
21,18,29,29,37,36,39,37,21,27,18,26,35,43,39,40,28,20,12,10,12,7,15,12,20,""
22,19,30,24,31,37,32,47,35,30,19,31,37,36,46,37,29,23,20,11,6,18,12,22,31,""
23,29,20,34,27,34,28,44,37,0,23,34,36,44,38,44,21,17,13,7,8,13,14,17,22,""
24,28,34,31,32,56,30,48,31,37,22,37,50,30,39,37,22,18,14,18,8,8,10,12,23,""
25,28,27,27,42,42,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,24,15,19,33,27,""
26,24,41,38,43,45,66,50,45,37,43,48,41,39,61,40,44,35,19,17,6,22,16,23,23,""
27,34,36,35,55,57,64,61,37,39,53,33,47,51,53,45,30,26,29,18,11,15,13,18,15,""
28,33,31,44,51,51,61,49,49,32,37,43,45,45,56,36,58,33,20,17,18,25,25,27,38,""
29,37,35,48,55,67,55,66,52,54,42,47,38,42,40,45,34,29,17,18,16,20,16,23,31,""
30,41,31,54,53,44,59,44,56,48,38,38,45,34,51,43,35,24,19,12,11,14,20,18,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
