jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,069,055,058,062,066,029,044,062,011,028,056,058,065,026,049,059,043,029,026,042,055,043,098,063
02,071,077,085,093,061,074,077,077,039,000,018,018,000,000,010,031,023,000,000,037,000,038,000,037
03,000,035,037,059,069,096,111,059,042,019,026,032,036,051,044,039,023,009,021,018,030,038,023,048
04,036,035,035,049,033,000,000,062,041,000,000,054,000,000,000,029,015,011,021,031,048,037,044,039
05,030,053,037,057,056,101,115,090,051,042,029,053,046,075,052,047,022,012,007,011,033,039,062,034
06,041,061,077,071,042,000,000,065,075,041,031,028,042,053,066,039,024,027,025,041,034,048,053,081
07,075,072,084,092,081,079,092,059,036,028,044,061,044,073,062,051,014,014,020,022,011,014,039,071
08,055,063,082,072,057,106,131,058,054,048,014,021,040,046,031,020,012,011,014,014,024,028,042,063
09,057,059,056,078,096,104,106,100,104,047,074,068,054,079,077,069,040,024,020,025,030,039,033,034
10,038,044,053,083,095,102,108,071,068,063,046,048,051,056,069,067,036,030,024,030,027,020,038,032
11,034,044,053,086,086,055,126,117,082,064,038,036,035,046,061,045,021,021,032,030,018,031,000,055
12,057,066,000,000,000,000,000,000,029,028,027,047,056,072,059,058,029,026,017,014,015,023,028,058
13,077,086,097,105,074,102,116,096,066,054,032,050,040,059,086,072,029,032,022,031,021,034,058,064
14,082,071,093,100,063,135,099,067,054,030,037,051,051,047,061,058,056,081,082,051,056,081,072,085
15,072,084,088,072,076,071,096,088,091,091,074,077,083,104,082,068,051,038,022,048,064,044,048,060
16,067,000,000,000,000,000,000,090,064,075,076,073,052,089,102,081,066,044,033,039,052,057,052,067
17,080,098,131,112,151,086,100,053,049,063,064,053,070,061,084,077,048,042,039,057,072,067,059,085
18,089,096,084,116,113,119,145,167,143,153,146,120,114,125,112,108,085,054,060,084,077,097,102,115
19,138,146,146,142,162,152,139,149,135,124,109,105,109,120,124,076,062,042,053,070,052,073,092,115
20,122,130,156,192,183,174,000,154,128,114,106,109,107,105,121,000,000,000,000,000,000,000,000,000
21,000,000,000,000,000,000,000,000,000,000,000,110,106,119,133,110,061,055,070,080,094,090,086,100
22,109,108,126,147,182,119,106,105,137,146,104,082,097,121,144,104,068,075,079,065,082,109,116,146
23,159,000,000,204,207,215,160,189,135,000,128,146,133,122,141,100,090,106,072,069,072,073,094,118
24,101,114,130,139,146,067,083,128,132,115,117,115,114,106,113,109,081,071,060,046,051,061,092,116
25,122,123,147,163,126,099,095,061,111,094,071,078,072,090,081,062,067,048,049,046,070,080,085,089
26,098,108,107,104,124,077,082,081,076,100,084,078,117,080,087,079,055,044,039,052,066,077,081,083
27,104,124,137,128,120,126,106,098,075,065,066,067,093,067,081,000,000,000,055,000,000,000,000,000
28,000,000,000,162,149,154,060,063,087,106,096,086,064,081,089,073,071,038,044,051,064,090,074,105
29,110,125,140,118,143,120,140,128,110,087,077,068,080,075,070,079,056,049,056,063,064,076,071,099
30,111,110,128,134,140,093,072,064,089,106,093,069,084,086,075,068,044,049,050,047,053,043,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
