jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,2,3,7,5,7,3,8,8,0,3,1,2,2,6,3,4,4,0,0,2,2,2,5,""
02,5,4,7,8,15,15,11,10,9,4,3,3,6,7,4,3,5,0,1,3,0,2,4,0,""
03,1,4,4,8,2,16,7,9,7,5,4,4,4,5,3,0,4,3,4,2,1,2,4,1,""
04,0,3,2,4,5,9,13,13,13,7,1,8,6,1,8,3,0,4,1,2,1,4,2,0,""
05,6,1,3,3,6,7,11,13,8,14,8,8,7,5,2,3,2,0,1,1,0,0,1,1,""
06,1,1,1,7,7,11,13,9,12,6,8,3,7,1,4,2,0,5,0,0,1,2,2,5,""
07,1,6,3,3,8,11,11,16,16,10,5,4,3,2,6,6,3,0,1,4,4,3,3,1,""
08,5,1,2,6,9,8,16,18,23,15,4,5,8,4,6,5,2,0,0,2,1,3,5,5,""
09,1,3,1,4,8,15,15,22,15,11,11,2,10,5,5,2,3,1,2,2,1,1,1,2,""
10,2,2,6,5,14,17,16,10,14,1,6,3,8,2,3,0,3,1,0,0,0,2,7,2,""
11,2,1,8,8,11,14,16,28,28,14,14,12,7,8,12,1,2,1,0,2,2,0,3,2,""
12,3,4,8,5,10,18,17,20,11,11,10,7,1,8,5,1,2,0,2,2,0,1,0,0,""
13,6,1,0,5,4,12,13,19,25,9,13,8,8,5,5,4,1,3,1,1,1,4,2,2,""
14,3,2,4,8,7,15,25,26,24,7,10,1,8,6,3,1,5,0,2,1,2,1,3,0,""
15,3,6,3,2,5,13,9,15,14,8,4,3,5,6,5,7,2,1,1,0,4,1,6,4,""
16,3,6,4,4,7,9,10,15,11,10,3,4,5,10,3,5,2,4,3,3,0,1,1,3,""
17,0,3,7,9,11,7,11,16,19,9,2,1,8,7,5,3,2,2,1,1,2,0,1,3,""
18,4,3,2,4,2,9,6,13,7,8,2,3,9,4,3,5,1,1,1,2,1,3,5,4,""
19,4,1,1,2,3,8,10,10,9,4,7,3,5,6,6,3,4,2,0,1,2,2,2,1,""
20,2,3,5,5,5,13,20,14,13,2,7,5,4,3,5,2,2,3,0,3,5,2,1,1,""
21,4,3,4,5,10,3,18,11,9,3,9,1,7,10,4,3,3,2,3,2,0,1,2,4,""
22,5,5,4,9,10,13,9,13,9,8,6,2,6,6,4,5,2,2,2,0,2,2,1,3,""
23,6,3,2,4,8,4,6,8,9,3,3,1,7,3,1,1,1,0,0,0,3,2,2,2,""
24,4,3,5,4,5,9,12,5,8,1,3,3,3,2,3,4,5,0,1,2,1,1,2,1,""
25,4,0,5,6,10,7,10,13,4,3,3,2,8,1,3,2,1,0,0,2,0,0,1,0,""
26,1,3,4,2,0,7,6,1,6,6,1,2,3,3,2,1,1,0,2,2,1,0,2,4,""
27,2,3,2,3,8,6,7,8,3,5,6,1,2,3,0,2,0,4,2,0,2,1,1,1,""
28,1,1,2,1,5,10,12,3,8,5,6,2,3,1,2,1,3,2,3,0,3,0,2,3,""
29,2,4,4,8,9,7,14,9,12,9,2,1,2,2,1,1,1,1,1,0,1,1,3,6,""
30,4,1,5,6,5,17,10,7,12,9,4,4,6,1,3,2,2,0,0,1,1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
