aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,93,117,156,154,-1,-1,124,109,98,93,117,105,108,-1,81,57,55,28,32,16,29,29,54,52,""
02,110,121,167,145,173,129,106,56,67,71,59,98,100,70,80,-1,52,27,25,37,33,11,48,53,""
03,93,105,116,128,133,133,114,95,82,94,102,110,115,121,-1,100,57,30,74,57,28,21,30,72,""
04,72,98,126,136,142,115,112,103,67,86,121,0,102,91,77,50,32,29,22,16,16,11,30,42,""
05,64,77,87,92,114,107,75,53,71,106,105,103,100,67,27,19,45,30,18,11,8,13,9,26,""
06,103,109,138,117,133,118,87,91,75,76,68,108,-1,41,41,76,128,40,39,65,35,15,15,30,""
07,-1,-1,-1,-1,-1,-1,92,56,16,16,-1,-1,5,21,36,35,17,19,12,14,12,24,33,38,""
08,90,-1,89,84,101,74,57,72,54,75,59,63,63,63,30,31,24,14,12,10,11,20,15,30,""
09,94,133,135,155,144,128,121,68,64,154,149,70,63,71,42,71,21,20,23,32,21,22,39,48,""
10,51,123,153,164,176,167,101,15,56,33,36,22,20,25,94,63,33,23,14,12,10,13,19,46,""
11,84,115,123,144,124,115,117,39,75,97,94,104,87,63,21,16,30,1,21,4,7,23,46,80,""
12,110,139,138,110,112,92,69,78,58,102,84,94,39,64,65,94,48,40,30,6,25,23,52,90,""
13,113,149,129,152,162,144,44,133,145,130,117,117,98,115,131,78,45,45,39,10,14,36,41,45,""
14,113,143,152,156,149,133,114,99,101,136,146,130,103,98,50,33,44,39,19,7,17,43,50,45,""
15,75,107,114,125,133,111,59,92,74,84,69,38,89,103,94,45,5,2,9,17,1,43,40,62,""
16,56,84,97,118,125,120,58,18,67,98,119,110,56,57,52,44,33,22,4,10,20,33,44,53,""
17,60,87,87,91,105,93,60,2,6,51,30,22,21,57,56,47,31,23,22,16,14,28,22,24,""
18,46,44,77,88,64,68,53,16,13,41,83,40,55,55,71,33,8,3,4,13,35,24,35,42,""
19,57,65,76,77,95,86,57,-1,-1,-1,20,81,51,40,33,49,45,9,8,7,31,11,21,31,""
20,25,23,31,19,34,44,23,24,29,32,35,-1,24,-1,-1,28,32,28,5,1,5,-1,-1,-1,""
21,33,30,29,26,23,27,2,9,31,23,41,21,38,26,23,30,21,22,14,14,6,16,16,18,""
22,19,37,43,37,53,38,33,41,32,53,35,45,31,46,35,23,25,12,2,8,10,24,14,23,""
23,20,44,46,49,54,46,36,24,12,17,10,34,28,15,9,15,6,5,1,6,8,14,23,19,""
24,23,38,65,63,57,52,55,58,56,56,42,52,52,53,65,48,26,20,8,20,4,24,36,34,""
25,42,45,59,87,72,67,64,51,46,60,57,39,44,42,31,26,23,5,2,9,18,28,29,43,""
26,61,70,90,91,101,92,65,51,66,86,69,61,60,53,12,18,9,12,12,3,13,30,29,24,""
27,49,79,83,90,80,74,28,3,29,51,53,38,34,45,49,32,41,24,15,18,20,17,21,33,""
28,44,65,80,74,80,67,70,60,-1,46,67,59,55,50,44,49,45,0,-1,-1,-1,31,33,51,""
29,58,85,118,104,111,104,87,4,0,1,3,1,2,28,50,30,21,27,28,26,20,35,29,37,""
30,79,101,110,85,109,85,81,61,49,46,76,86,53,85,78,68,25,15,15,9,9,25,28,36,""
31,54,58,87,83,93,78,65,62,40,86,114,-1,24,32,74,25,26,22,27,19,25,17,29,47,""
