feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,4,2,3,1,-1,-1,-1,2,3,4,2,6,9,8,6,8,9,14,14,22,9,14,13,""
02,3,3,1,8,2,-1,2,1,-1,1,2,2,7,6,7,4,6,7,12,11,10,11,4,11,""
03,5,12,8,2,1,3,1,2,2,3,7,2,3,4,6,8,7,7,13,8,9,7,3,11,""
04,2,8,7,2,1,2,1,2,1,1,3,2,7,9,6,7,14,12,5,8,12,7,11,13,""
05,14,9,9,5,4,3,-1,2,3,4,3,1,4,8,3,6,6,6,11,6,12,8,9,8,""
06,16,10,8,8,2,8,3,-1,2,5,3,2,10,3,4,5,8,22,6,21,16,10,9,7,""
07,12,17,8,4,2,5,1,1,1,-1,1,2,3,6,8,9,3,8,6,6,5,11,5,11,""
08,3,7,10,6,7,3,1,3,4,1,1,6,4,8,2,7,16,15,18,8,5,6,9,7,""
09,11,3,7,-1,2,2,3,-1,-1,-1,2,3,4,7,10,5,4,10,20,12,22,11,8,8,""
10,8,-1,5,7,3,1,-1,3,1,2,1,-1,7,5,2,8,10,23,10,16,10,11,17,5,""
11,5,5,5,5,2,4,-1,2,1,1,1,5,2,6,7,9,15,18,31,7,8,5,9,6,""
12,9,9,8,2,4,2,2,1,3,4,3,6,5,9,8,6,4,10,13,12,7,15,8,9,""
13,6,1,-1,2,-1,1,1,-1,-1,-1,2,3,2,6,13,12,22,10,8,13,10,11,11,6,""
14,4,6,2,3,-1,1,-1,1,2,-1,-1,3,2,4,5,22,42,42,27,9,6,3,5,6,""
15,11,10,9,5,4,1,1,1,-1,1,1,1,2,1,-1,5,1,28,49,19,9,6,20,6,""
16,4,2,1,2,3,2,1,2,2,4,10,18,7,21,16,12,14,21,5,13,8,13,9,16,""
17,18,12,6,5,9,3,8,3,1,-1,5,1,2,6,5,8,11,6,6,8,7,11,16,10,""
18,7,16,4,3,2,-1,4,-1,-1,3,3,5,3,4,7,1,6,5,6,6,9,2,8,15,""
19,6,8,2,1,3,1,2,3,3,-1,2,2,9,6,11,31,51,16,10,12,7,9,5,17,""
20,13,3,5,7,4,2,-1,2,2,1,4,7,7,7,5,5,4,8,11,13,14,6,11,11,""
21,9,12,10,2,5,4,2,4,5,3,1,3,3,4,6,10,5,5,9,8,7,8,6,11,""
22,2,8,8,6,8,3,2,2,2,1,-1,1,-1,2,1,3,3,7,6,3,7,3,10,5,""
23,10,2,5,4,7,3,2,1,4,1,2,2,6,3,4,3,2,3,9,6,6,3,9,3,""
24,5,7,3,3,4,2,1,-1,2,-1,2,4,4,2,3,3,5,8,11,10,8,5,3,5,""
25,6,4,4,5,2,2,2,12,1,1,-1,2,5,9,4,4,6,7,9,9,6,2,7,15,""
26,8,9,2,2,7,1,2,-1,1,1,1,1,4,-1,3,5,2,7,7,9,16,12,6,7,""
27,8,4,5,1,1,2,2,-1,-1,3,5,5,1,5,8,3,11,4,6,6,15,5,8,7,""
28,4,7,4,1,1,-1,-1,-1,1,2,3,3,3,6,9,2,8,9,18,10,9,3,3,2,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
